,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600362.SH,X600547.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600660.SH,X601992.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X600299.SH,X000709.SZ,X000959.SZ,X601158.SH,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600098.SH,X600219.SH,X600352.SH,X000408.SZ,X000883.SZ,X000825.SZ,X000539.SZ,X000723.SZ,X002092.SZ,X601699.SH,X000027.SZ,X000983.SZ,X600021.SH,X000937.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.304813962867542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456250049731983,0.106404198007962,0,0,0,0.0379836480570081,0,0,0,0.094246558420363,0,0,0,0,0,0.0104957710265743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000950505793887618,-0.00101026781390605,0,0,0,0,0,0
X600028.SH,0.791379311973205,0,0,0,0,0.109716090288246,0,0,0,0,0.0273085295927551,0.0569591615501003,0,0,0,0,0,0,0,0.0344430031386131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312034854572977,0,0,0,0,-0.0300971759302907,0,0,0,0,0,0,0.0312473103614696,0,0,-0.0480242887249126,0.0366806145119907,-0.0137721579831643,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.371639178710759,0,0,0,0.0233143808400437,0,0,0.0134835604676849,0,0,0,0,0,-0.107014086087249,0,0,0.0967547586432336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408095175669638,0,0,0,0,0,0,0,0.0307216723025707,0,0,-0.0245174485317704,0.0155039911743585,0,0,0,0,0,0
X600019.SH,0,0,0.358915341024863,0,0,0,0,0,0,0,0,-0.118893678556987,0,-0.0682488158276807,0,0,0,0,0,0,0,0,0,0.142854564240247,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221716088946856,0,0,0,0,0,0,0,0,-0.0219906266511338,0.124249477887494,0,0,-8.67361737988404e-19,-0.000400645325943069,0.00581668614166876,-0.0231748110079152,0,0,-0.397417154791097,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.116713921895409,0.257707091358377,-0.0207075453253632,0,0,0,0,0.276661369688041,0,0,0,0,-0.107105997312377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382779732028472,0.0715879256603689,0,0,0,0.067468100596843,0,-0.00652993482848935,0.0179082688407088,-0.0198105049103398,0.0159580471120683,0.134455589611786,0,0,0,0,0
X600585.SH,0,0.0834547250420252,0,0.207071125554602,0,0,0,0,0,0,-0.0146461322179703,0,0,0,0,0,0,0,0,0.00631998858462149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0453677648797867,0,0,0,0,0,0,-0.0623159589268897,-0.271443633866217,-0.0336452004283921,0.0321121444937068,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0417832583089515,0,0.0958944242607272,0,0,0,0.00103363730826908,0,0,0,0,0,0.0943052298917117,0,0,0.157488262388339,0,0,0,0,0.0310745450011707,0,0,0,0,0,0.114223841194863,0,0,0,0,0,0,0,0,0,0.094160590355894,0,0,0,0,0,-0.0280024757628319,0.0101036730172674,0,0,0,0,0,0
X601898.SH,0,0,0.129476081188012,0,0,0,0,0,0,0,0.0967839561140566,0,0,0,0,0,0,0,0,0,0,0,0,0.10516960518682,0,0,0,0,0,0,0,0.0848468035896835,0,0,0,0,0,0,0,0,0,0,0,0.088399785636389,0,0.095708177175953,0,0.0314199572068374,0.0223087869821969,0,-0.0238989871038439,0.00156536149643979,0,0,0,0,0,0
X601600.SH,0,-0.0124834003987337,0,0,0,0,0,0,0,0,0.149920944283055,0.0488659726408301,0,0.0771046175326384,0,0,0,0,0,0.0151547097224525,0,0,0,0,0,-0.13661987485947,0.166399996506387,0,0,0,0.218647316065869,0,0,0,0,0.140205466583503,0,0,0,0,0,0,0,0,0,0,0,0,0.178590982775639,-0.0852004903021215,-0.0164218225514166,0.0148390731019456,0,0,0,0,0,0
X600688.SH,0,0.214913133524551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238551725700001,-0.0112026381779528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988490775883014,0,0,0,0.118447096215288,0,0.069194310768213,0,0,5.45597609558412e-05,0,0,0,0,0,0
X600362.SH,0,0,0,-0.128774817573975,0,0,0,0,0.208414045834789,0,0,0,0,0.108656632414345,0,0,0,0,0,0,0,0,0,0,0,-0.100965856518404,0,0,0,0,0.55526949312939,0,0,0,0,0.0844961267207615,0,0,0,0,0,0,0,0,0,0,-0.10963592554955,0.123809654857665,0,0,-0.00397105541922728,0.0141536924522417,0.0778737116565943,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706116220435518,0,0,0,0,0,0.0366604313028012,0,0,0,0,0,0,0,0,0,0,0,0.0973157874910675,0,0,-0.0295902557246102,0,0,0,-0.0132803724951476,-0.0668712052411956,0.0315081880774988,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.00967055714116245,0,0.057700552072343,0,0,0.136645050814312,0,0,0,0,0,0,0.068664533257574,0,0,0,0.0225307520746854,0,0,0,0.0200547166781102,0,0,0,0,0,0,0,0,0,0,0.0120448119027357,0,0,0,0,0,0,0,0,0,0,-0.00597392140340745,0.00785524492057399,0.0452806805162068,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0.117973840456316,-0.00361510591386848,0,0,0,0.0270933974740982,0,0,0,0,0,0,0,0,0,0.0610813875524878,0,0,0,0.125804795413022,0,0,0.129832758546952,0,0,0,0,0,0,0,0,0.071911628581181,0,0,0,0,0,0,0,0.0468403291137143,0.00118006542577749,0.0179896963451967,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.158985022631819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205893113111112,0,0.0459072446372739,0,0,0,0,0,0,0,0,-0.144333918463157,0,0,0.162214824972312,0,0,0,0,-0.0564806733273394,0,0,0.012095257239851,-0.0147330343208323,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.612805915195159,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852178723540893,0,0,0,0,0,0,0,0.0391310755533481,0,0,0,0,0,0.0258765546829357,0,0,0,0,0,0,-0.195346463629784,0.0362964841666285,0,0,0.0203276717917395,0,0,0,0,0,0,0
