,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X601600.SH,X600011.SH,X600886.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600010.SH,X600489.SH,X600111.SH,X002460.SZ,X601699.SH,X600027.SH,X600160.SH,X000983.SZ,X600426.SH,X002466.SZ,X000301.SZ,X600803.SH,X601991.SH,X000786.SZ,X000933.SZ,X000877.SZ,X600985.SH,X000630.SZ,X002128.SZ,X000807.SZ,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X600348.SH,X600612.SH,X600096.SH,X000883.SZ,X002271.SZ,X600295.SH,X000932.SZ,X002353.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.487011512966707,0,0,0,0,0.145229900530245,0,0,0,0,0,0,-0.0967616047362042,0,0,0,0,0,0,0,0,0,0,-0.00653708948592197,0,0,0,0,0,0.107008479271392,0,0,0,0,0,-0.0487890247537528,0,0.00336071599701194,0,0,0,0,0,0,0,0,0,0,0,-0.070421569434882,0.0233818194834336,0,0,0,0,0,0
X601088.SH,0.12292862909807,0,0,0,0.204723696420374,0.0159396380701307,0,0.0692022060785184,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0824256748798113,0,0.012957517950755,0.055516048920659,0,0,0,0,0,0,0,0,0,0.0231261960916424,0,0,-0.0887707549105916,0,0,0,0,0.0181279761455524,0,0,-0.00751085297371234,0,0,0,0,0,0,0,0,0,0,0.0838768382953958,0,0
X600028.SH,0.349631674449342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266497959154407,-0.0175110234599795,0.0464953899726082,0,-0.151238670384455,0.036969573591115,0,0.0256017576322093,0,0,0,0,0,0,-0.0697230500235423,0,0,0,0,0,0,0,0,0.077890677992048,0,0,0,0,0,-0.00872129015216333,0.0330257953125067,0,0,0,0,0.0190684647750183,-0.00789937887853836,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.112672424074327,0,0,0,0,0,0.00100096498661475,0,0,0,0,0.0576490899593515,0,0.0375008257791671,0,0,0,0,0,0,0,0,0,0,0,0,0.0542442013939494,0,0.0299469948438113,0,0,0,0,0.138049308345193,0,0,0,0,-0.125182819735332,0,0,0.121738526367597,0.00698430141133068,0,-0.0586432313137083,0,0,-0.0578094793858603,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.104879400475675,0,0,0,0,0,0.0108999057459256,0,0,0,0,0,0,0,0,0,0.204020557921883,0,-0.0361286890817841,0,0,-0.0105031079572705,-0.0173643150649193,0,0,-0.217565144916339,0.0374514134235184,0,0.274873095053716,0,0,0,0,0,0,0,0.0677930269365657,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0108033711401255,0,0,0,0,0,0
X601898.SH,0,0.0650868006431593,0,0,0,0,0,0,0.137231876149575,0,0,0,0,0,0,0,0,0,0,0,0,0.157506072959937,0,0,0,0,0,0,0,0,0,0,0,0.194257252665036,-3.46944695195361e-18,0,0,0,0,0,0.115324812694303,0,0,0.246683738715957,0,0,0,0,0,0,0,0.14182407409137,-0.0609507255998093,0,0,0,0,0,0
X600019.SH,0,0,0,0.0915252973159263,0,0,0,0,0,0.0493300938829617,0,0,0.0769243318644008,0,0,0,0.0192146844262503,-0.0336972526759515,0,0,0,0,0,0,0,0,0,0,0.153276154436107,0,0.0170450691064926,0,0,0.0146100245292751,0,0,0,0.0638024789175919,0,0,-0.0251887909297229,0.0804856468389557,0,0,0,0,0.104243669990145,0.272892542912477,0,0,0,0,0.0329308953908173,0,0,0,-0.0174091145637441,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,-0.033625315317116,0,0,0,0,0.0232109651152292,0,0,0,0,0,0,0.0967680775873887,0,0,0,0,0.291063343445403,0,0,0.157329549489934,0,0,0,0,0.241523731795312,0.017156721056009,0,0.181596035683719,0,0,0.141953935697738,0,0,0,0,0,0,0,0,0.0680351397099294,0,0,0,0,0.0562537000072266,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0191270787557943,0.457872489921811,0,0,0,0,0,0,0,-0.00150970269217742,0.0815986451284446,0,0,0,0,0,0,0.257909302566228,-0.0583502436390102,-6.93889390390723e-18,0,0,0,0.0560610119906188,0,0,0,0,0,-0.112267227568873,0,0,0.0439820379945436,-0.0327308315869058,0,0,0,0,0,-0.00313178544386953,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259716780818082,0,0,0,0,0,0,0,0.0526220572438532,0.0440508499519832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128561159466255,0,0,0,0,0,-0.0781370925582425,0,0,0,0,-0.205073962694001,0.00273893737021971,-0.00666139742807167,0,0,0,-0.0517330834200826,0,0
X600585.SH,0,0,0,0,0,0.125474998432777,0,0,0,0,0,0,0,-0.0757338309943003,0,0,0,0.0537862896111647,0,0,0,0,0,0,0,0,0,0,0,0,0.179944431996831,0,0,0,0,0,0,0.00961541415990677,0,0,0,0,0,0,0,0.14765717627247,0,0.0207526628409191,0,0,0,0,-0.00198692256311515,-0.184638916619885,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778010226822769,0,0,0,0,0,0,0,0.0399431679436199,0,0,0,0,0.061890633531548,0,0,0,-0.0580593711843705,0.0535962179031775,0,0,0,0,0,0,0,0,-0.0273664010711842,0,0,0,0,0,-0.0605754724539645,0.072335205961028,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187976489050738,0,-0.026609758348735,0,-0.0704652782847783,0,0.0671732537017545,0,0.0643689700229358,0,0,0,0,0,0,0,0,0,0.0922142163719056,0,0.0931855484665244,0,0,0,0,-0.0151652561139475,0,0,-0.106297727172781,0,0,0,0,0,0.0160423269902907,0.000335376296097757,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.360654763684633,0.130031424349669,0,0,0.0208404472432841,0,0,0,0,-0.0148097791511396,0,0,0,0,0.2773508273573,0,0,0,0,0,0,0.129561581531293,-0.0431539533893535,0.0231450201441927,0,0,0,0,0,-0.0333035505180773,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0176908142548854,-0.0097235178153026,0,0,0,0.0338864866358896,0,0
X000792.SZ,0,0,0,0.0172737700508902,0,0,0,0,0,0,0,0.0231138592930885,0,0,0,0,0.130259382549313,0,0,0,0.331371952141337,0,0,0,0,0,0.00911319394808721,0,0,0,0,0,0,0,0,0,0,0,0,0.0274609613685275,0.118182203837217,0,0,0,0,0,0,0,0,0,0,0.0098527067771171,0.0396047748655672,0.0231030882134135,0,0,-0.0163373386910084,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,-0.0672647952337035,0.240528960016217,0,0,0,0,0,0,0.067456162354728,0.0587428469146639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325495840486128,0,0.173715775633497,0,0,0,0.203846347761898,0,0,0,0,0.00705525524814687,0,0,-0.0302854152358488,0,0,-0.0053970918254038,0,0.0346461941783309,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.133251216748963,0,0,0,0.138748305979754,0,0,0,0,0,0,0,0,0,0.0127044492845108,0,0,0,0,0,0,0.183045744436092,0,0.114654650129506,0,0,0,0,0,0.0941069858665116,0,0,0,0,0.0793923034695516,0,0.0726938285788915,0.0163783842842411,0,0,0,0,0,0,0,-0.00561799454592619,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0963279431114257,0,0,0,0,0,0,0,0,0.548303018487605,0,-0.0448640944844394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067391146381621,0,0,0,0,0,0.13112270606069,-0.0173116862470498,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0.654707484668899,0,0,0,0,0,0,0,0,-0.0531089542757509,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0280133727098114,0.00211473623760069,0,0,0,0,0.122166265643106,0,0,0.166230788982032,0,0,0.025539943523557,-0.0395533020932385,0,0,0,0,0,-0.00761056095274828,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.149417737433311,0,0,0,0,0,0,0,0,0,0.540795301089293,0,0,0.0425064259099152,0,0,0,0,0,0,0,0,0,0,0,0.0590105494251275,0,0.0737872990215564,0,0,0,0,0,0,0.00714153582474412,0,0,0,0.108364348793805,0,0.0552048170572829,0,0,0,0,-0.0303230610176227,0,0,0,-0.00678448893903654,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864828252448583,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.808983012371793,0.0446410189566084,0,0.0688284406774425,0,0.00668237567351433,0,-0.0205141633633709,0,0,0,0,0,0,0.00590417060319936,0,0,0,0,0.0434294910980281,0,0.0248021439068349,0,0,0,-0.0202793664334136,-0.0148237724416236,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0.316236765522612,0,-0.00812002794271545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381890362815352,0,0.00911073312174571,0,0,0,0,0,0,0,0,0.0458066868259275,0,0,0,-0.13378671911155,0,-0.0385192753490963,0,0.71027122294014,0,0,0,0,0,0.203035135518843,0,0,0,0.0625903666994106,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.384740647331966,0,0,0,0,0.181883729664989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258204492231371,0,0,0,0,0,0,0,0,0,0.129529808925802,0,0,0,0,0,0,0,0,0.155689142153179,0,0,-0.000337210230670788,0,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187976658949662,0,0,0,0.305482709585156,0,0.0449898035053177,-0.0777101319005269,0,0,0,0,0,-0.325721134065841,0,0,0.0336671007432553,0,0,0,0,-0.111462578942227,0,0,0,0,0,0.117357724470835,0,0.328473363578613,0,-0.0924381026293531,0,0,-0.0122800441680997,-4.33680868994202e-19,0,0,0.0993467147664698,0,0
X000983.SZ,0,0,0,0,0.078857062443054,0,0,0,0,0,0,0,-0.0320288911688237,0,0,0,0,-0.0347225438123775,0,0,0,0.213733899742527,0,-0.0124014836780423,0,0,-0.0251547512639852,0,0,0,0,0.0505549902079183,0.0368074181246964,0.371996470082625,0.0674250014864508,0,0,-0.0355350089147352,0,0,0,0,0,0,0,-0.0339741362185393,0,0.152615824179349,0,0,0,-0.0480318487863187,-0.0258271358122913,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.134241344690047,0,0,0,0,0,-0.0142838194832008,0,0.0247968075214731,0,0,-0.00845244351164433,0,0,0,0,0,0,0,0,0,0,-0.0845891011514501,0.0474973687881252,0,0.449778208657073,0,0,0,0,0,0,0,0,0,-0.0324078033047176,0,0.116297520200395,0.0210946357788453,0.0419912699946857,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.297625215405471,0,0,0,0,0,0,0.154593150467789,0,0,0,0,-0.19328213436785,0.846802163894412,0,0,0.238897094744938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328589075926569,0,0,0,-0.0115686892308223,0,0,-0.0126392780540393,0,0.0823193592321914,0.128018593824874,0,0,0,-0.133296226592088,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0450386586096932,-0.0202004591814743,0,0,-1.73472347597681e-18,0,0,0,0,0.059729636655098,0,0,0,0,0,0,0,0.149695878104564,0,0,0,0.00379570490574202,0,0,0,0,0.0281886460437126,0,0,0.0381985132931183,0.0594471737684754,0,0.0394527382267706,0,0,0,0.220919952776999,0,0,0,0,0.0301035429413466,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0.0471166398564438,0,0,0,0,-0.140871615395829,0,0,0,0.142650455064985,0,0,0,0,0,0.023695532182801,-0.00082939862943923,0,0,0,0.0393094994063776,0,0,0,0,0,0,0,0,0,0,0,0.123502193935613,0,0,0,0,0,0,0,0,0,0,0,0.135259098866232,0.00251431967394976,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127537848502974,0.109458203332236,0,0,0,0,0,0.0333268661044215,0.0490431963638044,0.295136627613863,0,0,0,0.00626571100430177,0,0,0,-0.0785329107515178,0,0,0,0,0,0,-0.0618641384568298,0,0,0,0,0,0,0.120576947563567,-0.00588453281877438,0,0,0,0.101347028106011,0,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.18617177048244,0,0.152458576291059,0,0,0,0,0,-0.0416876663516723,0,0,-0.0057512034200146,0,0.204083461612175,0,0.23111580482821,0.0594624861321477,0,0,-0.327781183914732,0,0,0.0982710981410148,0,0,0,0,0,0,0,0.105456265374497,0.0310403080661865,0,0,0,0,0,0,0,0,-0.062546698561123,0,0.00598408302773137,-0.0292942509506853,0,0,0,0,0
X000933.SZ,0,0,0,0,0.429378645975278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384597511249694,-0.00953934315458391,0,0,0.167517097883695,0,0,0,0,0,-0.0236323777303863,0,-0.0518840142797397,0,0.459424007651734,0,0,0,0,0,0,0,0,0.0184094407990664,0,0,0,0,0,0,-0.0359858127530335,0,0,0,0,0,0
X000877.SZ,-0.0370272410299805,0,0,0,0,0,0,0.24205361018468,0,0,0,0,0,0,0.0237543670249239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.298314000628709,0,0,0,0,0,-0.353891605227232,0,0,0.244865307259519,0,0.610955965391588,-0.0189180710972154,0.0937750028935651,0,0,0.0188352865562368,0,0,0,0.0199666738417901,0,0
X600985.SH,0.0844719203973967,0,0,0,0,0.106110084460462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242338071411594,0,0,0.235159294828614,0,0,0,0,0,0.143720965340325,0,0,0,0,0,0,0.108507859072563,0,0.0668492866705763,0,0,0,0,0,0,0.0138869873161075,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615148444318303,0,0,0.101652639418435,0,0,0,0,0,0.109323968910129,0,-0.140063211735507,0,-0.0171587368823795,0,0,0.0546136730713377,0,0,0,0,0,0,0.061919085413751,0.0285075739201527,0,0,0,0,0,0,0,0,0,0,0,0.0164269085070088,2.16840434497101e-19,0,0,0,0,0,0
X002128.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330057224403133,0,0,0,0,0,0,0,0,0,0.255500758909782,0,0.040522882090862,0,0,0,-0.0482229708187808,0,0.0621104868526721,0,0,0,0,0.188008123848875,0.0447127420193495,0,0,0.231140293780705,0,0,0.016347514362649,0.0171142993825682,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0.313845725998127,0,0,0,0,0,0,0,0,0,0,0.030265667158657,0,0,0,0,0,-0.0360404945959785,0,0,0,0,0,0,0.289613316674101,0,0,0,0,0,0,0,0.0996821532011872,-3.46944695195361e-18,-0.105089531045031,0,0,0,0,0,0,0.178316376936805,0.0245346157275316,0.00974306863710317,0,-0.0288224161322758,0,0,0,0.128058917500103,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00123544270254708,0,-0.0696967995698818,0,0,0,0,0,0,0,0,-0.0895040027524173,0,0,0.110970928708668,0,0.0438799080650987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437272430152663,0,0.170831286931999,0,0,0,0,0,-0.0318732920126079,0.0195770208181468,0,0,0,0.102413501752975,0,0
X600219.SH,0,0,0,0,0,0,0,0.160310118737434,0,0,0,0.000786594326392876,0,0,0,0.0861473561180372,0.167321026821614,0,0,0.168775638299314,0,0,0,0,0,0,0,0,0,0,-0.0347284597341591,0,0,0,0.108255446247803,-0.0208886783964854,0,0,0,0,0,0.00447987653390584,0,0,0,0,0.00567876307252346,0,0,0,0,0.00685058484561867,0.027115385580445,0,0,0,0,0,0
X601168.SH,0,0,0,0,0,0,0,0.0974359046200678,0,0,0,0.00895200240741218,0,0,0,0.183519912413731,0,0,0,0,0,0.0390805567309105,0,-0.0638149101028584,0,0,0,0,0,0,0,0.0490639011046727,0,0,0.556316572746069,0,2.16840434497101e-19,0,0,0,0,0,0.142158541803852,0,0,0,0.115032170362725,0,0,0,0,0,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,-0.324090630921316,0,0,0,0,0,0.00362942234097239,0,0.395922046442217,0.226537785950231,0,0,0,0,0,-0.147181488969963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331693186239045,0,0,0,0.32838704884257,0,-0.0361975867793776,-0.176679698619199,0,0.230696496715392,0,0,-0.135972447364044,-0.0115827701137443,0.132739529831954,0,0,0.00103079577489724,0,0
X600348.SH,0,0,0,0,0,0,0,0,0,0,0,0.051038666134693,0,0,0,0,0.0149387886100946,0,0.00309008884017783,0.118683175257935,0,0.260499279941156,0,0,0,0,0,0,0.165322830875641,0,0.184778631856482,0,0,0.0789948369321136,0,0,0,0,0.0533497568409656,0,0,0,0,0,0,0,0,0,0,0,0,0.0648279894644334,-0.0409421067423714,0,0,0,0,0,0
