,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X000708.SZ,X600886.SH,X601600.SH,X600010.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600027.SH,X002271.SZ,X600111.SH,X000786.SZ,X601992.SH,X000723.SZ,X002466.SZ,X600299.SH,X600176.SH,X002460.SZ,X600516.SH,X600583.SH,X000898.SZ,X002353.SZ,X601158.SH,X600489.SH,X000883.SZ,X600426.SH,X000709.SZ,X600219.SH,X600612.SH,X000792.SZ,X000629.SZ,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0612836105194698,0.0666834468419557,0,0,0,0,0,0,0,0,0,0.0182152354072605,0,0,0,0,0,0,0.0197833089775711,-0.0017578593331157,0,0,0,0,0.00854375665201616,0,0.115135443754987,0,0,0,0.030761224688367,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385928963746814,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0425148027942976,0,0,0,0,0,0,0,0,0.112003070571555,0,0,0,0,0,0,0,0.106789977426766,0,0,0,0,0,0.0179520398636344,0,0,0,0,0,0.0699554019686479,0,0,-0.0184057789087045,-0.0161400787428223,0,0,0,0,0,0,-0.0596828182624327,0,-0.00734592393424129,0.0294172459771307,0,0,0,0.0180596804816755,0,0
X601088.SH,0,0,0,0.030747029038648,0,0.226805531417895,0,0,0,0.149268526108772,0,0,0,0,0,0,0,0,0,0,0,0,0.0792726552075214,0,0,0,-0.0198831578271593,0,0,0,-0.0840911425415454,0,0,0,-0.127896729899307,0,0,0,0,0,0,-0.111020760919645,-0.0491207328411649,0,0.0877674589753795,0,0,0,0,0,0,-0.0324924615771539,-0.00202887410957489,0,0,0,5.42101086242752e-20,0,0
X600585.SH,0,0,0,0,0.0450914135853323,0,-0.0791938518351396,0,0,0.0547258493214405,0.0333389136851007,0,0,0,0,0,0,0,0,0,0.31273653492853,0,0,0,0,0,-0.0159034257921006,0.0381833603987178,0,0.0833791285985675,-0.136028968299527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152013317019652,-0.0118006021574454,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0425288460032766,0.0436137562148576,0,0,0,0.0784819854781324,0,0,0,0,0,0.00633359381188335,0,0.151535424378806,-2.16840434497101e-19,0,0,0.0301767174045778,0,0,0,0.144132549465374,8.67361737988404e-19,0,0,0,0,0,0,0.00854676592470109,0,0,0,-0.0288495722177932,0,0,0,0,0,0,0,0,-0.0380054056869777,0,0,0,0,-0.0147062603016265,0,0
X600019.SH,0,0,0.206134914096028,0,0,0,0,0,0,0.0460949460188533,0,0,0,-0.0115929745930435,0,0,0,0,0,0,0,0,0.0261038091497276,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0166347133768191,0,0,0,0,0,0,0,0,0,0,0,0,0.0362294909807806,0,0,0,0,0,0.010576005024032,-0.000472510312510181,0,0,0,0.0238165945594855,0,0
X600547.SH,0,0,0,0,0.0162181136500345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063274323130884,0,0,0,0,0,0,-3.46944695195361e-18,0,1.34684263554513,0,0,0,0,0.0480426930374933,0.12582461746864,0,0,0,0,0,0,0,-0.133195836006297,-0.0162723811655008,3.46944695195361e-18,0,0,0,0.0350013913833685,0,0
X600011.SH,0,0,0,0,0.109322011629308,0,0,0,-0.0037995242682508,0,0,0,0,0,0,0,0,0,0,0,0,0.339634709608011,0.0934742632801047,0,0,0,-0.144019975975845,0,0,0.154596915569829,0,0.0901991551604644,0.0644830560998362,0,0.0220816752179241,0,0,0,0,0,0,0,0.0527947487683158,0,0,0,0,0,0,0.117533029800719,0,0,0.0124932390006603,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.390552173032576,0.0879362839963424,0.231544500614887,0,0,0,-0.0233646891204074,0,-0.0868207983622242,0,0,-0.183945455084365,0,0,0,0,0,0,0.0182633404940358,0,0,0,-0.0645531360955859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476053806070395,0,0,0,0,0.0319002681147401,0,0
X000708.SZ,0,0,0.458334241318037,0,0,0,0,0,0,0,0,0,0.361439643286643,0,0.255632672085667,0,0,0,0,0,0.0662300797474419,0,0.0339303261895043,0,0,0,0,0,0.116344669564005,0,0,0,0,0,0,0,0.308633656066947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561104791246075,0,0,0,0.0292216181461722,0,0
X600886.SH,0,0,0,0,0,0,-0.0774510024540707,0,0,0.0926729686288315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118146183507025,0.0675729582028453,0,0,0,-0.199079005502973,0,0,-0.0214891586717107,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.280667782585843,0,-0.0205366761113004,0,0,0,0,0.0293661064782855,0,0
