,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600019.SH,X600585.SH,X600111.SH,X000792.SZ,X000301.SZ,X600188.SH,X002466.SZ,X600010.SH,X601600.SH,X601898.SH,X000708.SZ,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X000825.SZ,X002080.SZ,X000807.SZ,X600886.SH,X600096.SH,X600219.SH,X600803.SH,X000408.SZ,X000959.SZ,X300037.SZ,X000932.SZ,X600141.SH,X600295.SH,X600795.SH,X000983.SZ,X000898.SZ,X002326.SZ,X000723.SZ,X000786.SZ,X601699.SH,X601991.SH,X000630.SZ,X600688.SH,X600801.SH,X600516.SH,X600352.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.00264247440206159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403397552691504,0,0.0190044224400835,0,0.0105574416537526,0,-0.044656055971763,-0.0250602617136642,0,0,0,0,0.0460341666743356,0,0.0282678804405089,0,0,0.0711603765252312,0,0,0,0,0,0,0,0,0,0,-0.0316492693547192,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.0350980756388815,0,0,0,0,0.0596000616732571,0,-0.0111466001295863,0,0,0,0,0,0,0,0.067772980832735,0,0,0,0.0463492585890776,0,0.0380823409039006,0,1.0842021724855e-19,0,-0.0238643526771717,-0.0386495685823292,0,0,0,0,0.0420252394874745,0,0.0264574789601841,0,0,0,0,0.0186882262114191,0,0,0.149197925505508,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.0304670225963008,0,0,0,0,0,0,0,0,0,0.124434447439202,0,0,0,0,0,0,0,0.0428381852179476,0,0.0340901116155688,0,0,0,0,0.163968693880141,-0.0584702664521174,0,-0.070349209481876,0,0,0.0103761622965219,0,0.201107470369982,0,-0.0309924312412077,0,0,0,0,0,0,0,0,0,0.135686758274291,0,0.00279186454215094,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0323876462270316,0,0,-0.0424905311585214,0.0430564114607474,0,0,0,0,0,0.0275686049133481,0,0,0,0.0314969877906446,0.109763128713828,0,0,0,0.0651039854280423,0,0,0,0,0,0.0783758532394048,0,0,0,0,-0.0185247298078389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00488782262164548,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.159654734997182,0,0.0121557501873985,0,0.204214317716126,0,0,0,-0.0857038558373036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188167410213141,0.0432250564445321,0,0,0,0.19344135099863,0,0,0,0,0,0.00984563554332667,0,0,0,0.243669525681047,0,0.0820714012442083,-0.0323860339425595,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.025362740480741,0,0,0.0198881616748114,0,0,0,0,0,0,0,0,0,0,0,0,0.00521003495405329,0,0,0,-0.0373594255476727,0,0,0,0,0.0551857984017039,0.484480723410321,0,0,0,0,0,0,0,0,0,0,0.0499671198376332,0,-0.0246015217055194,0,0,0,0,-0.161205170110936,0,0
X600585.SH,0,0,0,0,-0.0606176502950704,0,0,0,0,0,0,0.0631474554412578,0,0.0380491387846428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714836506955355,0,0,0.0388996349248771,0,0,0,0,0,0,0,0.00762914314249067,-0.0819614609797014,0.0713249697606181,0.00109373527560719,0,0,0,0.609119850825437,-0.114929621881458,0,0,0,0.00813749519180145,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.273077758428765,-0.163903425243073,0,0,0,0.0402881198233213,0.104239920882192,0,0.261503906796366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207011923685242,0,0,0,0,0.0283194378575169,0,0,0,0.0259022236691044,0,0,0,0,0,0,0,0,-0.41816312392133,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0247803045150888,0,0,0,0,0.0527770726709532,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184304323253641,0,-0.027333569752964,0,0,0,0,0.248240536120642,0,0,0,0,0.12294377402966,0,0.135164895490207,0,0.0224432906492906,-0.295763837519644,0,0,0,0,0,0,0,0,0,0,0,0.116201786908884,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,-0.0662733335147863,0,0,0,0,0,0,-0.121496291351296,0,0,0,0,0,0,0,0,0,0,0.176289907791164,0,0.394734749503216,0,0,0,0.0286574607312075,0.119510524281133,0,0,0,0,0,0,0.0408625787971712,0,0,0,0,0.0880138800022891,0.181868763434131,0,0,0,0,0,0.111663273155627,-0.13422191334036,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.158003016911226,0.0320163760275018,0,0,0,0,0.0234754617467381,0.0955125531318244,0,0,0,0,0,0,0,0,0,0.238452267437811,0,0,0,0,0,0,0.129787658503436,0,0,0,0,0,0,0,0,0,-0.108919783149664,0,0.2697444411536,0,0,0,0,0,0,0.200250313059176,0,0,-0.043969533094601,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.263591818425012,0,0,0.234829330912233,0,0,-0.0404395121777277,0,0,0.0566004248119291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187113138747609,0,0,0,0,0,0,0,0,0.167051193875087,0,0,0,0,0,0,0,0.0872057619519021,0,0,0,0.00576336001783285,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.342857051372094,0,0.357736659902602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437772171462713,0,0,0,8.67361737988404e-19,0,0,-0.0626313630765866,0.218524169634732,0,0,0,0.0200895247400269,0,0,0,-0.0309574215889196,0.0234877812893664,0,0.0125045871672167,0,0,0,0,0.0607349523891071,0,0,0,0.00479981932974088,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.109691634313283,0,0,0,0.121527204135145,0,0,0,0.0491272957745132,0,0,0,0,0,0.273153875140914,0,0,0,0,0,0,0,0,0,0,0,0.0224999380422918,0,0.0546013406324425,-3.46944695195361e-18,0.177256555151132,0.048049848591995,0,0,0,0,0,0,0.190067229513483,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.342470774606017,0,0.0496165346901025,0,0,0,-0.0787198128529741,0,0,0,0,0,0,0,0,0,0,0,-0.0997192056858813,0,0,0.0954816060004662,0,0.0448057700969658,0,0,0,0,0,0,0,0,0,0.120260074418497,0,0,0,-0.236909053120547,0.12627474730608,0,0.330284300044789,0,0,0,0,0,0,0,0,-0.0534596226885803,-0.0248889839528644,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.173808529817506,0,0,0,0,0,0.00873085401045227,0,0,0,0,0,0,0,0,0,0,0,0.0199720844495115,0,0,0,0.117428850855309,0,0,0.0934958356339814,0,-0.0769154169052341,0,0,0.0681003281572911,0,0,0,0,0.0918993773705558,0,0,0,0,0,0,0.0599338050022963,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.00561892405972078,0.0253056173038911,0.0130613995332851,0,0,0.0216014158295152,0,0,0,0,0,0,0,0,0,-0.066901071370762,0,0.111708574353844,0,0,0,0.00929227256265294,0.171710480337697,0,0,0,0,0,0,0.0348825508991212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0255738846184642,-4.33680868994202e-19,0,0,0,0,0.0389443893106917,0,0.0987484163679911,0,0,0,-0.063789890732019,0,0,0,0,0,0,0.176456871917969,0,0,0,0,0,0,0,0,0,0,0,0,0.146374264827751,0,-0.00969145012687006,0,0.0149229330406693,-0.0017489178721722,0.204831733270574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215370384776159,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.195388302744272,0,-0.0406985068876992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381204420907545,0,-0.00165092052716329,0,0,0,0,0,0,0,0,0,0,0,0.0539801043536874,0,0,0,0,0,0,0.0118053043866695,0,0,0,0,-0.106107562590671,0,0
X600362.SH,0,0,0,0,0.0327428269346927,0,0,8.67361737988404e-19,0,0,0,0.085692693717236,0,0.249784990534467,0,0,0,0,0,0,0,0,0.168405934048937,0.0714673861848,0,0,0,0.0589445184144541,0.130152429001779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367432316914699,0,0.039537741103231,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0579893499224471,0,0,-0.023011374900396,0.0576170663267121,0,0,0,0,0,0,0,0,0,-0.025888760635771,0,0,0,0,0,0,-0.0193583020694804,0,0,0,0,-0.0996335152774267,0,0.00717215664219314,0,0.0319957799864377,0.103898898852109,0,0.0212053629640941,0,0,0,0,0,0,0,0,0,-0.0146491448632972,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,-0.020350126045707,0,0,0,0,0,0,0,0.0296592642939659,0.0471507960579829,0,0.00341086959840782,0,0,0,0,0,0.215134237590906,0,0.023318779597609,0,0,0,0,0.173311541645982,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.124323016179301,0,0,0,0,0,0,0,0,0,0,0.0119253451054288,0,0,0,0,0,0
X600426.SH,0,0,0,0.121077708571723,0,0,0,0,-0.0155669706992582,0,0,0,0,0.0829536062206517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141046805982637,0,0,0,0.135827372649384,0,0.0501525598106968,0.128494510583834,0,0,0,0,0.149336633500172,0,0,0,0,0,0,0,0,0,0,0,-0.0705229423962764,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0.0235870886598836,0.0768977960179212,0,0,0,0.381339037478532,0,0,0,0,0,0,0,-0.0918404707055197,0,0,0.0221790412472166,0,0,0.0422451756324021,0,0,0,0,0.431795829449304,0,0,0,0.0216058283941308,0.0712064547134813,0,0,0,0.10058193095291,0,0,0,0,-0.0333863139189332,0,0,0,0.00820946010598733,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0.0059562581393903,0,0,-0.14012830733369,0,0,0,0,0,0,0,0,0,0,0.092866279335846,0.0368346344510635,0,0,0.123107652538583,0,0.146144380151471,0,0.0977565758715066,0.0061039043085435,0,0.143468770486656,0,0.0608356734959847,0.00966574884645818,0,0,0,0,0.029963201068721,0,0,0,-0.0189756394064351,0,0,0,0,0,0,0.0343855476720294,-0.0482833895139395,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,-0.00936517106402307,0,0,0,0,0,0,0.491869053424175,0,0,0,0,-0.0960690750979803,0.222385470170911,0,0,0,0,0.0471749385661681,0,0,0,0,0,0,0,0,0,0.153282119686467,0,0,0,0,0,0,-0.148862608634203,0,0,0,0,0,0,0,0,0,0.00539971734697643,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,-0.0335016067331239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294586909350698,0,0,0,0.148550089014422,0,0,0,0,0,0.0524430230336549,0,0,-0.216988436869951,0.0923460720285902,0,0,0,0,-0.0391900045228389,0,0,0,0,0,0,0,0,0.0564079483946589,0,-0.00043758823797557,0,0,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,0,0,0,0.0372341621858547,0,0,0,0,0,0.310327846560247,0,0,0,0,0,0,0.269105711240184,0,0,0,0,0,0.0465034734003409,0,0,0,0,0,0.313339715988433,0.0796175178740097,0,0.133150113691502,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00456265624885005,-0.0214615723960664,0,0,0,-0.0663609359305693,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0.0115992276169972,0,0.0367513644103739,0,0.171186393198219,0,0,0,0,0,0.386610441320041,0,0,0,0.0733160014371387,0,0.0260672989325233,0,0,0,0,0,0,0,0,0,-0.111787978892837,0,0,0,0.014675530595266,0,0,0.13762308050798,0,0,0,0,0,0,0,0,0.0692349230502066,0.0418021340923811,0,0,0,0,0,0
X600803.SH,0,0,0.249796569193032,0,0,0,0,0,0,0.101236857714385,0.0276283004916346,0,0,0,0,0.0206772874146871,0,0,0,0.0956534016308661,0,0.254164323241467,-0.186177580084786,0,-0.189365890644399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0807080980096344,0.111205321476487,0,-0.0337585758087298,0,0,0.266693173960513,0,0,0,0,0,0.046168303029857,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0.0731355375105199,-0.0314864363986161,0.0484067757806549,0.598675954489045,0.154976482699841,0,-0.130020488054187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768318143300269,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.0255548329626868,0,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0.19508010429478,0,0,0,0.121344060508667,0,0.0166903481333977,0,0.0777373989361043,0,0,0,0,0,0.128662585055067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496544687042216,0.0679927527760663,0.0855150360219445,0,0,0,0,0,0,0.0939572507402379,0,-0.0146080032715076,0,0,0,0,0,0,0
X300037.SZ,0,0,0,0,0.0813007568565627,0,0,0.209856863656458,-0.0483967686754672,0,-0.107411496272343,0,-3.46944695195361e-18,0,0,0,0.196043589936353,0,0,0,0,0,0.077313493894809,0,0,0,0,0,0,0,0,0,0,0,0,-0.162485426827509,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0673565051621993,-0.101594696072076,0.0204344634406949,-0.0477622038357716,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546529092680531,0.00330899367725982,0,0,0,0,0,0,0,0.0576989897050016,0,0,0,-0.0233068817195829,0,0,0,0,0,0,0,0.0112818012561764,0,0.11442053729896,0.44167095702062,0,0,0,0,0,0,0,0,0,0,0.164901561816842,0,0.0134671006012888,0,0,0,0,0,0,0
X600141.SH,0,0,0,0,0.0998088964825034,0,0,0,0,0.0874624565954668,0,0,0,0,0,0.0148961619587674,0,0,0,0,0,0,0,0,0,0.110633600867527,0,0.382607920581853,0,0,0,0,0,0,0,0.0876519820302794,0,0,0,0,0,0,0,0,0,0,0,0.250245679275754,0,-0.0186139156555655,0,0.0470844128580156,0,0,0,0,0,0,0
X600295.SH,0,0,0,0,0,0,0,0,0.184862954050203,0,0,0,0.124551517750873,0,0,0.24485278270467,0,0.112613472207909,0,0,0,0,0.298006696574399,0,0,0,0,0.0839168330964715,0,0,0,0,0,0,0,0,0,0.0136473082887879,0,0,0,0,-0.099688620005742,0,0,0,0,0.139810844236211,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,-0.0423741695407617,0,0,-0.08640915541142,0,0,0,0,0,0,0,0,0,0,0,0.0856988851310612,0,-0.0640421300106593,0,0.14998073499892,0,0,0.0351957566654764,0,0,0,-0.0471503999535026,0,0.0124171541973264,0,0,0.0292681640810099,0,0,0.318030465802962,0,0,0,0,0,0,0,0.0120854483481188,0.0109692601374561,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0.00916480161726676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440399413190404,0,0,0,0,0.193710054431415,0,-0.0506280788534688,0,-0.0368364957762704,0.0747144878248696,0,0.243124141033837,0,0,0,0,0.0710287704769066,0,0.194301690569077,0,0,0,0,0,0,0.141144334213641,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.00280770606701398,0,0,0,0,0.074309372421056,0,0,0,0,0.0613613630655991,0,0,0,0.0305889557618819,0,0,0.0989678734537204,0,0,0,0,-0.0144604553862798,0,0,0,0,0,0.375924973713772,0,0,0,0,0,-0.00210600869415437,0.0422430889914609,0,0,0,0,0,0,0,0,0.428322611035925,0,0,0,0,0,0,0,0,0
X002326.SZ,0,0,0,0,0.189187846028343,0,0,0,0,0,0,0,0.431907687991819,0,-0.188703205764727,0.0741614796609772,0,0,0,0,0.2147262365334,0.208406164781391,-0.094101822259808,0,0,0.0913948165077598,0,0.0446209434719206,0,0,0,0,0,0,0.122638599702043,0,0,0,0,0,0,0,0,0,0,0,0.0856644622249624,0,0,0,0,0,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0.017355060755992,0,0,0,0,0,0,0,0,-0.114950032969192,0,0,0,0.352737112325868,0,0,0,0,0,0,0,0,-0.0058969198047893,0,0,0.0917736845366238,0.039360170320299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
