,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X600010.SH,X002271.SZ,X000708.SZ,X000301.SZ,X600547.SH,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X600027.SH,X601991.SH,X600803.SH,X000983.SZ,X000786.SZ,X600995.SH,X000629.SZ,X600160.SH,X000408.SZ,X600096.SH,X000723.SZ,X600219.SH,X600489.SH,X002080.SZ,X000807.SZ,X600378.SH,X000630.SZ,X000933.SZ,X600348.SH,X600141.SH,X600688.SH,X600157.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.561797505179478,0,0,0,0,0,0,0.0116918783906026,0.306806140822064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286057825287556,0.0120318067035872,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.116066189139873,1.0842021724855e-19,0,0,0,0,0,0,-0.0231423168153789,-0.0186308871777961,0,0,0,0,0,0
X601088.SH,0.0277720451797458,0,0,0,0.405803236676287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158503437309056,0,0.0624534561967377,0,-0.000361257318805809,0,0.133944195297733,0,0,0,-0.0619289991733977,0.0140963596751337,0.103028478658309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117598821003377,0,0,0,0,0,0,0
X600028.SH,0.605713404664156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127693320045547,0,0,0,0,0,0,0,0,0.0200125055591452,0,0,0,0,0.0420443792626953,0.0383796229231425,0,0,-0.0121183982912278,0,0,0,-0.0504407595524309,0.071995472955931,0.0139097765170263,0,0,0,0,0,0,0,0,-0.0648520367371292,0,0,0,0.00219921153776223,-0.00358493317305071,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22127951443764,0,0,0,0,0,0.242653010006232,0,0,0,0,-0.0116663880116464,0,-0.0763323387296099,0.258608303659848,0,-0.0669547373572856,-0.200620659651109,0,0,0,0,0,0,0.0856879891371211,0,0,0,-0.044986460101468,0,0,0,0,0,0.00928290041721929,-0.0497290100893265,0,0,0,0,0,0
X600188.SH,0,0.664090018048375,0,0,0,0,0,0,0,0,0.0715117699452718,0,0,0,0,-0.103413289529819,0,0.111933603780327,0,0,0,0,0.0325580516742586,0,0,0,0,0,0,0,0.059116439124309,0,0,0.0406938747834648,0,-0.0523230445029974,0,0,0,0,0,0,0,0,0.270603679458277,0,-0.0408843595094763,0,0,0,0,0.00221008882333541,0.0632459233362416,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0494674740412457,0,0,0,0,0,0,0,0,0.251527952003349,0,0,0,0,0.377696853614785,0.00279115514106565,0,0,0,0,0.0118663058789604,0.101076444323973,0,0.0213663246187376,0.22889750639912,0,0,0,0,-0.0149691590144775,0,0,0,0.0125777122407179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.43270426214184,0,0.149172016665336,0,0,0,0.0140718318938959,0,-0.00142895179091634,0,0.00598079660369856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627945397807588,0,0,0,0,0,0.0892708121908735,0,0,0,0,0,0,0,0,0,0,0.00322576381017012,0.0316546871553315,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.581563317966417,0,-0.0569306206090489,0,0,0,0,0,0,0.125492092535842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326321816830534,-0.0158768318676026,0,0.145075199567723,0,0,0,0,0,0,0,0,0.152896544866757,0,0,0,0,-0.0096144842066749,-0.0277079198603427,-0.0484769490818906,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0880267843894765,0,-0.107689997844432,0,0,0,0.040659986977527,0,0,0,0,0,0,0,0.346586913028063,0,0,0,0.190278707876293,0,0,0,0,0,0,0,0.0047945677352962,-0.0721804768460887,-0.0133824321848421,-0.0422091631139556,0,0,0,0,0,0,0,0,0,0,0,0,0.0594418998743938,0,0.0928735925366427,0,-0.00647277059608111,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.507132694835998,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0645947805184825,0,0,0,0,0.0923533239802312,0,0,0,0,0,0,0,0,0,0.0693727953311902,0,0,0,0,0.060772670989523,0,0,0,0.00669916338115774,-0.0272187633947763,-0.000516793265246179,0,0,0,0,0,0
