,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X601600.SH,X600547.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X002466.SZ,X600362.SH,X002460.SZ,X000708.SZ,X600010.SH,X600111.SH,X000301.SZ,X600027.SH,X601699.SH,X000983.SZ,X600489.SH,X600160.SH,X000877.SZ,X600803.SH,X601991.SH,X600426.SH,X000630.SZ,X000408.SZ,X000786.SZ,X000807.SZ,X000933.SZ,X601168.SH,X002271.SZ,X600985.SH,X600219.SH,X600176.SH,X600612.SH,X000932.SZ,X002128.SZ,X600096.SH,X600348.SH,X000027.SZ,X000883.SZ,X600995.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.291455359011274,0,1.38777878078145e-17,0,0,0,0,0.256988862232604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334044464161723,0,0,-0.014836747061891,0,0,0,0,0,0,0,0,-0.0654428667614264,0,0,-0.0361572166433344,0.0172243641748669,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.167000404225111,0,0,0,0,0,0,0,0,0,-0.116561663478031,0,0,0,0,0,0,0,0.0412517024110749,0,0,0,0,0,0,0,0,0,0,0,0,0.242545314983559,-0.0798340637144416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.136782872281376,0.011717384398156,0,0.198669600309833,0,0,0,0,0,0,0,0,0,-0.0299575112658554,0,0,0,0,0,0,0.0976717822138056,0,0,0,0,0,0,0,0,0,0,0.0942040223369563,0,0,0.14905698684563,0,-0.0342004954901294,0,0,0,0,0,0,0,0,0,0,0,-0.0252164988361083,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00179699467572245,0,0,0.00733065992253472,0,0,0,0,0,0,0.281389737064087,0,0,0,0.151402236285097,0,0,0.0223509712692028,0.0687681502656139,0,0,0,0,0,0,-0.0829778748287244,0,0,0,0,0,0,0,0.110678052687235,0,-0.0326288139927133,-0.0267251796517808,0,0,0,0,0,0
X600188.SH,0,0,0.0622407211359622,0,0,0.0741045140745119,0,0,0,0,0,0,0,0,0.0465566915645908,0,0,0,0,0,0,0,0,0.294241278051807,0.25838163501674,0.054230748404131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015593225174281,0.104334766083822,0,0,0,0,0,0,0,0,-0.0288163853054158,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.36841388491287,0,0,0,0,0,0,0,0,0,-0.079221340337198,0,0.0857274301779129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0126071636555143,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414241306843563,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0810252084269171,0.000323578790320155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334479807004853,0,0.0720017310547805,0,0,0,0,0,0,0,0,0,0,0.10122319691259,0,0,0,0,0,0.113637855236359,0,0,0,0,0,-0.0623327224971113,0,0.0150181337320898,0,-0.0101373264630881,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.258783777627823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263255603587954,0,0,0,0,0,0,0.163283211722835,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0020971342854727,0,0,0,0.0347408994804651,0,0.00667395518493989,-0.000233925108626406,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0717128653657258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962463156962638,0,0.135146741226153,0,0,-0.0589162730072114,0,0,0,0,0,0,0,0,0,0,0,0,0.0597041954940009,0,0,0.205917083686029,0,0.0203156071196359,0,0,0,0,-0.136241338052622,0,0,0,-0.0811036439760855,0.0840400624096034,-0.0266144398745309,0,0,0,0,0
X601600.SH,0.101891805020188,0.0087153845516926,0,0,0.0891822140560957,0,0,0,0,0,0,0,0,0,0.0864571090917155,0,0,0,0,0,0,0,0,0,0,0.0431139668823753,0,0,0.0255642956237507,0,0,0.208642574011068,0,0,0.270002528212699,0.0370874599511679,0,0,0,0,0,0,0,0,0,0,0,0,0.0701074142558724,0,0,-0.013285836777931,0,0.114657760989728,0,0,0,0,0
X600547.SH,0,0,0,0,-0.266779009946599,-0.0280128666984063,0,0,0,0,0,0,0,0,0,-0.0209347077551448,0,0,0,0,0,0,0,0,0,0.7388874267249,0,0,0,0,0,0,0,0,0,0.174759300988825,0,-0.0250272547010003,0,0,0,0,0.00410300317943597,0,0,0,0,0,0,0,0,-0.0120996879195691,0,-0.0413499120755443,0,0,0,0,0
X600660.SH,0.153325211192426,0,0,0,0,0,0,0,0,0,0,0,0.0366964990138437,0,0,0,0,0,0,-0.036287083308813,0,0,0,0,0,0,0,0,0,0,0.0261505290998827,0,0,0,-0.0830694858713705,0,0,0,0,0,0,-0.0422796267527009,0,0,0,0,0,0,0,0,0,-0.0298556683427408,0.0833288828176808,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.108824484764869,0,0,0,0,0,0,0.0695239566603108,0,0,0.435995652678426,-0.0330641564906524,0,0,0,0,0,0,0,0,0,0,0.0138843822567481,0,0,0,0,0,0,-0.0345918239738169,0,0,0,-0.020437120516972,0,0,0,0,0,0,0,0.0600619117861324,0,0,0,0.0111255661421125,0.0663300004858792,-0.00543499652405895,-0.00508158252558521,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0548624054726325,0,0,0,0,0,0,0,0,0,0,0,0.119748146806009,0,0,0,0,0.132106770861283,0,0,0,0,0,0,0,0,0,0.112336323366253,0.000199678339867441,0,0,0,0,0.0279840182352362,0.0372515384496019,0,0,0,0,0,0,0,0,0,0,0.110197604121802,0.0570546870546217,0,0,-0.00801335648182256,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.256559865579087,0,0,0,0,0,0,0,0.142674997527206,0,0,0,0,0,0,-0.0377885453091079,0,0,0.309631719285995,0,0,0,0,0,0,0.0380126466720923,0,0,0,0,0,0,0.0812007057678589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00731603123433251,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0.0791910168668444,0,0,0,0,0,0,0,-0.13238218130617,0,0,0,0,0,0.822036455619306,0,0,0.0512769409510716,0.0621946267724519,0,0,0,0,-0.138193129679262,0,0,0,0,0,0.291581376096119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803985699650074,0.0163008219518275,-0.0453784512643129,-0.00176061308418044,0,0,0,0,0
