,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X002271.SZ,X600010.SH,X000877.SZ,X600660.SH,X600188.SH,X601600.SH,X000708.SZ,X000301.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X000408.SZ,X000723.SZ,X600176.SH,X600426.SH,X000786.SZ,X601991.SH,X002080.SZ,X600219.SH,X600803.SH,X600795.SH,X600027.SH,X600399.SH,X300037.SZ,X600688.SH,X300073.SZ,X002326.SZ,X600141.SH,X600516.SH,X600378.SH,X600486.SH,X600352.SH,X000825.SZ,X600801.SH,X600489.SH,X000959.SZ,X600157.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.538063170594443,0,0,0,0.0136582058493251,0.0424630534112651,0,0,0,0,0,0.0163886864457102,0,0,0.00386594066266325,0,0,0.0475268879220572,0.0139238864818563,0,0,0,0,0.00378320129146473,0,0.0372019409536602,0,0,0,0,0,0,0.121555067076396,0,0,0.0428900292936255,0,0,0,0.0910269291385137,0,0,0,0,0,0,0,0,0,0,-0.0106438416747461,0,0,0,0,-0.0503092531068255,0,0
X600028.SH,0.0608009772860415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878998052479567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15893186771876,0,0,0.0499660010970523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477675251795343,0.0940483232269781,0,-0.035821858505445,-0.000461985161162919,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.253306558118041,0.093363371366039,0,0,0,0,0.306087198288098,0,0,-0.0555748350804146,0,0,0,0,-0.148642981386991,0.0481237087128553,0,0,0,0,0,0,0,0,0,0,0,0.154370109786889,0,-0.0368269401391233,0,0,0,0,0,0,0,0,0,0,0,0,-0.00386803990108584,0,0,0,0,0,0,0
X600309.SH,0.0616923412353223,0,0,0,0,0,0,0,0,0,-0.0877977931951214,0.0448237846038055,0.152752900918685,0,0.0733070382504953,0.0395477474673595,0.0156169146692391,0,0,0,0,0,0,0,0,0,0,0.0953079330956339,0,0.143388435265073,0,0,0,0,0,0,0,0,-0.0694699230414967,0,-0.0942126255018641,0,0,0,0,0,0,0.000117891010805934,0,0,0,0,4.34951719377541e-05,0,0,0,-0.0136654325740829,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0511115969550636,0.0469913355799505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27177342290459,0,0.0847396418399186,0,-0.0603711010258791,0,0,0,0,0,0,0,0.0324454436908238,-0.0611765415528257,0,0,-0.00997940170318051,0,0,0,0.194166123831275,0,0,0,0,0,-0.0514777883962791,0.0794574702031555,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.495809453926466,-0.0304850021391415,0,0,0,0.293171332711467,0,0,0,0,0,0,0,0,0,-0.0341104209919025,0,0,0,0,0.0137934089046128,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.295693188661901,0,0,0,0,0,0,0,0,0,-0.160969515851488,0,-0.0106352198477453,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.323846574890034,0,0,0,-0.11763867808313,0,0,0,0,0,0,0.242447505335604,0,0,0,0,0.313550351241343,0.0415296367182908,0,0,0,-0.100277656718253,0,0,0,0,0,0,0,0,0,-0.0570250303934371,0,0,0.294303482884163,0,0,0,0,0,0,-0.096752833412558,0,0,0,0.0217701485913571,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.401026213646069,0.0826108885614997,0.120920255725604,0.200448969010214,0,0,0,0,0,0.179855189806127,0,0,0,0,0,0,0,0.0816126893778795,0,0,0,0,-0.0554630516895333,0,0,0,0,0,0,0.0689524678519254,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114918198462488,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0329510851034572,0,0,0,0,0.137999590894919,0,0,0.00417240080723162,0,0,0,0,0.0647355596807104,0,0,0,0,0.0500829564490219,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.167926710958169,0.0851748103020979,0,0,0,0,0,-0.0268188534019604,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.389450153653217,0.301132113133511,0.0418576993598287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175752994175491,0,0,0,0,0,0.14552368312589,0,0,0,-0.0211699258250727,0,0,0,0.117090961814356,0,0,0,0,0,0,0,0,0,0.0883477844614166,0,0,0,0.00786593584807543,0,0,0,0,0,0,0
