,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X601991.SH,X600188.SH,X600688.SH,X002466.SZ,X600660.SH,X600362.SH,X600547.SH,X300072.SZ,X600795.SH,X002460.SZ,X601992.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000786.SZ,X600176.SH,X000792.SZ,X002271.SZ,X600027.SH,X600352.SH,X000709.SZ,X600299.SH,X600157.SH,X000553.SZ,X600489.SH,X000408.SZ,X601158.SH,X000825.SZ,X601699.SH,X600219.SH,X002470.SZ,X000883.SZ,X600549.SH,X000630.SZ,X600315.SH,X600808.SH,X600583.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.319629109528716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181917007444034,0,0.0126652784184898,0.0688048256811735,0,0,0,0,0.00869100753229727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431753911357336,0.0773362997585738,0,0,0.0125301771757158,0,0,0,0,0,0
X600028.SH,0.549020428515255,0,0.063282950554279,0,0,0,0,0,0,0,0,0.0872355700598881,0,0,0,0.177450486376766,0,0,0,0,0,0,0,0,0,0.0403917319116103,-0.0172242527481219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189341397528084,0,0.0271157447579155,0,0,-0.0547901600304605,0.026264386088847,0,0,0,0,0,0
X601088.SH,0,0.0740774322670123,0,0.273456964361194,0,0,0,0.0277037559814924,0,0,0,0,-0.0139857776645344,0.0254188616406386,0,0,0,0,0,0,0,0,-0.0433387735228802,0,0,0,0,0,0,0,0,-0.146021822155848,0,0,0,0,0,0,0.370938035917538,0,0,0,0,0,0,0,0,0,0,0.00882342975007101,-0.00503331419497994,0,0,0,0,0,0
X600019.SH,0,0,0.203740661006356,0,0.213908811178643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113005630771426,0,-0.0515760769410189,0,0,0,0,0,0,0,0,0,0,0,0.0387905505634592,0.228302558815692,0,0,0,0,0,0,0.00971318844266307,0,0,0,0.00277979562719451,-0.0284112445331688,0,0,0,0,0,0
X600585.SH,0,0,0,0.50009555632179,0,0,0,0,0,0,0.0480300804095322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728606457969816,0.144053107970836,-0.180190815899608,0,0,0,0,0.249527577709912,0,0,0,0,0,0,0.220350574168692,0,0,0,0,0,0,0,0,0.00422428610740859,0,-0.0448541142980278,0.0665145768313145,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0515020859730239,0,0,0,0,0,0,0,0,0.0736729724608395,0,0,0.0233362298636204,0,0,0,0.0038748172538832,0,0,0.16623588933546,0,0,0,0,0,0,0,0.0047665998208288,0,0,0.0951436969218322,0,0,0,0,0.159378704494455,0.0124708238671485,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.236995419197305,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0461194336190437,0,0,0.00377453888306081,0,0,0.0815831423059405,0,0.079395422632028,0.146108347704391,0,0,0,0,0.204939443549975,0,0,0,0,0.109242966596179,0,0,0,0,0,0,0,0,0.0179461010367799,0,-0.0301275012285834,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.196468530847387,0,0,0,0.458265015024461,0,0,0,0,0,-0.150281196019976,0,0,0,0,0,-0.0102072856507944,0,0,-0.349201471064966,0,0.456609696174481,0,0,0,0,0,-0.194620083453867,0,0,0,0,0,0,-0.537014921943704,0,-0.136111001220563,0,0,0,0,0,0,0.0938933796885176,-0.20788660260856,-0.763287550403581,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.124300352931841,0,0,0,0.29709737432116,0,0,0,0,0,0,0,0,0,0,0,0.0760161262126702,0,0,0,0,0,0,0,0,0,0,0,0.0221368734193728,0,0.0289765565373724,0,0.013509918897832,0,0,0.0640221193317961,0.0421421918884607,0.115981776712092,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0932015995609676,0,0,0,0,0,0.0373518272551297,0,0,0,0.00281919096083875,0,0.0303675096044632,0,0.175246797257637,0,0,0,0,0,0.0597280958510005,0,0,0,0,0,0,0,0,0,0,0.0223277984170453,0.0743665814812691,0,0,0,0,0,0,0,0,0,0,0,-0.0203851492818132,0,0,0,0,0,0
