,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X601600.SH,X600547.SH,X600688.SH,X600362.SH,X600795.SH,X600188.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X600111.SH,X601992.SH,X600886.SH,X600660.SH,X600309.SH,X000898.SZ,X600489.SH,X600299.SH,X601158.SH,X002466.SZ,X000709.SZ,X000792.SZ,X000723.SZ,X002075.SZ,X000959.SZ,X600583.SH,X000408.SZ,X000630.SZ,X000983.SZ,X600623.SH,X600219.SH,X000883.SZ,X600352.SH,X600098.SH,X000539.SZ,X600549.SH,X000060.SZ,X000937.SZ,X601699.SH,X000027.SZ,X002092.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.219839344830645,0,0,0,0,0,0,0,0,0,0.019896850107358,0,0,0,0,0,0,0,0.0820761934286162,0,0.0116405770683999,0,0.0400267655084683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483796201566783,0,0,0,0,0,0,0.028225388450685,0.00917235296749793,0,0,0,0,0,0.055804072010984,-0.000776043091787013,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0377630467728366,0,0,0,0,0,0.0494328940261647,0,0,0,0,0,0,0.141709445383267,0,0.0532816588326504,0,0,0,0,0,0,0,0,0.0246512320109594,0.248879247895052,0,0,0,0,0,0,0,0,0,0,0,0.0144576633325,0,0,0.00957824465264991,0,0,0.0307417480509153,0,0,0,0,0,0,0
X601088.SH,0,0.0567766961352851,0,0,0,0.215483314908709,0,0.117592235411405,0,0.115758504385065,0,0,0,0,-0.00199951941457143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230573758920108,0,0,0,0,-0.0742800450409774,0,0,0,0,0,0,0,0.13802520830649,0,0,0,0,0,0,-0.0702173441364394,0,0,0,0,0,0
X600011.SH,0,0.103795782170869,0,0,0,0,0,0.0313001679651069,0.092977718099651,-0.0453928706107147,0.0364394566484491,0,0.0635097378986463,0,0.0405021540499253,0,0,0,0,0,0,0,-0.00761228979796476,-0.0578955629617929,0,0,0.0533684356381607,0,-0.0874548199983817,0,0,0,-0.00843200283848677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272708635458379,0,0.0374361760073792,-0.0537926364696861,0.0722725701067463,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.313224156547405,0.0401041353371997,0,-0.0639059974956035,0,0.058424176415373,-0.02678979035689,0,0,0,0,0,0,0,0,0,0,-0.0184310709137072,0,0,0.00872556591356296,0,0,0,0,0,0.023944407476821,0,0,0,-0.0473277684054782,0,0,0,0,0,0,0.0399897158262098,0,0,0.142427727564321,0,-0.0191167082199466,0,0,0.028567993762677,0,-0.145790705237929,0,0,0,0,0
X600010.SH,0,0,0.00656636566246284,0,0,0,0,0,0.0050897067672343,0.0351337143767042,0,0,0,0,0,0,0,0,0,0,0,0.00458678221735864,0.102109056705549,0.217912529581167,0,0,0,0,0,0,0,0,0,0,0,0,0.0510678372489967,0.0690818321744759,0,0,0,0,0,0,0.0479116734985486,0.0271416386364963,0,0,0,0,0,0,0.00666514072764598,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0305431861657804,0,0,0,0,-0.0441217012093883,0,0,0,0,0.056190928614101,0,0,0,0,0,0,0.0639592275694875,0.023060344072915,0.100566724184601,0,0,0.0584376986878832,0,0,0,0,0,0.0896987372135546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048720415378717,0,0,0,0.0548281964638579,0,2.16840434497101e-19,0,0,0,0,0,0
X601898.SH,0,0,0.273551878955529,0,0,0,0,0,0,0,0,0,0,0.0719559960523316,0,0,0,0,0,0,0,0.0124511778492476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141124200595385,0.031056124837762,0,0,0.164843131480645,0,0,0,0,0.135619661207877,0.0276029596935988,0,0,0,0,-0.0107261548384085,-0.0662175935437198,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093902586995987,0,0,0,0,0,0,0,0,-0.0332277994168244,0,0,0.238243756498214,0,0,0.0701133915208252,0,0,0,0,0,0.377761557520358,0,0,0,0.161486524478635,0,0,0,0.0489159062564106,0,0,0,-0.141208481010428,0,0
X600547.SH,0,0,0,0,0,0,-0.168142028209723,0,0,0,0,0,0,-0.120215415319449,0,-0.0565842334411066,0,0,0,0,0,0.0429505101090371,0,0,0.960868099546363,0,0,0,0,0,0,0,0,0,0,0.0610327082562288,-3.46944695195361e-18,0,0,0,0,0.042120051162384,0,-0.00558181305672584,0,0,0,0,0.1485525781531,0,0,1.73472347597681e-18,-0.0285922303893358,0,0,0,-0.0555944831903417,0,0
X600688.SH,0,0,0.0156621513330896,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329695787071078,0,0,0.300149600497718,0,0,0,0.0179396911598915,0,0,0,0.00618229557578302,-1.73472347597681e-18,0,0,0,0,0.020520498239433,0,0,0,0,0.0392010786031617,0.0702719058166938,0,0,0.00696098412103344,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.256692930337532,0,0,0,0,0.230221909320495,0,0,0,0,0,0.125063078462967,0,0,0,0,0,0,0,0,0,0.013392939713493,0.216996641575102,0,0.0318707609018608,0,0,0.16007222826097,0,0,0.290992363884043,0,0,0,0,0,0,0.0109552660159019,0,0,0.0334106188403453,0,0,-1.73472347597681e-18,0,0.132636210143294,0,0,-0.250678958099606,0,0
X600795.SH,0,0,0,0,-0.0385731612728472,0,0.124017948541552,0,0,0,0,0.0393113913883897,0,0,0.0757595560560459,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148865234232293,0,0,0,0,1.73472347597681e-18,0,0,0,0.0917282123687145,0,0,0,0,0,0,0.0232809458922996,0,0,-0.00466220526730863,0,0.241144048041564,0,0,-0.144465288674797,0,0
