,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600886.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X600803.SH,X600027.SH,X601991.SH,X002460.SZ,X000301.SZ,X600160.SH,X600426.SH,X002466.SZ,X000983.SZ,X000786.SZ,X601699.SH,X600176.SH,X002128.SZ,X600219.SH,X000807.SZ,X000630.SZ,X600985.SH,X000877.SZ,X000933.SZ,X601168.SH,X000883.SZ,X000408.SZ,X600096.SH,X000027.SZ,X002353.SZ,X000932.SZ,X002271.SZ,X600995.SH,X600801.SH,X600483.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.306386929679584,0,0,0,0.103387683166248,0,0,0,0,0,0,0,0,0.0232996930862646,0.162470607319351,0,0,0,0,0,0,-0.00316185208912285,0,-0.111607087560283,0,0,0,0,0,-0.0582131755156669,0,0,0,0,0,0,0,0.213206882138057,0,0,-0.00667131319946632,0,0,0,-0.0421348145101043,0,0,0,0,-0.00740274774239124,-1.73472347597681e-18,0,0,0,-0.0790800741751907,0,0
X601088.SH,0.21155202910799,0,0,0,0,0,0.236399731634965,0,0,0.0645077192620689,0,0.0194474645778279,0.140415248401868,0,0,-0.0169685441091299,0,0,0,0,-4.33680868994202e-19,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0821610586738466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038093967900146,0,-0.106521985651407,0,0,0,0,0,0.0394544734867545,0.0344509767736239,0,0,0.0606584076937771,0,0
X600028.SH,0.511380095636327,0.0516073229866899,0,0,0,0.0962135591381924,0,0,0,0,0,0,0,0,0,-0.0394821027288529,0,0,0,0,0,0,0,-0.112218002028523,0,-0.00647365451382929,0,0,0,-0.0683034567702692,0,0.0125143429902082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0721770073016682,0,0
X600309.SH,-0.106484128497725,0,0,0,0,0,-0.000917331748770788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146647798543341,0,0,0.0159292257199142,0,0,0.0888345649611544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232958301082903,0,0.207138533631857,0.0257564522869818,0,0,0,0,-0.0491172870315141,0,0,0,0.0070845734045801,0,0
X601898.SH,0,0,0,0,0,0,0.0434911347333861,0,0,0,0,0,0.142356720734036,0,0,0,0,0,0,0,0,0.0853816685318605,0,0,0,0,0,0,0,0,0.190531363952859,0,0,0,0,0,0.23949583409494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000265395645625615,0,0
X600019.SH,0,0,0.118090770507378,0,0.195911060161108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143813707385996,0,0,0.113212899717109,0,0,0,0.019732897661996,0,0,0,0.0912001843897937,0,0,0,0,0,0,0,0,0,0.126844462578901,0,-0.101839117205033,0,0,0,0.143508526705685,0.108777673319438,0,0,0,0,0.0872418497552293,0,-0.00968485486553648,0,0,0.0110384561817048,0,0
X600188.SH,0,0.230883330606996,0,0,0,0,0,0,0,0,0,0,0.0188871101511601,0,0,0,0,0.113243280226188,0,0.0688631107643916,0,0,0,0,0,0,0,0,0.126497575208641,0,0.616251574218413,0,0,0,0,0,0.103261531972967,0,0,0,0,0,-0.103906227397588,0,-0.0186696775734381,0.0468646018282422,-0.205699914896349,0,0,0,0,-0.0530692951058206,0,0,0,0,-8.67361737988404e-19,0,0
X600886.SH,0.111858920338487,0,0,0,0,0,0,0,0,0,0,-0.00574489484562167,0,0.282727526134247,0,0.0975644546114432,0,0,0,0,0,0,0,0,0,-0.0600583842773519,0,-0.0215873743240791,0,-0.0179741136075837,0,-0.188756511397819,0,0,0.264253699512968,0,0,0,-0.121878081812096,0,0,-0.245374824997501,0,0,0,0,0,0,0,0,-0.0880174640188558,0,0,0.136298721346891,0,0,-0.0375506778649486,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156424197946948,0,0,0,0,0,0,0,0.125662549524853,0.386882648079503,0,0,0,0,0,0,-0.0967651674924418,0,0,0,0,0,0,0,0,0.0386928475586119,0,0.0336773843412448,0,0,0,0,0,0,0,0,0.0690935980510472,0,0.0288774054571693,0,0,0,0,-0.0778485868630802,0,0
X600585.SH,0,0.0596362806295292,0,0,0,0,0,0,0,0,0,0,0,0,0.172639657475341,0.0693106598192467,0,0,0,-0.0175987290825684,0,0,0,0,0,-0.0890958353417278,0,0,0,0,0,0.232000535725244,0,0.0831895885845505,0,0,-0.0402075897618597,0,0,0,0,-0.0218930873234102,0,0,0,0,0,0,0.09277959087426,0,0,0,0,0.00497029162255388,0,0,0.00574434984000518,0,0
