,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600188.SH,X002466.SZ,X600362.SH,X600795.SH,X300072.SZ,X600547.SH,X002460.SZ,X601992.SH,X600886.SH,X600176.SH,X600516.SH,X600111.SH,X000786.SZ,X000898.SZ,X000709.SZ,X002271.SZ,X600027.SH,X600352.SH,X600299.SH,X000792.SZ,X000553.SZ,X600489.SH,X601699.SH,X000825.SZ,X601158.SH,X000408.SZ,X600219.SH,X000883.SZ,X000630.SZ,X600583.SH,X600808.SH,X600549.SH,X002470.SZ,X002092.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.190227492329871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173408066041263,0,0.0180476087080501,0,0,0,0,0,0.0475351646022126,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.17983319287048,0,0,0,0,0.0682836815079749,0,-0.0222213606189152,0.0193060964575467,0,0,0,0,0,0
X600028.SH,0.380512403463089,0,0.0663991038153665,0,0,0,0,0,0,0,0.33645442569722,0,0,0,0,0,0,0.283573231733534,0,-0.0371144445224112,0,0,0,0,0.149037762759495,0,0,-0.0412362164550341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153429252189812,0.0247859437658164,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.124583453396351,0,0,0,0,0,0,0,0.0940071815934285,-0.0807576282896897,0,0,0,0.0845776137865743,0,0,0,0,0,0,0,0,0,0,0,-0.08608583527094,-0.0383851580559744,0,0,0,0.394615660571359,0,0,0,0,0,0,0,0,0,0,0,0.00517745076522805,0,0.0233116625110197,-0.0147484297107305,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.277375971198539,0,0,0,0,0,0,0,0.367889211819144,0,0,0,0,0,0,0,0,-0.102216150137266,0,0,0,0,0,0,0,0,-0.027352418220828,0,0,0,0,0.022860926815796,0,0,0,0,0,0,0,0,0,0,0.0657937172444009,0,0.0276101048028472,-0.0327296318906258,0,0,0,0,0,0
X600585.SH,0,0,0,0.425221714456931,0,0,0,0,0,0,0,0,0.13528900526144,0,0,0,0,0,0,0,0,0.162251331718762,0,0,0,0,0,0,0,0,0.0229565536709468,-0.227007313152177,0,0,0.0533785252389512,0,0,0,0,0,0,0,0,0,0,0,0.215552440472741,0,-0.0405879280013233,0.028349674863904,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514085386061838,0,0,0,0.0510013037089054,0,0,0,0,0.0702526099521198,0.209729922794904,0.0207502959490324,0,0.0752075229404559,0.0963825366896424,0,0.00817103315214565,0,0,0,0,0,0,0.0355326437546742,0,0.0207932768970823,0,0,0,0,0.00429588030362982,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0455856392848854,0,0,0,0,0,0,0.0868231395229623,0,0,0,0,0,0.0174966595610887,0,0,0,0.151266564784094,0,0,0.0383798918447378,0,0,0,0,0.0689840751652679,0,0,0,0,0.121058946292646,0,0.128139544054908,0,0,0,0.0296189981750815,0,0,0,0,0,0,0
X601600.SH,0,0.286766803624834,0,0,0,0,0,0,0,0,0,0,0.373128539151181,0,0,0,-0.322238130878108,0,-0.0533730143837292,0,0,-0.0687441848507404,0,0,0,0,0,0.117181392438447,0,-0.0675544490376116,0,0,0,0,0.0163632560953714,0,0,-0.434596477341846,0,0,0,0,0,0,-0.480996549142179,0,-0.193316323729464,0,0.155496349096026,-0.272550106715482,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0202464167215914,0,0.156572696549737,0,0,0,0,0.0711805140904102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196518572967645,0.00615055110756302,0,0,0,0,0,0.138720854623763,0.0961067775343006,0,0,0.163217812623759,0,0,0.00744380134181386,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0153842121911634,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.151601884336285,0,0,0.0572157156722642,0,0,0,0,0,0,0,0,0,0,0,0,0.019710812342521,0,0.145716287097437,0,0,0,0,0,0.0319787123433393,0,0,0.0574646462450494,0,8.67361737988404e-19,0,0,0,0,0,0,0
