,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600886.SH,X600623.SH,X600157.SH,X600111.SH,X601992.SH,X600299.SH,X600660.SH,X000792.SZ,X002466.SZ,X601158.SH,X000709.SZ,X600309.SH,X000883.SZ,X600578.SH,X000539.SZ,X000898.SZ,X600583.SH,X000027.SZ,X600352.SH,X600547.SH,X600489.SH,X002470.SZ,X000630.SZ,X300072.SZ,X002075.SZ,X000629.SZ,X600098.SH,X000983.SZ,X600176.SH,X000959.SZ,X000012.SZ,X000723.SZ,X600315.SH,X600021.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0909412047754378,0,0,0,0.127999730674905,0.0582493139882431,0,-0.0258149358552432,0,0.0261876646494762,0.065791049966371,0,0,0.0226555764289567,0,0,0,0,0,0,0,0.0227756621448332,0,0.102687687285307,0,0,0,0,0,0,0,0,0,0.016353006719005,0,0,0,0.00966118829373938,0,0,0,0,0.0336981443397159,0.0065721759929901,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0112871397880322,0,0,0.0911057976387026,0,0,0,0.0717352077076586,-1.73472347597681e-18,0,0,0,0.0341167243318889,0.0300854567509985,0,0,0,0.0108103708528381,0,0,0,0,0,0,0,0.238282605660192,0,0,0,0,0,0.0355329423151861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268200456769895,0.00837569548046447,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.575616024486161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273167653591447,0.0019034206046736,0,0,0,0,0,0,0.0555530351575232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025181013118593,0.100409568274126,0,0,0.0551307086931061,0,0,-0.0155343010499287,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0445967667633779,0,0.137425523554293,0,0,0,0,0,0.0820838546631407,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0187407464168531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115666532817948,0,0,0,0,0,0,0.109120665407916,0,0,0,0.00384631337667823,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0600745625872663,0,0,0.247361370044881,0,0,0.0944351648629611,1.38777878078145e-17,0,0,0,0.259096885875961,0,0,0,0,0,0,0.105460559790363,0,0,0,0,0.0105537483041874,0,0,0,0,0,0,0.12249407178618,0,0,0.0336289502562463,0,0,0,0,0,0.0777543017440828,0,0,0.00168321053440811,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0733016432169441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589113807079976,0.0512180421642067,0,0,0,0.540869277782063,0,0,0.0377284084923302,0,0,0,0,0,0,0,0,0.106258823907922,0,0.0760903982340702,0,0.0128919594307439,0,0,0,0,0.00610455497016152,-0.0712222422384484,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0802878505798922,0,0.174729431305194,0,0,0.0437024272713388,0,0,0,0,0,0,0.139822352843561,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0641266202806949,0,0,0,0,0,0,0,0,0,0,0,0.0484131527312224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.073699159998948,0,0,0,0.0148449237542078,0,0,0,0,0.0616471099004588,0,0,0.103188916960516,0,0.0524220679029658,0,0,0.00676679170129578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502496619746626,0.0278669379821742,0,0,0,0.189489345518644,0.192082735065178,0,0,0.0335480121177401,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126906337963281,0,0,0,0.0356832245356111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009062258450012,0,0,0,0,0,0,0,0.10229243711062,0.156687735127506,0,0,0,0,0,0,0.232372192952387,0,0,0,-0.00552459939969484,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.315781430875863,0,0,0,0,0,0.0224663879563473,0.15282278744094,0,0,0,0,0,0,0,0.115033809973827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313590569742874,0.031303335901971,0,0,0,0.0490583858868846,0,0,-0.0259347417733022,0,0,0,0,0,0
