,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X002460.SZ,X000708.SZ,X600803.SH,X600027.SH,X002466.SZ,X600160.SH,X000786.SZ,X000301.SZ,X601991.SH,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X601699.SH,X002128.SZ,X000630.SZ,X000408.SZ,X601168.SH,X600985.SH,X600096.SH,X600176.SH,X000877.SZ,X000933.SZ,X600378.SH,X600995.SH,X002353.SZ,X002271.SZ,X000883.SZ,X600352.SH,X000027.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.327927349195784,0,0.174168570059636,0,0,0,0,0,0,0,0,0,0.0658238637925265,0,0,0,0.315607845917109,0,0,0,0.0245916484503304,0,-0.00588531803219088,0,0,0,0,0,0.0791505847787204,0,0,0,0.180307701731505,0,0.0356905803258599,0,0,0,0,0,-0.186203102059687,0,0.0859048966272621,0,0,0,0,0.0274904270907338,0,0.0110044160697011,0,0,0,0,0,0,0
X601088.SH,0.175934123974867,0,0,0,0.21050778359719,0,0,0,0.00549407141618252,0,0,0,0,0,0.0348391115417512,0,0,0,0,-0.120411682720155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149243476179675,0,0,0,0.0465441468569432,0,0,0,-0.0173446618552138,0,0,0,0,0,0,-0.0511327711415735,0,0,0,0,0,0
X600028.SH,0.601262408956358,0,0,0,0.0751212230996465,0,0,0,0,0,0.0396413981028649,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564128752009972,0,0,0,0.0510998239705362,0,0,0,0,0,-0.0295600886688615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127352583511378,0,0,0.00405186506408462,0,0
X600309.SH,0,0,0,0,0,0,0,0.0359608610356131,0,0,0,0,0,0,0,0,0,0,0,0.136115966683965,0,0.121280468780458,0,0,0,0.0634940359350857,0,0,0,0.374366906096541,0,0,0,0.112701258103638,0,0,0,0,0,0,0,0,0,0,0.0383440789907811,0,0,0,0,0,0,-0.100631732799074,-0.0210719984389854,0,0,0,0,0,0
X601898.SH,0.14530486149543,0.341276235079134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502296725673571,0.167028538426799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0212049175096541,0,0,0,0.00867514748083924,0,0
X600188.SH,0,0,0,0,0.0857752136745972,0,0,0,0.0300759748834938,0,0,0,0,-0.220066000216261,0,0,0,0,0,0,0,0,0.0648914547912507,-6.93889390390723e-18,0,0,0,0,0,0,0.0223506314470926,0.219636168137346,0.433112233192538,0,0,0,0,0,0,0,0,0,0.282575138316164,0.0598423240927524,0,0,0,0,0.0427713009128093,0,0,0.0183867142255644,0,0.144623520119589,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.153823496275852,0,0,0,0,0,0,0,0,0.0900369590449701,0,0,-0.052403089049677,0,0,0,0,0.409900588529929,0,0,0,0,0,0,0,0,0,0,-0.00790392601785134,-0.0285002221058994,0,0,-0.280696157077632,0,0,0,0,0.198695660662727,0,0,0,0,0,0,-0.0136398408713035,-0.122446607601717,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224466878251183,0.060811232813032,0.0840911716985158,0,0,0.064503425664137,0,0.407120186335919,0,0.0104780984059777,0.0293904798412991,0,0,0.374898970187871,0,0,0,0,0.178303118361851,0,0,0,0,0,0,0,0,0,0,-0.0276123023336331,0,0,0,0,0,0
X600019.SH,0,0,0.292350983133652,0,0,0,0,0,0,0,0,0,0.105148136578162,0,0,0,0.133385610630512,-1.38777878078145e-17,0,0,0.286168672796283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569466249457936,0,0,0,0,0,0,0,0,0,0,-0.068567539139961,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0540312220804851,0,0,0,0.131246992688409,0,0,0,0,0.210693808321431,0,0,0,0,0,0,0,0,0,0,0,0.128617322874294,0,0.14046995080501,0,0,0,0,0,0,0,0,-0.0175600686749083,0.0690219455048705,0,0,0.25604183440387,-0.0339975133087138,0,0,0,0,0,0,-0.0486954356078472,0,0,0.0710816358082033,0,0,0,0,-0.0825097565041973,0,0
