,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601600.SH,X600795.SH,X601898.SH,X600010.SH,X601991.SH,X600886.SH,X600362.SH,X600188.SH,X600688.SH,X600157.SH,X600027.SH,X600111.SH,X600583.SH,X601992.SH,X600309.SH,X601158.SH,X000709.SZ,X000898.SZ,X600352.SH,X000792.SZ,X600021.SH,X000539.SZ,X600547.SH,X600489.SH,X600808.SH,X600008.SH,X600660.SH,X000629.SZ,X000027.SZ,X002353.SZ,X000060.SZ,X000825.SZ,X002470.SZ,X000831.SZ,X600219.SH,X600863.SH,X600578.SH,X600307.SH,X000630.SZ,X600549.SH,X600315.SH,X600098.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.51705921835404,0,0,0,0.0376138827881466,0.118853179790682,0,0,0,0,0,0,0.0086309973145318,0,0,0,0,0,0,0.0821976274201875,0,0,0,0,0,0,0,0.0153964913720867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208465492516565,0.0235852628926255,0,0,0,0,0,0
X600028.SH,0.533706983570566,0,0,0,0,0,0,0,0,0.0103837704563651,0,0,0,0.0596765918429411,0.0108603352272105,0,0,0,0.120379418507794,0,0,0.0968852145542269,0,0,0,0,0,0,0,0,0,0.0269722441349303,0,0,0.0106537385721313,0,0,0,0,0,0,0,0,0,0,0,0,0.0430493658066665,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.278424860803065,0.0241887546043536,0,0,0.380010027736334,0,0,0,0,0.141970433279453,0,0,0,0,0,0,0.0517613227260896,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220846508724089,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.156862628508981,0,0.120055895284405,0.0220670055758958,0,0,0,0,0,0.317459784418309,0,0.021618916195085,0,0,0.0552912851305657,0,0.107324887727539,-0.0177829902554306,0,0,0,0,0,0,-1.73472347597681e-18,0.0192724986231851,0,0,0,0,0,0,0,0.0202323986307421,0,0.0574153364668557,0,0,0,0,0.0442491085515665,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.00825584770642535,0.0102774347885361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257903718840936,0,0.316661017674562,0,0,0.0892211415991969,-0.00738753909231838,0,-0.0084886243671063,0,-0.0342621497067375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276562314262682,0,0,0,0.0816885947781705,0.0392070146134758,0,0,0,0,0,0,0,0,0
X600019.SH,0.233764531948625,0.0490895606366359,0,0,0,0,0,0,0,0,0,0.00735275337056281,0.00598651870065562,0,0.123251127138407,0,0.0863214857424641,0,0,0.0508241439623105,0,0,0.0299783129902046,0.201255195755911,0,0,0.0499542252937672,0.0287092678364788,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370956590705804,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.154666420271716,0.0388240800253435,0,0,0,0,0,0.262091501011811,0,0,0,0,0,0,0,0,0.00549745623692188,0,0,0,0,0.110855326558748,0,0.28937761461199,0,0,0,0,0,0,0.050629379276493,0,0,0,0,0,0,0,0.0540337870032031,0,-0.0197684682129061,0,0,0,0,0,0,0
X600795.SH,0.061106151239695,0,0,0.0942918878367553,0,0,0.201137245394604,0,0,0.00605081674668918,0.159678959027507,0.033872013237612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628225459983972,0,0,0,0.126950222173951,0,0.0202113525727635,0,0,0,0,0.0603261601172721,0,0,0.0236141468499306,0.107292925405147,0,0,0,0,0,0,0,0,0.00552400149943527,0,0,0,0,0,0,0
X601898.SH,0,0,0.0800719823834736,0,0,0.100722353935315,0.154628837722122,0,0,0.044492002838764,0,0.0156575072432219,0,0.0477372613872315,0,0,0.0186996729324192,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0989734852235229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124881673776174,0.0525459578618471,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.291177042671163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016195277623567,0,0,0,-0.185780489816463,0,-0.0817907936700876,0,0.113723522024596,0,0.202859911333584,0,0.249078360867575,0,0.0632884819826914,0,0,0,0,0.147681952977941,0.0233821335164768,0,0,0,0,0,0.124770172840179,0,0,0,-0.000611082519282146,0.0431598111544439,-0.223267365369105,0,0,0,0,0
