,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601600.SH,X601898.SH,X600010.SH,X600176.SH,X600362.SH,X600489.SH,X601991.SH,X600352.SH,X600111.SH,X600188.SH,X600426.SH,X600027.SH,X600795.SH,X600299.SH,X600688.SH,X002080.SZ,X601992.SH,X002466.SZ,X002353.SZ,X600219.SH,X600529.SH,X600486.SH,X000301.SZ,X600612.SH,X000932.SZ,X000027.SZ,X000723.SZ,X600315.SH,X000959.SZ,X002075.SZ,X601158.SH,X000883.SZ,X600516.SH,X600126.SH,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0376355713208163,0.00226472825073951,0,0,0.217589669761199,0,0,0,0,0,0,0,-0.0209526575325332,0,0,0,0,0,0,0,0,0,0.107697086194449,0,-0.0409262613335276,0,0,-4.33680868994202e-19,0,0,0.0126482061278613,0,0.0237201205230985,1.0842021724855e-19,0,0,0,0,0,0,-0.00490304191294381,-0.00690446080018183,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520949651978589,5.42101086242752e-20,0,0,-0.0142118690709055,0,0,0,0,0,0,0,0,0,0.123147915239184,0,-0.0121036977790896,0,0,0,0,0,0.00295705243249362,0,0.0433356842342932,0,0,0,0,0,0.0814608269678593,-0.0003495224927947,0.00256998330429905,0.0082251414722223,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1797355164421,0,0,0,0,0.0527014861492916,0,0,0,0,0.0160637958116346,0.1306136665777,0,0,0,0,0,0,0,0.0226794396361614,0,0.151663427733517,-0.00130980696246266,0,0,0.0748422599645679,0,0,0,0,0,0.0167256107891516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0823468411365228,0,0,0,0,0,0,0,0.0151940420805673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218840200483612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876432905609439,0.14422861090606,0,0,0.0128316171103605,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.1324943445731,0.0536127368984228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163012550346073,0.0106236758499268,0,0,0,0,0,-0.000284210867564803,0.0567731807576602,0.12175769794382,0,0,0,0,0,0,0,0,0,0.0441044195623481,0,0,0,0,0.0405807101163959,0,0.025281873590884,-0.0179257158576649,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00947178355989975,0,0.652785272669374,0,0.0943706156898941,0,0,0,0,0,0.0385101068089044,0,0,0,-0.0115673479315131,0,0,0.0170527218754101,0,0,0.0194709827049016,0,0,0,0,0.0598182856995817,0,0,0,0,0,0,-0.0301929626729099,0.0149861247752914,-0.0178280271201929,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.00342961108652724,0,0.0105534601707285,0,0.129798985992741,0,0,0.0298664167634216,0,0,0,0,0,0.0203160199353275,0,0.0777061394221145,0,0,0,0,0,-2.16840434497101e-19,0.0687006380924577,0,0,0,0,0,0,0,0.086389581494069,0,0,0,0,0,0,-0.0454235718607797,0.183747464978815,0,0,-0.00247826974814628,0,0,0,0,0,0
X000708.SZ,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-3.46944695195361e-18,0,0,0.0512546412059375,0,0.0179942321171887,0.03248803371558,0.366180441091995,-0.0522042605269412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208056733892369,0,0.0442876828591778,0,0,0,0,0.164526411999487,0,0,0.0168609344678934,-0.000915927007280649,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957305242530533,0,0,0,0,0,0,0,0,0,0,0,0.460925023117271,0,0,0,0,0,0.0435866271697271,0,0,0,0,-0.295433350111357,0,0,0,0.273133264756641,0,0,0.0117169921631212,0,0,0,0,0,-0.00144110935373449,0.0398743143494004,0,0,0,0,0.100420157452787,0,0
X002271.SZ,0,0,0,0,0.0534447581912508,-0.00284455055557136,0,0,-0.0511100829064216,0,0,0.0438881922525839,0,0,0.242765515194797,0,0,0,0,0,0,0,0,0.235236236197865,0,0,0,0,0,0,0,0,0.0345077191191354,0,0,-0.0280860150190245,0.122991228801058,0,-0.0378763668786059,0,0,0,0.125098330153842,0,0,0,0,0.151469909716216,0.0678385606962581,0,0,0.00790151730616024,-0.0180498521027745,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.34637959937579,0,0,0,0,-0.0393951153138577,0,0,0,0,0,0,0,0,0,0,0.0389902503338954,0,0.115870973983212,-2.16840434497101e-19,0,0,-0.0875819868129206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493120674741271,0.103860001088459,0,0,0,0,0,0,0.0194293632511031,0.0185208117506957,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.157787833103266,0,0,0,0,0.0989427259659288,0,0,0,0,0,0,0,0,0,0,0,0,0.107474585893427,0,0,0.0895359844167956,0,0,0,0,0.0279206786867756,0,0.358923228837254,0.0639074876244937,0,0,0,0,0,0,0,0,0.205038066233183,0.0968937925483289,0,0,0,0,0,0,0,0.0243521569825848,0.00537155462225169,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0363419541793752,0,0,-1.0842021724855e-19,0,0,0,0.0358711131845564,0,0,0.215169248813937,0,0,0.0370203977974963,0,0,0.0886336188278928,0,0.299123020094976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126872497818149,0,0,0,0,0,0,0.0129052704845797,-0.00968762785751759,0,0,0,0,0,0
X600801.SH,0,0,0.179775999160537,0,0,0,0,0,0.0536320434197459,0,0,0,0,0,0.00842126096972958,0,0,0,0.0763881896641501,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.00888266287180093,0,0.019067091244209,0,0,0,0,0,0,0,0.103296212121698,0,0,0,0.149771856675775,0,0,0,0.0305899018507016,0.0225941650588451,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184645058607323,0,0,0,0,0,0,0,0,0,0,0,0.0266262040628801,0,0.124734005338179,0,0,0,0,0,0,0.0236635616147879,-0.00202485298592423,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0451504534684729,0,0,0,0,0,0,0,0,0,0,0,0.0773136692917657,0.0189240864309228,0,0,0,0.366439600119825,0,0,0,0.0426413254601655,0,0,0,-0.0148897260161069,0.103330037997119,0.206697451285029,0,0,0,0,0.0289132687220325,0,0,0,0,0,0,0,0.0695838416792426,0.0280879036269253,0,0,0,0.00227824927818303,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.022796883029982,0,0,0,0,0,0,0,0,0,0,0,0.0479297156329978,0.00587643135665016,0,0.442402757554327,0.0849242598752556,0,0,0,0,0,0,0,0.0815100317234587,0,-0.0232960408765554,0,0,0,0,0,0,0,0.0122486160261736,0,0,0,0,0,0,0,-0.00610387329999658,-0.000603671802892057,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.130806153261668,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.00107077668033193,0.0133577879439406,0,0,0.0233264654173524,0,0,0,0,0,0,0,0,0,0.0200154131170231,0,0.125632295065096,-0.00223441480041445,0,0,0,0.062575484844661,0,0,-0.00999706585579837,0.117947855415745,0,0,0,0,0,0.291513730004799,0,0,0.0136542188610005,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.00161081714454938,0,0,0,0,0,0,0,0,0,0,0.0272419372872595,0,0,0,0,0.178498593683788,0,0,-0.0334141868129065,0,0,0,0,0,0,0,0,-0.0483273464271475,0.172673664833529,0,-0.0849276735819122,0,0,0,0.211939628701628,0,0,0,0.0120413975641885,-0.0376399953164305,0,0,0,0,0,0,0.00571143444729666,-0.0117356798769006,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.106371989711397,0.243294467106809,0,0,0,0,0,0,0,0.0893171385911941,0,0,0,0,0.0450664705365125,0,0,0,0.161388602826319,0.0790417920848506,0.312698135433499,0,0,0,0,0,0,0,0,0,0.0353493002188916,0.0231842769478845,0,0,0,0,0.0422640899823569,0,0,0.0103896375054249,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0127063139101332,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.855146791145281,0,0,-0.0225355745774769,0.0197238329634219,0,0,0,0,0,0,0,0,0.0225870333389189,0,0,0,0,0.0293231946312606,0,0,0,0,0,0,0,0,-0.0798584475924662,0,0,0.0176655676519743,0,0,0.202438898476002,0,0,0,0,0.0171106712069551,0,0,0,0.102787675854034,0,0,0,0.0246835280959955,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0747126037470395,0,0,0.045450064631432,0,-0.00847626305657784,0,0,0,0,0,0,0,0,0.0153727148765274,0.330946260196943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348482282166941,0,0,0,0.000904673345983055,0,0,0,0.032255453835699,-0.00147544207757223,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0.0978354393932559,0.0493858702681302,0,0.184337315520395,0.0365983479452365,0,0,0,0,0.247254524775944,0,0,0,0.20266294225367,0,-0.171144862641905,0,0,0,0,0,0,0,-0.0487629589093707,0,0,0,0,0.190668230458325,0,0,0,0,0,0,0,0,0,0,0,0,0.00252345156092922,-0.0128776920257179,0,0,0,0.0937073585811099,0,0
