,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X601600.SH,X000792.SZ,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600027.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X002271.SZ,X601991.SH,X600803.SH,X600176.SH,X601699.SH,X000983.SZ,X600489.SH,X000807.SZ,X000786.SZ,X000539.SZ,X300037.SZ,X600219.SH,X600995.SH,X000408.SZ,X000629.SZ,X600160.SH,X002409.SZ,X002080.SZ,X600688.SH,X000932.SZ,X600378.SH,X000723.SZ,X600612.SH,X000831.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.690915293231388,0,0,0,0,-0.011455140525788,0,0,0,0,0,-3.46944695195361e-18,0.0139105416112888,0,0,0,0,0,0,3.46944695195361e-18,-0.0912168285732978,-0.217693326781683,0,0,0,0,0,0,0,0,0.069341938923845,0.202347092912527,0,0,0,0,0,0,0,0.0768711260517887,-0.0553193240765516,0.102545122051572,0,0,0,0.0619119614829409,0.130456954575022,-0.144733395676989,0,0,0.023588751082266,0,0,0,0,0,0,0
X600028.SH,0.71453160672018,0,0,0,0,0,0.105147688450929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149316684776365,-0.0188289903043147,-0.0326047501331258,0,0,0,0,0,0,-0.0413913490820235,0,0,0,0,0,0,0,0,0.0128959166225734,0.00399763470724531,0,0,0,0,0,0
X601088.SH,0.148804000810815,0,0,0,0.16655143344867,0,0.0330471822068362,0,0,0.179059058966728,0,0,0.0220935781571404,0,0,0.030981319110085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949227070238843,-0.0021186490033808,0,0,0,0,0,0,0,0,0,0,0.0348148785219167,-0.0351495226909714,0.00676501705754704,0,0,0,0.0206511398937374,-0.0205414738256328,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.154995626336578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500698578226952,0,0.114783478844245,0,0,0,-0.00761625326192977,0,0.107457074150163,0,0,0,0.056529341741974,0,0,0,0,0,0,0,0.00363726932530036,0,0,0,0,0,0,0,0,0,0,0.0204161359035914,-0.0223210567170044,0,0,0,0,0,0
X600188.SH,0,0,0.225671809442632,0,0,0,0.222953657777438,0,0,0.398158693754714,0,0,0.00940906285240597,0,0,0,0,0,0.121862690448724,0,0,0,0,0,0,0,0,0,0,0.224036114798775,0,-0.169174953544142,0.139439261964214,0,-0.0514785614734196,0.181694737387828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872344061284069,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.198243436769701,0,0,0,0,0,0,0,0,0,0,0.0477699346426709,0,0,0,0,0.190666676392737,0,0,0.543221305002155,0,0,0.303658944687631,0,0,0,0,0,0,-0.278065857585016,-0.0607390316589837,0,0,0,-0.0449149461981057,0,0,0,0,0,0,0,0,0,0,0,0,0.0371365755907001,0,0,0,0,0,0,0
X600019.SH,0,0.0746481310594926,0,0,0.0724841018289058,0,0,0.118680038840695,0,0,0,0.00625125723216442,0.0861735247564491,0,0,0,0,0,0,0,0,0,0.0477023578503904,0,0,0,0,0,0,0,0,0,0.0743837471005885,0,0,-0.0760451094478668,0,0,0,0,0,0.00849708589084782,0,0,0,0,0,-0.0400852242335823,0,0,0,0.0458199213835352,0.0655551687778382,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.101683106656651,0,0.0543567587402069,0,0,0,0.0201455908331018,0,0,0,0,0,0,0,0,0,-0.0180431169759918,0,0,0,0,0,0,0,0,0,0.113598880201301,0.106787748556461,0,0,0,0,0.0804337137565097,0,0.0614687535884285,0.0745306593045694,-0.0417499482219289,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0483808789896165,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.497105687034993,-0.0497047609757347,0,0,0,0,0,0,0,0,0,0.149818809586939,0,0,0,0,0,0,0,0,0,-0.0489062823416759,0,0.0168350036126743,0.0118017648858369,0,0,0,0,0.156202005273149,0,-0.0120793866937307,0,0,0,0,0,0,0,0,0.166426139177687,0.0311138815599694,0,0,0,0,0,0,0
X601898.SH,0.216147273798975,0,0.0962081785591379,0,0.657771950833123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195783934166688,0,0,0,0,0,0,0,0,0,0,0,-0.0207997243758027,-0.00893496397792046,0,0,0,-0.0443966706574702,0,0.00617492239955314,0,0,0,0,0,0,-0.0249196460599005,0,0,-0.0051968642430867,0,0,0,0,0,0,0
