,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X601991.SH,X600547.SH,X600886.SH,X600176.SH,X600516.SH,X600111.SH,X000898.SZ,X000786.SZ,X000709.SZ,X002271.SZ,X600352.SH,X000792.SZ,X000825.SZ,X600027.SH,X000553.SZ,X600299.SH,X601699.SH,X000408.SZ,X601158.SH,X600808.SH,X600219.SH,X600489.SH,X000830.SZ,X600426.SH,X000883.SZ,X000959.SZ,X002110.SZ,X000630.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.164460383206276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188364983396923,0,0.0436382586400651,0,0,0,0,0,0,0,0,0,0,0,0.00268232064894503,0.073990347688233,0,0,0,0,0,0,0.0922548467107941,0,0,0.00714965133644691,0.0220299936020804,0,0,0,0,0,0,-0.0113099253335507,0,0,0,0,0,0,0
X600028.SH,0.455476765712588,0,0.185852283564602,0,0,0,0,0,0,0,0,0,0.155912272946317,0,0,0,0,0,0,0.225393446787469,0,0.0440551136211021,0.00553376648792049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412696233896982,0,0,0,0,0,0,0,-0.00921523262122164,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.394104159574956,0.112089609652645,0,0,0,0,0,-0.0236953764484318,0,0,0,0,0,0,-0.0100767181485602,0,0.0557468328834281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16725807599444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00191057141136408,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.291678153750444,0,0,0,0,0.301335803661411,0,0,0,0,0,0,0,0,0,0.00525264804240749,0,-0.111803349661128,0,0,0.135943809375714,0,0,0,0,0,0.0119966202824278,0,0,0,0,0,0,0,0,0,0,-0.0205254595254204,0,0,0.0697762638390851,0,0,0,0.0255304392040029,-0.0321632650414505,0,0,0,0,0,0
X600585.SH,0,0,0.0174784554602976,0,0,0,0,0,0,0.0537909834987765,0,0,0,0,0,0,0,0,0,0,0,0.0766968602377634,0,0,0,0.321409838986867,0,0,0,-0.14902379421038,0,0,0,0,0.323042777198946,0,0,0,0,0,0,0,0,0,0.122232926852745,0,0,0,-0.0248373891247235,0.0148516338587327,0,0,0,0,0,0
X600011.SH,0,0,0,-0.102073974215415,0,0,0,0,0.140800696766086,0,0,0,0,0,0,0,0,0.00174369269623332,0,0,0,0,0.0734823258565341,0,0,0,0,0,0.0237570095024707,0.0430262170880824,0,0.0158273010443924,0.145351813312418,0,0,0,0,0,0,0,0,0,0,0.0707284406956619,0,0,0,0,0,0.00586445347568188,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185810507707602,0,0,0,0,0,0,0,-0.0099824285682487,0,0.119031793179185,0,0,0,0.105120740794633,0,0,0.0527823796085901,0.0283695697013209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209888739439382,0,0.0414385285231234,-0.0366539283257312,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.385305262044772,0,-0.171930219964718,0,0,0,0,-0.0803035805123058,0,0,0,0,0.40889302709454,0,-0.174407539424333,0,0,0,0,0.240963579610073,-0.00122835478837463,0,0,0,0,0,0,0,0,-0.102299631829435,0,0,0,0.339958384432248,-0.466335561058474,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321734958134224,0,0,0,0.051238188702594,0,0,0,0,0,0,0,0,0,0,0,0.0972484748960702,0.0251670722982108,0,0,0,0.000794660956000294,0,0,0,0,0,0,0,0,0.233028504886283,0,0,0.141365096426275,0,0.0155596927348977,0,0,0,0,0,0,0
X600188.SH,0,0,0.543211960778145,0,0,0,0,0,0,0,0,0,0,0,0,0.00288284370006421,0.0512507656125769,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.269620524203594,0,0,0,0,0,0.0867727500178494,0,0,0,0.0282963742373653,0,0,0,0,-0.00219228203232311,0,0,0,0,0,0
