,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X600795.SH,X600362.SH,X000792.SZ,X000708.SZ,X600010.SH,X600111.SH,X600027.SH,X002460.SZ,X000301.SZ,X002466.SZ,X601699.SH,X600489.SH,X000983.SZ,X600426.SH,X600160.SH,X000877.SZ,X600803.SH,X601991.SH,X000933.SZ,X000807.SZ,X000786.SZ,X000630.SZ,X600985.SH,X600176.SH,X601168.SH,X000408.SZ,X002128.SZ,X600612.SH,X600219.SH,X000932.SZ,X600096.SH,X000883.SZ,X600295.SH,X000027.SZ,X600348.SH,X002271.SZ,X600282.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.201361067297609,0.0169709780446513,0,0,0.049057630285621,0,0,0.236937783863752,0,-0.00618923113000165,0,0,0,0,0,0,0,0,0,0,0.0335533903888419,0,0,0,0,0,0,0,0,0.110278277948707,0,0,0,0,-0.231783076912198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00897471454521056,0.0807334145181604,0,0,0,0,0
X600028.SH,4.33680868994202e-19,0,0,0,0,0,0.144306920109083,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.00265664891727623,0,0,0,0.180466673350344,0,0,0,0,0.248623769436707,0,0,0.0806389599528455,0,0,0,-0.0186879494747934,0,0,0,0,0,0,0,0,0,0,0,-0.072333834389546,0,0,0.00955324606580717,0,0,0,0,0,0,0
X601088.SH,0.0364876342239331,0,0,0,0.23367537050663,0,0.000118671776465374,0.133604586979989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269978734253621,0,0,0,0,0,0,0,0,0,0,-0.0442583028767934,0.0236435860498659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952701571476999,-0.0442315377868721,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0189475991795129,0,0,0,0,0,0,0,0,0,0,0.0468419690258325,-0.0340689452805025,0,0,0.0581200250720602,-0.0974572070658628,0,0,0,0.0956291679794624,0,0,0,0,0,0,0,0,0.378049768360385,0,0.0192689987421402,0,-0.113486377237418,0,0,0,0,0,0,0,0,0,0,-0.0263597126362931,-0.0539342355256194,0,0,0,0,0,0
X600188.SH,0,0,0.0136228748998052,0,0,0,0.197839147580805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32443638020358,0,0.125846484534986,0,0,0,0,0,0,0,-0.0518142174012528,0.0020308515192745,0,0,0.0010219877414672,0,0.157011332736836,0,0,0,0,0,0,0,0,0,0,0,-0.00253366962815214,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0764408458057936,0.0805701201648038,0,0,0,0.0648410843080282,0,0,0.0947500093034615,0,0,-8.67361737988404e-19,0,0,0.00498912804764776,0.0648604262404728,0,0,0,0,0,0.158375180387855,0,0,0,0,0,0,0,0.0715041258280787,0,0,-0.149183172273001,0,0,0,0,0,0,0,0,0,0,-0.0154729283453097,0,0,0,0,0,0,0
X601898.SH,0,0,0.0825344748726147,0,0,0,0,0.372709604289709,-0.00107786433290686,0,0.375834872883423,0,0,0,0,0,0,0.178724414361452,-0.0549134510092801,0,0,0,-0.064809467879957,0.16539898355271,0,0,0,0,0,0,-0.325061476276566,0,0,0,0,0.495028956782143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13819975606433,0,0,0.137024715593847,0,0,0,0,0
X600011.SH,0.0914723139339166,0,0,0,0,0,0,0,0,0,0,0,0,0.551909720798734,0,0,0.0441435742435487,0,0,0.0437303951337175,-0.0558302738047666,0,0,-0.0087730676689536,0,0,0,0,0,0,0.243904741588744,0,0,0,0,0,0.0443177128406823,0.00291061432735546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0
X600547.SH,0,0,0,0,-0.187322351716674,0,0,0,0,0,0,0,0,0,0.0348498097402107,0,0,0,0,0,0,0,0,0,0.60302891425186,0,0,0,0,0,0,0.0627423869566104,0,0,0.0190652266441846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155947715011199,0,0,4.33680868994202e-19,-0.0501820696151892,0,0,0,0,0
X601600.SH,0.0515689598811512,0,0,0,0,0,0,0,-0.0480032738838823,0,0,0,0,0,0,0,0.129275851431336,0,0,0.219021086658465,-0.0868020736407642,0,0,0,0,0,0,0.031615027686907,0,0,0,0.0725232895055911,0.249649590503674,0,0,0,0.0811491023239666,0.215375695005078,0.0031357043200719,0,0,0,0,0,0,0,0,0,0,0.0679320073166119,0,0,0.0368903106421691,0.224152498922813,0,0,0,0,0
X600585.SH,0,0,0,0.331899574839372,0,0,0.0478039797174816,0,0.0551943667650786,0,0,0,0,0,0,0,0,0.103843549721256,0,0,0,0,-0.00631675597357831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133401802010691,-0.0443804936492581,0,0,0,0,0.0171119283919212,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.00683491759196233,-0.1372232977441,0,0,0,0,0
X600660.SH,0.099292832869275,0,0,0,0.0123753668183735,0,0,0,0,0,0,0,0,0,0,0,-0.0454403697693655,-0.00859690033858633,0,0,0,0,0,0,0,0,0.1401063086201,0,0,0,0,0,0,0,0,0,0.0578222261139311,0,0,0,-0.0291101026579302,0,0,0,0,0,0,0,-0.0938965418687192,-0.0513110601073674,0,0.0347873831574485,0.00208416122170066,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0515482902392886,0,0,0,0,0,0,0,0,0.410285206103634,0,0,0,0,0,0.0494712747477373,0,0,-0.0238684904590316,0,0,0,0,0,0,0,0,0,0,0.0203846510673324,0,0,0,0.0288441301028982,0,0,0,0,0,0,0,0,0,0.0665155259501886,-0.00982781959119445,0,0,-0.00893954220600675,0,0,0,0,0,0,0
X600795.SH,0.0173398651796105,0,0,0,0.0370629179197928,0,0,0.31383320650528,0,0,0,0,0.153265349341455,0,0,0,0,-0.0155484183903563,0,0.287284552482337,0,0,0,0,0,0,0,0,0,0,0.064075729146326,0.064271474007695,0,-0.0239786518670741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.115560995575448,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.168264556906983,0,0,0,0,0,0,0,0.0946372254940187,0,0.376928060563936,0,0,0,0.202775893830091,0,0,0.0371081919068325,0,0,0,0,0,0,0,0,0,-0.0658159703968244,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129348596498508,0,0.0595332176902956,0,0.286306076641005,0,0.122358933377645,0,0,0,0,0,0,0,0,0.0450306197526,0,0,0,0,0.00652635951772318,0.0549720337938714,0.0327346308327815,0,0.00668053418577163,0,0,0.093385498273739,0,0,0,0,0,0,0,0,0.018869925093918,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.117830451090873,0.184642826020947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883733045806141,0,0,0,0,0,0.20439027733107,0,0,0.0273305577314008,0.201059954827219,0,0,0,-0.0107832002133673,0,0,0,0,0,0.0124481337519841,0,0,0,0,0,0,0,-0.0659593580900737,0.0462956578094204,0,0,0,0,0,0
X600010.SH,-0.0179519527501653,-0.0545004095543169,0,0,0,0,0.211735825896141,0,0,0,0.264759495971513,0,0,0,0,0,0,0,0.567577719195231,0,0,0,0,-0.0743089451111538,0,-0.0923067193396993,-0.0342920917076671,0,0,-0.0531886680203892,0,0,0,0,0,0,0,0,0,-0.0576275511651039,0,0,0,0,0,0,0,0,0,0.0635468528292204,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0279899950213176,0,0,0,0,0,0.111476936460923,0,0.551981865520158,0,0,0.0925148103041783,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0197322187926325,0.0492151339427795,0,0,0.167809214860394,0,0,0,0,0,0,0.0341266223174053,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0238555323580559,0,0,0.492270140253359,0,0,0.151485390146772,0,0,0.185818711398612,0,0,0,0,-0.142677268999135,0,0.0185058657596276,0,0,0,0,0,0,0,0,0,0,0,0.144063986223378,0,0.256251137420417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253342686908639,0,0,-0.259041681838677,0,0,0,0
X002460.SZ,0,0,-0.037211136309088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020414824589602,0,0,0,0.879007316590881,0,0,0,0,0,0,0,0,0,0.014045603310684,0,0.0528576154338587,0,0.0557718122845365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494789909683797,-0.0389200318024792,0.00133613826215095,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168524855383338,0,0.0281331671959342,0,0,0,0,0,0,0,0,0,0,0,0,0.162424387310419,0,1.38777878078145e-17,0,0,0.00648315308895438,0,0,0.0822302779593414,0,0.158452113528626,0,0,0,0.0237321736642989,0,0,0,-0.0199344333040783,0,0,0,0,0,0,0
X002466.SZ,0.0717710529798525,0,0,0,-0.0387175788519274,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.363978214127843,0,0,0,0,0.774182429953116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729645521475717,0,0,0,0,-0.109217058689784,0,-0.0913511923476503,0,0,0,0,-0.00443294392917146,0,0,-0.00513640001016181,0.175078639059047,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0.228292048941608,0,-0.173022441119759,0,0,0.129196995850311,0,-0.0646145920752878,0,0,0,0,0,-0.0137719666392974,0,0,0,0,0,0.111965355036669,0,0,-0.16472592308402,0,0,0,0,0,0,0,-0.309740011845727,0.0174726650220123,0,0,0.226908547182298,0,0.143217779253579,0,0,0,0,0.620641719912693,0,0,0,-0.0780075159927655,0,0,0,0,0,0,0
