,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X002466.SZ,X600660.SH,X600188.SH,X600010.SH,X000301.SZ,X600011.SH,X000877.SZ,X002271.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X002326.SZ,X600426.SH,X002080.SZ,X300037.SZ,X600803.SH,X000408.SZ,X600219.SH,X600096.SH,X000723.SZ,X601991.SH,X600141.SH,X600795.SH,X000786.SZ,X002407.SZ,X000825.SZ,X600399.SH,X600295.SH,X600688.SH,X600489.SH,X000983.SZ,X600352.SH,X600027.SH,X601699.SH,X002353.SZ,X600160.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0893272962027661,0.00452704033485251,0.0731994627367431,0,0,0,0,0,0,0,0,0,0,0.0100800730418577,0,0,0,0,0,0,0,0,0,0,0,0,0.0770605262470746,0,0,0.137003821105211,0.0895195913911509,0,0,0,0,0,0.105686816958687,0,0,0,-0.00442926430452186,0,0,0,0,-0.0819249332172602,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302047594665649,0,0,0,0,0,0,0,0,0,0,0.0240059024782514,0,0,0,0,0,0,0.02624253080516,0,0,0,0,0,0,0.0104226104036825,0,0.112896307694519,0,0,0,0,0,0.0759169964928834,0.187722074387677,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.16701532555307,0,0,0,0,0,0,0,0.248130172467776,0,0,0.0818538921271172,0,8.67361737988404e-19,0,-0.00131239780969739,0,0.118411256214038,-0.0263928592969699,0,0,0,0,0,0,0,-0.0904384635889482,0,0,0.0840233025230264,0,0,0.115369334961639,0,0,0,0,-0.0165276008171729,0,0,0,0.0490580925704206,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20803188046819,0,0,-0.0264646578029205,0,0,0,-0.0234528976655572,0,0,0,0.0518507857434629,-0.0518050867764595,0,0,0,0,0,0,0,-0.0957098969428627,0,0,0.066183200238965,-4.33680868994202e-19,0,0.0108106629278542,0,0,0,0,0.0401026781228489,0,0
X002460.SZ,0,0,0,0,0,-0.169949231647303,0,0,0,0.385311216918638,0,-0.0249825577722575,0.0121208101794666,8.37623680241912e-05,0,0,0,0,0,0,0.205884260039432,0,0,0,0,0,0,0,0,0,0,0.0608815964990293,0,0,0,0,0,0.328696195077498,0,0.135924453194707,0.0201148959026633,0,0,0,0,0,0,0,0,0,0,0.0105663837884154,0,0,0,0,0,0,0
X600585.SH,-0.0373989512906004,0,0,0,-0.117501501319098,0,0,0,0,0,0,0,0,0,-0.0678674658357721,0.475730690361406,0.245300245832324,0,0.0224889509843617,0,0,0,0.135291860966587,0,0,0,-0.0609896187765551,-1.73472347597681e-18,0,0.0725463536355013,0,0.0401300703687898,0,0,0,0,0,0,0,0,0,0,0,0,0.0846807062614386,0,0,0,0,0,0,0.00219944984313674,0,0,0,0,-0.0474867554393557,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.139857790228834,0,0.0524311836167165,0.351986988018874,0.0549161710876334,0,0,0,0,0,0,0,0,0,0,0.0647280896266716,0,0,0,0,0.344009386773912,0,0,-0.00370973088904557,0,-0.0723303524218352,0,0,0.120636518258681,0,0.192621123292266,-0.117473280578689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.11338132819503,0.0301562006324728,0,0,0,-0.11054620900854,0,0,0,0,0,0,0,0,0,0,0,0.436031461682571,0,0,-0.100056840811248,-0.205922216748753,0,0,0,0,0,0,0.078057398869743,0,0,0.0731305734925939,0,0.204299492451978,-0.0702648957615448,0,0,0.0964665399658829,0,0,0.0533544192058045,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0906608790391535,0.136173851577309,0.175564810133269,0.0825802500123462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461052225145675,0.0993272233388112,0.11036536384109,-0.138838018361372,0,0,-0.0124165520632886,0,0,0,0.290128100201276,0,0,0,0,0,0,0,0,0,0.050475227444779,0.0474732644447065,-0.00253225556886488,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.389823529163817,0,0.149711536677522,0.0571534909251535,0,0,0,0,0.0162871937630577,0.0639524874119022,0,0,0.0046698601647509,0,-0.0736800189058668,0,0,0,0,0,0,0.0233204673191526,0,0,0,0.148300062343206,0.0754372322933993,0,0,0,0,0,0,0,0,0.00410378147735841,0.022645571769395,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359917226960287,0,0.0696236458007408,0,0,0,0,0,0,0,0,0.00967859158232371,0,0,0,0,0,0,0.0576089964547346,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.106342193520861,0,0,0,0,0.143338383628754,0,-0.0514841731330926,0,0,0,0,0.255841704930737,0,0,-0.0251487649804743,0,0,0,0,0,0,0.0249468095028463,0,0,0,0,0,-0.00475842013296633,0,0,0.390859834065203,0,0,0,0,0,0,0,0.339456890705458,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.189934140256325,0,0.285462432337298,0,0,0.0820180608379684,0,0,0,0,0,0.10947006021417,0,0,0,0,0,0,0.00307428258785308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194087505745356,0,0,0,0,0,0,0,0.0459354835738983,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.115813923116332,0,0,0,0.0954641710067312,-0.141533200846852,0,0.0103357260792643,0,0,0,0,0,0,0,0,0,0,0.306164100320805,0,0.127659830956233,0,0,0,0,0,0,0.159799285778636,0,0,0,0,0,-0.0461887882189451,0,0,0,0,0,0,0,0,0,0,0,-0.0259426608528936,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.000439218136192983,0,0,0,0,0,-0.0779195555052793,0,0,0,0,0,0,-0.00407195798708949,-0.105305235794028,0,0.113877488219146,0,0,0,0,0,0,0.0647565191854315,0,0,0,0,0,0.0355913681169329,0,0,0,0,0.578007751311014,0,0,0,0,0,0,-0.0175145355871098,0,0,0,-0.129072276223243,0,0
X000877.SZ,0,0,0,0,0,0.382276228059733,0,0,0,0,0,-0.0957833748990591,0,-0.168576862251139,0,0,0,0.00800982473418541,0,0,0,0,0,0,0.115050043277181,0,0.00289470137398037,0,0,0,0,0.0374706642058454,0.103791338240242,0,0,0,0,0,0,0,0.0396777071752414,0.0557300062971727,0,0,0,0.0240353257790051,0,0,0.144205463485386,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.101977011974383,0.363538867197764,0,0,-0.0478174000186348,0,0,0,0,0,0,0,0,0,-0.0786382603780025,0.0428028467220195,0,-0.0666086383745659,-0.0182379791418149,0,0,0,-0.0478994580836945,0,0,0,0,0.776730491376173,0,-0.0805918647427597,0,0,0,0,0,0,0,0,0,0,0,0,-0.00825710095453364,0,0,0,0,-0.0499879145333473,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.163074286046598,0,0,0.0596181836471274,0,0,0,0,0,0,0,0,0.0616042272836225,0,0,0,0,0,0,0.209157971201516,0,0,0,0,0,0,0,0,0,0,0,0.205846828562685,0,0,0,0,0,0,0,0.0534137874961566,0,0,0,0,-0.0999256631125093,0,0
X000708.SZ,0,0,0,0,0,0,0.00709554688856481,0,0,0.048360361601975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265067280619766,0,0.00216380780429712,0.075894878165528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788011887611339,0.0531457489220592,0,0.10542520492354,0,0,0.0226943709560386,0,0,0,0.0454075920602174,0,0
X601898.SH,0,0,0.244219305477983,0,0,0,0,-0.165366759496477,0,0,0,0.135437378557234,0,0,0,0,0,0.0168681758487929,0,0,0,0,0,0,-0.138022620095335,-0.110976810103364,0.102400745995141,0,0,0,0,0,0.108317841635991,0.0755699502349364,0,0,0,0,0,0,0.099336715992481,0.0525780416270941,0,0.0725294727517542,0,0,0.276327039387123,0,0,0,0,-0.0225472574542855,0,0,0,0,0,0,0
X600547.SH,0.0491731671080229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03405340582272,0,0,0,0,0,-0.0751411199831114,0,0.053197395427393,0,0,0,0,-0.0551937562074275,0,0,0.0682815241660433,0,0,0.0203481785592275,0,0,0,0,0.0451945094525895,0,0,0,0,0,0.0378446216327551,0,0,0,0,0,0.0202694487124139,0,0,0,-0.038578342729055,0,0
X600362.SH,0,0,0,0,0.0428435347540552,0,0,0,0,0,0,0,0.126012276031817,0.0813229986949463,0,0,0,0.0132665222210705,0.0247186468628113,0,0,0,0,0,0,0,0,0,0,0,0.236727306934681,0.0388483445317619,0.00860947452908849,0,0,0,0,0,0,0,0,0,0.247045481287444,0.0577728013188833,0,0,0.107844656242312,0,3.46944695195361e-18,0,0,0,-0.0220803555653171,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206080501323389,0,0,0,0,0,0,0,0.110742554534062,0,0,0,0,0,0,0,0,0.144894904786551,-0.0395318400292977,0.67321835881073,0,0,0.00793542286948413,0,-0.0302834284688515,0,0,0,0,0,0,0.00491809425802327,0,0.160221532107652,0,0,0.034806273064228,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0405532942429813,0,0,0,0,0,0,0,0,0,0,0.0581970448669639,0,0.110408904577557,0.0131178595922,0.0183261487257853,0,0,0,0,0,0.0591346056260931,0.00470593468187755,0,0,0,0,0,0,0.0647766357383115,0,0,0,0,0.102805068495349,0,0,0,0,0,0,0.0191723536511197,0,0,0,0.0438743100387755,0,0
X002326.SZ,0,0,-0.0890011858078058,0,0,0,0,0,0,0,0,0,0.329662053673099,0.286772525156193,0,0,0,0,0.0215311614243736,0,0,0,0,0.464773638709004,0,0,0,0,0,0,0,-0.117810344210143,0,0,0,0,0,0.283767299610826,0.0354167742389739,0,0,0,0,0,0,0,0,0,0,0,0,0.0247352189573661,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0.0643738902607861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186436852378499,0,0,0,0.118074297650445,0.0878442985940316,0,0.00492028756341713,0,0,0,0,0,0,0,0,0,0,0,0,0.18499220660297,0.173327585665893,0,0,0.00835841136947741,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0.0539282191539835,0,-0.147062364696036,0,0,0,0,0,0.101893680681417,0,0,0,0,0,0,0.0673434667729129,0.0533314696804219,0,0,0,0,0,0.165118578122846,0.0898605239808331,0,0.174504630893058,0,0,0,0,0.0403297424310027,0,0,0,0,0,0.0409193166646007,0,0,0,0,0,0.018454109369986,0,0,0,0,0,0,0
X300037.SZ,0,0,0,0,0.202359526811423,0,0,0,0,0.0583912248563636,0,0,0,0,0.129002332878702,-0.14499473322198,0,0,0,0,0,0,0.34899792708875,0,0,0,0,0,0,0,0,0,0,0,0.0753933898366963,0,0,0,0,-2.16840434497101e-19,0.0501302086403765,0,0,0,0,0,0,-0.241058132609757,-0.0614972570532522,0,0,0,-0.0282828699637628,0,0,0,0,0,0
X600803.SH,0,0,0.155835416499693,0,0,0,0,0,0,-0.0851408780148315,0,0.0415275315749203,-0.0977253443433563,0.15386173695277,0,0,0,0,0.203693811974576,0,-0.126307400858484,0,0,0.104587848438331,-0.0576553649802696,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0541971336349216,0,0,0,0,0,0.24341466511449,0,0,0,0,-0.0180395706417285,0,0,0.194728448076073,0,0,-0.03638076934928,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.174846961464489,0,0.297949408707739,0.0838657656067824,0.0289159198494783,0,0,0.00124159065614463,0,0,0,0,0,0,0,0,0,0,0,0,0.0709473938979101,0,0,0,0.0106183579144887,0,0,0.157663629270918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0.0137035941849638,0,0,0,0,0,0,0,0,0,0,0,0.352469756001417,0,0,0,0,0,0,0,0,0,0,0,0.148631578461489,0,0,0,0,0.282583986989689,0,-0.0156739383078859,0,0,0,0,0,0.206921374870927,0,0.0469293299337781,0,0,0.0765431495070639,8.67361737988404e-19,0,0,0,0.077175848405119,0,0
X600096.SH,0,0,0,0,0,0,0.059404509264784,0,0,0,0,0.205587895366915,0,0.00776904203100231,0,0,0,0.0746156717514125,0,0,0,0,0,0,0,0.358069901329188,0,0,0,0,0,0,0,0,0.504072932458209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353694078527627,0.0221493059438415,0,0,0,-0.0198234127429563,0,0
