,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X600660.SH,X601600.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X600795.SH,X000301.SZ,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X600027.SH,X000983.SZ,X600489.SH,X600803.SH,X601991.SH,X600176.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X000630.SZ,X000408.SZ,X600985.SH,X000933.SZ,X600219.SH,X300037.SZ,X000629.SZ,X600612.SH,X600688.SH,X000723.SZ,X002128.SZ,X600995.SH,X600157.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.662436566531272,0,0,0,0,-0.0821768879186479,0,0,0,0,0,0,0,0,0.203767636411549,0,0,0,0.0209254384172011,0,0,0,0,0,-0.262847023831354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235702422469421,0,0,0,0,0,0,0,0,0.0139641774732489,0,0,0,0.0565679476016329,0,0
X600028.SH,0.542005623334657,0,0.0356218854562132,0,0,0,0,0,0,0,0,0,0,0,-0.050165810537771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646892163337256,0.0605940603555198,0,0,0,0,0.0475421368613565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646421170497661,0,0
X601088.SH,0.100082670318393,0.106948822696501,0,0,0.0390205469464876,1.73472347597681e-18,0,0,0.167324091594232,0,0,0,0.0331843173032886,0,-0.0203524876209389,-0.021189377962766,0,0,0,0.0304745149261243,0,0,0,0,0.0674715435833099,0,0,0,0,0,0,0.159454917804617,0,0,-0.0330689069546188,0,0,0,0.0278509755016315,0.00891481793626131,0,-0.126477404257129,0,0,0,0,0,0,0,0,0,0.00820293430278487,-4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.118146894074204,0,0,0,0,0,0,0,0,0,0,0.100269293261393,0.130940415417215,0,0,0,0,0,0,0,0,0,0.00795900451808637,0,0,0.0286088789164239,0,0,0.0194352915926507,0,0,0.236628447043277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544801302266981,-0.045974000983367,0,0,0,-0.125100107004981,0,0
X600188.SH,0,0,0,0,0,0.0737575940118536,0,0,0.272291498454092,0,0,0,0,0,0,0,0,0,0,0,0,0.0773492327827079,0,0,0.0411945008408835,-0.0377019505565945,0,0.376085672787377,0,0.0830274701433653,0,-0.115553505932748,0,0,0,0,0,0,0.0574029457719353,0.126739198026205,0,-0.0875599153667979,0,0,0,0,0,0,0,-0.0524971471964055,0,0,-0.0147133559868412,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.239658470581742,0,0,0,0,0,0,0,0.00233663133539959,0,0,0,-0.041557638644298,0,0,0,0,0,0.16667595940934,0,0,0,0,0,0,0,0,0,0,-0.0337615452077611,0.1587270572911,0,0,0.629058460491089,0,0,0,-0.262058548893026,0,0,0,0,0,0,0,0.0553214243289567,0,0,0.0205644847460555,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0386578785943945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736186483531895,0.169484878488919,0,0,0.171688973889936,-0.173263657374734,0,0,0,0,0,0.142322839542167,0,0.0421812284866187,0,0,0,0,0,0,-0.0974727272780664,0,0,0,0,0,0,0,0,0,-0.0257668729865581,0.0339257043652014,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.175219685126457,0,0,0,0,0,0,0,0.223107058235766,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116118047007222,0.307414030703315,0,0,0.0493798835925286,0,0.0245360362695463,0,0,0,0,0,0,-0.0687686537628337,-0.0339444338708156,0,0.0443605429736306,0,0,0,0,0,0,-0.111943478836591,0,0,-0.00510834754676029,-0.0295058398505404,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.323611005281362,0,0,0,0,0,0,0,0,0,0.0995749575262027,0.0373009512731589,0,0,0,0,0,0,0,0,0.203381610836516,0,0,0,0,0.15475147763472,0,0.00358744333760242,0,0,0,0,0,0,0,0,0,-0.0575589760062579,0,0,0,0,0,0,0,0,0,-0.00729529123156471,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0294467930245846,0,0,0,0,0,0,0,0,0,-0.145691746240762,0,0,0,0,0,0.00863700215480204,0.485077716366922,0,-0.0191195159086362,0,0,0,0.040785836227892,0,0,-0.0903719778332476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298955731950018,-0.0461939205683671,0,0,0,0.0625714137705646,0,0
X600660.SH,0,0,0,0,0,0.0822311579564896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749296575218862,0,0.110538820246055,0,0,0.0195505846411458,0,0,0,0,0,0.109965489093684,0,0,0,0,0,0,-0.180051263074082,-0.0194610267682983,0.0487556044325746,0,0,0,0.0151856324735545,0,0
X601600.SH,0,0,0,0,0,0.106992185285507,0.0254042113896481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.348727879959884,0,0,0,0.184716506594971,0,0,0.0523674193852897,0.246976997505169,0,0,0,0,0,0.034572891148857,0,0,0.228134242579655,0,0.00615223945877506,-8.67361737988404e-19,0,0,0,0,0,0
X600886.SH,0.068419521079617,0.03375063530152,0,0,0,0,-0.0589870134604431,0.187776321815482,0,0,0,0,0,0,0,-0.0615612191213845,0,0,0,0.240363326419998,0,0,0,0,0.0870326060959971,0,0,0,0.0302987951627296,0.35283362545263,0,0,0,0.0139041907514069,0,0,0,0,0,0,0,0,-0.200308925222528,0,0,0,0,0,0,0,0,-0.0101357637803529,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0262316369290502,0,0,0,0,0,0,0,0,0.411333963151053,0,0,0,0.0828504232733438,0.105007630429756,0,0,0,0,0,0,0,0.0114721850752297,0,0,0,0,0,0.0671890208932347,0,0,0,0.0674731474004627,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147836848145324,0.00701981835181784,-0.00759642162800039,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747691603827784,0.0435498530629002,0,0,-0.0287493446007548,0,0,0,0,0,0.15147882842032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400334180827294,0.0449868121002961,0,0,0,0,0,0,0,-0.005052190486673,0,0,0,0,0,0,0
X002460.SZ,0,0,-0.0103039930659051,0,0,0,0,0,0,0,0,0,0,0,0.798248895113729,0,0,0,0.129537243018535,0,0,0,0,0,0,0,0.114525676679899,0,0,-0.10387571985073,0,0,0,0,0,0,0,0,-0.101107549667858,0,0,0,0,0,0,0,0,0,0,0,0,0.00542125251670748,-0.0113835987609417,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293694439159715,0,0,0,0,0.130525035821797,0,0,0,0,0,0,0,0,0,0.288233911827406,0,0,0,0,0,0,0,0,0,0,0,0.105783231375821,0.00845802358624477,0,0,0.0502461619245925,0,0,0,0,0,-0.0239191619212477,0.058549973392572,0,0,0,0.0709970021857814,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876310286525663,0,0.286106135302663,0,0.0644341582459932,0.12492310666792,0,0,0,0.0284534074184628,0,0,0,0,0,0,0,0,0,0.066655737393027,0,0,0,0,0,0,0,0,0,0,0,0.0186184264013769,0,0,0.0181556213641036,0,0,0.0155111498596991,0,0,0,0,0.111536360570271,0,0
X000708.SZ,0.281597031939377,0,0,0,0.0921263593495144,0,0,0,0,0,0,0,0,0,0,0.284279218960403,0,0,0,0.0826972498324358,0,0,0,0,0,0.053230727563298,0.0168463516713816,0,0,0,0,0.00432106334045249,0,0,-0.251513373299711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403911876934606,0.0254987641300024,0.000371678525411815,0,0,0,0,0,0,0
