,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600010.SH,X600188.SH,X600362.SH,X600027.SH,X600111.SH,X600309.SH,X600688.SH,X600583.SH,X601992.SH,X000898.SZ,X601158.SH,X000709.SZ,X000539.SZ,X000792.SZ,X000883.SZ,X600808.SH,X600489.SH,X600578.SH,X000629.SZ,X000825.SZ,X000027.SZ,X000630.SZ,X002353.SZ,X600547.SH,X000831.SZ,X601699.SH,X000983.SZ,X600008.SH,X600307.SH,X600863.SH,X600352.SH,X600549.SH,X000959.SZ,X600660.SH,X000937.SZ,X600098.SH,X600348.SH,X601168.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.595889589893616,0,0,0,0,0,0,0,0,0,0,0.077707318834991,0,0,0,-0.00959701787126281,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0056094037083767,0,0,0,0,0,0,0,0.0319124187691869,0,0,0,0,0,0,0.0340518395494428,0,0,0,0,0,-0.0548557541402669,0,0,0,0,0,0,0
X600028.SH,0.542484302840865,0,0,0,0,0,0,0,0,0,-0.0785008091641504,-0.0409375426404492,0,0,0,0,0,0.403068546522715,0,0,0,0,0,0,0,-0.053903299452063,0.00292999446058845,0,0,0,0,0,0.0570896732863247,0.0527667572851267,0,0,0,0,0.0403253432959556,0,0,0,0,0,0,0,0,0,0,-0.014628534251093,0,-0.0190303645018459,0.00126573786988899,0,0,0,0,0,0
X601088.SH,0,0.0809320755381182,0,0,0,0,0.165475253354756,0,0.00498698430436056,0,0,0,0.124250025769119,0,0,0,0,0,0,0.0666026703619791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912879981744395,0,0.123177657015326,0.043892769526136,0,0,0,0,0,0,0.0416457175569034,0,0,0,0,0,-0.0189891828182853,0.00632561201228255,0,0,0,0,0,0
X600011.SH,0.113005611441013,0,0,0,0.224771166124984,0,0,0,0,0,0.0712743261136256,0,0,0,0.336443567729371,0,0,0.0959183733419042,0,0,-0.0297064900375879,0,0,0,0,-0.0745038989239149,0,0,-0.0659124696700414,0,-0.0550718877544439,0,0,0,0,0.0503168123165703,0,0.0771940651125334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207329047502597,0,0,0,0,0,0
X600019.SH,0,0,0,0.148866222660163,0,0,0,0,0,0,0.0607783903772165,0,0.0575052962977819,0,0.00159834977723689,0,0,0,0.0218702328875843,0,0.244964703505703,0,0.19568213212656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12407201122718,0,0,0,0.0954865853821435,0,0,-0.0430923700394761,0,0,-0.0551211008055342,0,-0.0184808503882739,0.0270658235873912,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0701975268841321,0.000237141638986702,0.044455890900171,0,0,0,0,0,0,0,-0.0481916311746576,0,0,0,0,0,0,0,0,-0.0111492848063532,0,0,0,0,0.0169525197799387,0,0.0355391282879072,0,0,0,0,0.104627451940957,0,0.0912491309864838,0,0,0,0,0,0,-0.0573473173169228,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.391892255506154,0,0,0,0.0180179906842337,0,0,0,0,0,0,0.0886148726900133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127682939524166,0.196595900638684,0.0578515435726939,0,-0.0207713998341032,0,0,0,0,0,0,0,0,0,0,0,-0.0253722979951088,-0.00826027249071181,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0417277514461935,0,0.104037552485892,0,0.0460747063313942,0,0,0.00874897126134105,0,0,0,0,0,0,0,0,0.16342213781518,0.0951702784823104,0,0,0,0,0,0,0.0729255050768486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00919318901135471,-0.0172045560101099,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.130143427639699,0.0394779573804612,0,0,0,0.00381243551205178,0,0.489973636430507,0,0,0,0,0,1.73472347597681e-18,0.0030366825217747,0,0.015359913198903,0,0,0,0,0,8.67361737988404e-19,0.112057593366938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721869215241248,0,0,0.0202887740593093,0,0,0,0,0,0,0
X600795.SH,0,0.060464680094115,0,0,0,0,0,0.00299412960278529,0,0,0,0,0,0,0.0232241398117625,0,0,0,0,0,0.142628890135122,0,0,0,0,0,0.0154023847230985,0,0.0168442457591747,0,0,0,0,0.109435514267237,0,0,0,0,0,0,0,0,0,0.0503669234830863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.08145790433879,0,0,0,0,0.306003532882954,0,0,0,0,0,0,0,0,0,0.0240463877746359,0,0,0,0,0,-0.0155587034931447,0,0,0,-0.101026863040823,0.0990285175880281,0,0,0,0,0.183192681771039,0.0531859745284593,0,0,0,0,0,0,0,-0.0366309143865665,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,-0.0674847892762036,0,0,0,0.274637004886811,0,0,0,0,0,0.175007418157995,0,0.25236976387429,0,0.223315064017296,-0.0529600045541212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133699274982492,0,0,0,0,-0.0501646132967956,-0.0431096642846949,0,0,0,0.249192472506616,0,0
X600188.SH,0.223230273509834,0,0,0,0,0,0.0289886401865686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616525596695757,0,0,0,0.0329300623028137,0.254251336412455,0,0.17599772487435,0,0,0,0,0,0,0.149663160701507,0,0,0,0.0344075035056568,0,-0.0553160806616056,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.243601582713291,0.0263065771438309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134504932559765,0,0,0.222708328931278,0,0,-0.0131104615624027,0,0,0,0,0,0,0,0,0,0.134390511315125,0.0286836148985579,0,-0.00530190106483488,-0.00978435599474217,0,0,0,0,0,0
X600027.SH,0,0,0,0.139043696518941,0,0,0,0.243448829691553,0.176347306653397,0,0,0.0111219997821606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350295258008595,0.0185242459201961,0,0,0,0,0,0
