,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600160.SH,X600489.SH,X600803.SH,X000807.SZ,X000708.SZ,X000301.SZ,X002466.SZ,X000786.SZ,X600027.SH,X000408.SZ,X601991.SH,X600219.SH,X002128.SZ,X600176.SH,X600426.SH,X000983.SZ,X000630.SZ,X000933.SZ,X601168.SH,X601699.SH,X600096.SH,X002353.SZ,X600378.SH,X600985.SH,X000877.SZ,X600157.SH,X600299.SH,X600549.SH,X000831.SZ,X600352.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.695679955631534,0,0,0,0.0162930848694474,0,0,0,0,0,0,0,0.0222497741470749,0,0,0,-0.00586761126327044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00842248392824198,0,0,0,0,0,0,0,0.00336794686587805,0,0,0,0,0,0,0,0,0,0,0.00641081564875184,0.00479714281062198,0,0,0,0.0158079534802366,0,0
X601088.SH,0,0,0.125866778716137,0,0,0.520152124950922,0,0,0,0,0.0273411287203931,0,0,0,0,0,0,0,0,0.00131915675289511,0,0,0.00991031958436097,0,0,0,0,0,0.0656733307026656,0.128070655017797,0,0.00216020429179567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230769084564926,0,0,0,0,0,0.0246496694203792,-0.0146472127708569,0,0,0,0,0,0
X600028.SH,0.0104289814197518,0,0,0,0,0.293525695693521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907889301341547,0.00462189329988323,0,0,0,-0.00184802140537072,0,0,0,0,0,0,0,0,0,0.073927237479507,0,0,0,0.141773596843261,0,0,0,0,0,0,0,-0.0437601832590432,0.015988255674148,0,0,0,0,-0.0399236229482262,0,0
X600309.SH,0,-0.0505176588540342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102894448533778,0,0,0,0.186651766093115,0,0.0561618972713444,0.0429107454225192,0,0,0.0832773879488405,0,0,0,0.00993716172488595,0,0.0602079168748209,0,0,0,0,0,0,0,0.0981582037093859,0.00256163056592727,0.0293629799273802,0,0,0,0,-0.0652436755925657,-0.0119039795914739,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336559531841424,0,-0.0236189901573796,0.211397416096796,0,0,0,0,0.0189941430223755,0,-0.0925608900457329,0,0,0,0,0,0,0,0,0,0,0,0.0564802326142067,0,0,0,0,0,-0.165497316757924,0.0107496814581778,0,0,0,0,-0.0205898849068974,-0.00468783714341131,0,0,0,0,0,0,0
X601898.SH,0,0.273926864225128,-6.93889390390723e-18,0,0,0,0.227347600087868,0.43210358429858,0,0,0,0,0,0,0,0,0,0,0,-0.0264953955000958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117081426027574,0,0,0,-0.0158521925838879,0,0,0,0,0,0,0,0,-0.0673450781992692,0.0742744711378067,0.0316281879850438,-0.015530346943611,-0.060116382908117,0,0,0,0,0
X600019.SH,0,0.21829324087206,0,0,0,0,0,0,0.221392757697162,0,0.0752211590115576,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0.120050829513825,0,0,0.112350319638128,0.0722196625322999,-0.0377419277454501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355601386028175,0,0,0,0,0,0,0,0.0405464476642926,-0.0146306392157832,0,0,0,0,0,0
X600188.SH,0,0,0,0.0631666147013307,0.0507187884021539,0.10234703675869,0,0,0,0,0,0,0,0,0,0,0.17449807558532,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0349532805267953,0,0,0,0,0,0.0438495781882242,0,0,0.0291013434790282,0.0932267893930067,0.0411353917416798,0,0,0,0.100408401224623,0.0174132912446308,0.0677851821853668,0,0,0,0,0,0,0,-0.00143186573655547,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.216415380112769,0,0,0,0,0,0,0,0,0,0,0.920013164870285,0,-0.137649278014863,0,0,0.12299526920378,0,0,0,0.0742153669525382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2331807734708,0,0,-0.261723804627136,0,0.00858784508831352,0,0,0,0,0,-0.0175624052394069,0,0,0,0,-0.125413528049025,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543868714280443,0.0348280747448038,-0.164612642059507,0,0,0,0,0,0,0.0225875474506678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811897152074002,0.199888527143284,-0.0832489547416971,0,0,0,0,0.118743902992463,0,-0.00548290114675612,0,0,0,0,0.022612325447602,0,0
