,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X300072.SZ,X600688.SH,X601898.SH,X601991.SH,X600795.SH,X600309.SH,X601600.SH,X600660.SH,X600547.SH,X600362.SH,X600886.SH,X600188.SH,X600339.SH,X000709.SZ,X600027.SH,X002466.SZ,X600157.SH,X600111.SH,X600008.SH,X000898.SZ,X000959.SZ,X601158.SH,X600299.SH,X600489.SH,X002460.SZ,X000408.SZ,X000883.SZ,X600583.SH,X600352.SH,X600219.SH,X000630.SZ,X000723.SZ,X000539.SZ,X600578.SH,X000027.SZ,X002271.SZ,X600021.SH,X600176.SH,X000792.SZ,X600160.SH,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.262999000715789,0.0824583550651967,-5.42101086242752e-20,0.0176603307825916,0,0,0.0382734960440625,0,0,0,0,0,0,0.135337721203648,0,0,0,0.063833727333794,0,-0.011396543898417,0,0,0,0,0,0,0,0,0,0,0.0250359099508795,-0.0250221915606044,0,0,0.0141110075690583,0,0,0,0,0,0,0,0,0.0116107689073676,0,0,0,0,0,-0.0153200199599306,0.00594202140373245,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0363618831078832,0,0.0210619077688868,0.0694723508177173,0,0,0,0,0.051283158396769,0,0,0,0.0849642277005186,0,0,-0.0923736863790888,0,0,0,0,0,0,0.0642707266467538,0,0,0,0,-0.0793077010828368,0,0,0.0472385897900282,0.0288016189243705,0,0,0,0,0,0,0,0.0139975014655168,0,0,-0.0171584529237248,0,0,-0.000630875263316708,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0231250514586704,0,0,0,-0.0271019088019464,0,0,0,-0.0228832938581586,0,0.0131716445083632,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0.158723082988838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12249528263532,0,0,0,-8.67361737988404e-19,0,0,-0.00270583688910547,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0128952847061021,0.0672276860557601,0,0,0.010687615012976,0,-0.0981879462416827,0,0.0805802319573641,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.575365378768302,-0.0300185162323871,0,0,0.0334237971653145,0.015817948834701,0,0,0,0,0,0,0,0,0.0394362308750065,0,0,0,0,0,0,0,0,0,-0.0405406915183376,0,0,0,0,0,0
X600011.SH,0,0,0.151337777621125,0.0398651895234695,0,0,0,0,0,0,0,0.0957567024604642,0,0,0,0,0,0,0,0,0.0308000368172982,0.00775159648391081,0.471638151651919,0,0,0,0.0727481824243666,0.0263099671345775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167230956684747,0,0,0,0,0.04490933757222,0,0.0777021875319549,-0.0437054850834409,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00513344442719697,0,0,0,0,0,0.276422261869399,0,0,0,0,-0.0562004809511148,0.156934387788896,0,0,-0.0126898407870494,6.93889390390723e-18,0,0,0,-0.0302118795528313,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.18755688727378,0,0,0,0,0,0,-0.0211885172174213,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.152207947629535,0,0,0,0,0.018280462708921,0,0,-0.057478906043086,0,0,0,0,0,0,0,0,0,0.0807750624495331,0,0,0,0,0.0527114991149574,0.110230405509944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108373589749056,0,0,-0.0241513200019859,0,0,0,0,0,0.0258069106621463,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0419406362035053,0,0,0,0,0,0,0,0,0,0,0.0900921282486458,0,0,0,0,0,0,0.580479815236594,0,-0.144538905780328,0,0,0.3280069233632,0,0.301566313481124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229754084938071,0.0853189792094446,0,0.0376649207076072,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.554985313500228,-0.0860624459549813,0,-0.137143550832006,0,0,0,0.145766724026786,0,0.57906081804794,0,0.28407766461253,0,0,0,0,0,0,0,0,0,0,0.290846979544317,0,0,0,0,0,-0.410721384728211,0,0,0,0,0,0,0,0.238072545007485,0,0,0.0923498758538596,0,0,0,0,0,0,0.0979776198916297,0.0145021455843776,0,0,0,0,0,0
X600688.SH,0,0,0,0.0603524605660485,0,0,0,0.0341457217173741,0,0,0,-0.0719753975792673,0,0,0,0,0,0,0,0,0.000819668533774154,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0570051686520461,-0.0698306877835412,0,0.0356145008983149,0.114253041986577,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0210869400278901,0,0,-0.0163557814740769,0,0,0,0,0,0
X601898.SH,0,0,0.186737673216957,0,0,0,0,0,0,0,0,0,0,0.0373274517447005,0,0,0.0822578919916698,0.122907307886389,0.039456616657924,0.118334232350245,0.0555608355658944,0,0,0.116004030202979,0,0,0.0202763269500588,0,0,0,0,0,0,0,0,0.209496395222743,0,0,0,0,0,0.0278496923265152,0,0,0,0,0,0,-0.0316974861243702,0,-0.00363575853934907,0.00574425984539631,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,-0.0725385580917572,0,-0.0650369548802414,-0.114123061362792,0,0,0,0,0,0,-0.260617028258491,0,-0.0564215588728836,0,0,0,0,0.230352468059141,0,0,0,0,0,0,0,0,0.251386759756254,0,0,0,0,0,0,0,0,0.139096275241262,0,0,0.168767058603301,0,0,0,0.203819247061284,0.185485240520087,0,0.1356102447289,-0.098982017305746,0,0,0,0,0,0
