,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X600660.SH,X600019.SH,X000708.SZ,X002271.SZ,X002466.SZ,X600547.SH,X600176.SH,X000786.SZ,X600362.SH,X000301.SZ,X600426.SH,X600011.SH,X600111.SH,X601600.SH,X600886.SH,X601898.SH,X600010.SH,X600486.SH,X600352.SH,X002080.SZ,X601991.SH,X600188.SH,X002353.SZ,X600219.SH,X600803.SH,X600801.SH,X600795.SH,X600489.SH,X300037.SZ,X600688.SH,X600299.SH,X601168.SH,X600516.SH,X600027.SH,X002497.SZ,X002409.SZ,X600399.SH,X600157.SH,X601992.SH,X000932.SZ,X300073.SZ,X000027.SZ,X000898.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125421807677635,0,0,0,0,0,0,0,0,0,0,0,0,0.0135850163701517,0,0,0,0,0,0,0,0,0,0.0103979276233683,0,0,-0.00669675442579128,0.0153601927727595,0,0,0,0,0,0,0,0,0,-0.00542172731320884,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,-0.0297263766073833,0,0,0,-0.0226571769285213,0,0,0,0,0,0.0633271048260881,0,0,0,0.157741724572589,0.0505303928171469,0,0,0,0.00180820270049627,0,0,-0.0352522017747203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160997114298063,0,0,-0.00269958782055433,-0.00396049959813032,0,0,0,-0.0045880008242971,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0911923234123629,0.0303706087589497,0,0,0,0,0,0,0,0.260860155930941,0,0.0391275263691803,0,0,0,0,0,0,0,0,0,0,0,0,0.082382967217885,0,0,0.0144801534558589,0.0490885654085567,0,0,0,0,0,0.134012348485402,0.252172406126319,0,-0.0638665305660546,0.117757847629765,0,0,0,0.0294754911148516,0,0
X601088.SH,0,0,0,0,0,0,0.016628657185448,0.028646559689549,0,0,0,0,0,0,0.0130092281896215,0,0,0,0,0,0,0.115608231550853,0,0,0,0,0,0.481249062281587,0,0,0,0,0,0,-0.0317588001563693,0,0,0.0540014989378019,0,0,-0.0130006841932299,0,-0.0676588216448165,0,0,0,0,0,0,0,0,0.0198755682759274,0,0,0,0,-0.0147283339377086,0,0
X600585.SH,0,0,0,0,0,0.0671924891438746,0,0,0,0,0,0,-0.0457630620793328,-0.0494120781481951,0.0422121621874397,0,0,0,0,0,0,0.0450129780681596,0,0,0,0,0,0,0,0,0,0.140694399382279,0,0,-0.101684520111403,0,0,0.0797621487423414,0,0,0,-0.0587471301436062,0,0,0,0,-0.00308557740897242,8.67361737988404e-19,0,0,0,0.00945706845530007,0,0,0,0,-0.00773642619814645,0,0
X002460.SZ,0,0,0,0,0,0,0.271617677781258,0,0,0,0.361685423944648,0,0,0.0564410529209153,0,0,0,0,0,0,0,-0.189244247850045,0,0,0,0,0,0,0,0,0,0,0,0,0.191722545140804,0,0,0.130692820852954,0,0,0.252341476635855,0,0,-0.0495183469802787,0,0,0.246529193631573,0,0,0,0,-0.0271231288803015,-0.0125362537864216,0,0,0,0.01329369496044,0,0
X600660.SH,0,0,0,0,0,0.0533321281532385,0,0,0,0.0618229402995588,-0.0232370091997472,0,0,0,0,0.030394492550652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379521182795116,-0.0902418125505876,0,0,0.0354283995190906,0,0,-0.029877708964752,0,0,0,-0.0602834183356118,0.12777554181251,0,0,0,0,0,0,0.0664648892757776,0,0.0517776562062503,-0.0960566797753153,0,0,0,0.00303395608334424,0,0
X600019.SH,0,0,0,0.0113318844744466,0,0,0,0,0.260698032841171,0,-0.0192910823738294,0,0,0,0,0,0,0,0.270827943907269,0,0,0,0,0,0,0,0,0,0,0.115360684020217,0,0,0,0,0,0,0,0,0,0,0,0,0.0206865300850951,0,0,0,0,0,0,-0.0115806569547236,0,0.0225052325225844,-0.071655082942798,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0171117623077586,0,0.133213393572363,-0.00214256806136546,0,0.0116323525651266,0,0,0,-1.73472347597681e-18,0,0,0,-0.0859725255100363,0,0,0,0.143571328537831,0,0,0,0,0,0,0,0.0416542654677367,0,0,0,0,0.0548538867356811,0.0424890660294236,0,0,0,0,0.225705074976717,0,0,-0.0465103890636325,0.0679002035438041,0,0,0,0.00911467695663499,0,0
X002271.SZ,0,0,0.0277311267226081,0,0,1.73472347597681e-18,0.247325845265803,0,0,0,0.08638884504056,0,0.163982443305206,0,0,0,0,0,0,0,0,0,0,0,0,0.0150283991260419,0,0,0,0,-0.026660021761076,0,0,0,0,0,0,0,0,0,-0.0101521140374101,-0.0595542195754314,0.180608327233742,0,0,0,0,0,0,0,0,-0.0226191835805663,0,0,0,0,0.0183634902101033,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.458660206306344,0,0,0,0,0.604850688674765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045254159764329,0,0,0,0,0,0.387805673542282,0,0,0,0,0,0.190996881395396,0,0,0,0,0,0.138911437275973,0,-0.643858845345615,0.0374962839861098,0,0,-0.0194819535629562,0,0,0,0.0681417455424649,0,0
