,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X002466.SZ,X601992.SH,X300072.SZ,X600660.SH,X600795.SH,X600362.SH,X002460.SZ,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X000792.SZ,X600157.SH,X600027.SH,X600339.SH,X000959.SZ,X600489.SH,X000723.SZ,X600219.SH,X000408.SZ,X002271.SZ,X600176.SH,X600808.SH,X000786.SZ,X000553.SZ,X601158.SH,X600352.SH,X600549.SH,X000807.SZ,X000883.SZ,X000983.SZ,X000630.SZ,X002092.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0246216297490575,0,0,0,0.0219457926907917,0,0,0.00412765448910204,0.0542033514034141,0,4.33680868994202e-19,0.00506733412840315,0,0,0,0.0330905883403723,0,-0.0256682608872924,0,0,-0.000529818476201673,0,0,0,0,0,0,0,0.0236757588477011,0,0,-0.00672399075759277,-0.0561028699570683,0.0546960512142394,0,0,0,0,0,0,0,-0.0291981517313279,0,0,-0.00842626400743588,0.00811613649260095,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.194167520885785,0,-0.00774610120777441,0,0,0,0,0.0257385971626032,0,0,0,0,0,0,0,0,0,0.00176257796798141,0,-0.0258670136626566,0,0,0,0,0,-0.0126695377201905,-0.0572481798378563,0,0,0,0.00578773759275949,0,0,0,-0.00752111584332755,-0.0671848302395171,0,0.173864463888126,0,0,0,0,0,0,0,0,0,0.00355617651003848,0,0,0,0,0,0
X601088.SH,0,0,0,3.46944695195361e-18,0,0,0.0125744536535564,-0.0168550534110712,0,0,0,0,0,0,0,0.560106813726908,0,-0.0309662629914854,0,0,0,0.148681567397746,0,0.0351325441410457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141477917177653,0,0,0.0236290257032568,-0.050826221279,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.140531080482552,0,0.19956568954398,0,-0.0381263262507431,0,0.101262430399177,0,0,0,0,0,0,0,0.00745563355026324,0,-0.0249954017684504,0.167655844839139,0,0,0,0,0,0,0,0,0,0,0,0,0.303556565539569,0,0,0,0,0.0199678053710907,0,0,0,0,0,0,-0.055900632519062,0,-0.0154801545905765,0,0,0,0,0,0
X600585.SH,0,0,-0.00410491171672291,0,0,0,-0.0085967608739295,0.0930954139326816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143996690886985,0,-0.0998952160361308,0,0,-0.0993867752263,0,0,0,0,0,0,0,0,0,0,0,0.105426490086182,0,0,0,-0.00907139122823998,0.125655933273365,0,0,0,0,0,-0.105513705739785,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293689571496863,0,0,0,0,0.040552675843459,0,0,0.1286263627541,0.0515170270383473,0,0,0,0,0,0,0,0,0,0,0,0.0470847096908046,0,0,0,0,0.169570162672095,0.0585530157111147,0,0.0453783317322438,0,0.173274669705774,0,0,0,0.0132492377803438,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.386292595831624,0,0.0833238760695389,0,0.0779804167422086,0,0.0809657883024705,0,0,0,0,0,0,0.00387468447460387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102204680195562,0,0,0,0,0,0.0905250068683322,0,0.0705390410390536,0,0,0,0,-0.0383217242766423,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0019633828857833,0,0,0,0,0,-0.100630567000589,0,-0.107353940004674,0,0,0.33850726758682,-0.00145613808937592,0,0,0,0,0,0.109584118609716,0,0,-0.121214929806197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122095332030725,0,0,0,0.0538399584539909,0,0,0.010509280809626,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0188807472066697,0,0,0,0,0,0,0,0,0,0,0.0111641129097489,0,0,-0.0162360949813539,0,-0.0619844194103173,0,0.0830358635551144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493779193375732,0,0.1542671696096,0,0,0,0,0,0.00623489946468846,0,0,0,0.00738038572463758,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.100563928273845,0,0,0,0,0,0,0,0,0,0.129707389407898,0,0,0,0,0,0,0,0.17787110287213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237787595206216,0,0,0.0247938449318995,0,0,0,0,0,0.0103261925372386,0,0,0,0,0,0
