,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X600362.SH,X600188.SH,X600795.SH,X600027.SH,X601992.SH,X002466.SZ,X000898.SZ,X600516.SH,X600176.SH,X600111.SH,X000709.SZ,X600352.SH,X002460.SZ,X000786.SZ,X000629.SZ,X600219.SH,X600808.SH,X600489.SH,X600299.SH,X600801.SH,X002271.SZ,X000825.SZ,X601158.SH,X000553.SZ,X002110.SZ,X000883.SZ,X600583.SH,X600157.SH,X300072.SZ,X600985.SH,X002470.SZ,X000630.SZ,X000027.SZ,X601699.SH,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.147894773101884,0,0,0,0,0,0,0.0629217522427276,0,0,0,0,0.0266911538529804,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0350605155512226,0,0,0,0,0,0,0,0,0,0,0,0.0109967686800352,0,0.0404804379393938,0.0975157371244814,0,0,0,0.00351784270826415,0,0,0,0.0212572351865571,0,0,0,0.0200208918192292,-0.0144526322203533,0
X600028.SH,0,0,0,0,-0.140165493016655,0,0,0,0,0,0,0.192190126049914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119873759881884,0.204783721176009,0,0,0,0,0,0,-0.0566847326837807,0,0.0186252885461197,0.0229099216713663,0,0,0,0.127261278023112,0.0306186186857536,0.0394936853210141,0.0736882661543825,0,0,0,0.00210332357797286,0,0
X601088.SH,0,0,0,0,0,0.15787925989746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641516448158837,0.0278127151221122,0,0,0,0,0,0,0.0306404834742945,0,0,0,0,0.0032553502570407,0,0,0,0,0,0,0,-0.126604192706769,0.0104835891015353,0,0,0.279711773914527,0,0,0,0.00790820949438736,0,0,0,0.0709730480536678,0,0
X600585.SH,0,0.050020155560458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176812666987523,0,0,0,0,0,0,0,0,0,0.194317349110422,0,0,0,0,0,0.434107555421251,0,0,0,0,0,0,0,0.0418727530865744,0,-0.0095539746169304,0,0,0,0,0,0,0.00279970643751737,0.0043607445782068,0,0,0,0.0339930355511836,0,0
X600019.SH,0,0,0.0032637796585822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423664610510874,0,0.0259979430069435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16596550011229,0,0,0,0,0,0,0,0.0243478163126457,0,0,0,0,0.0292985786667993,0,0,0,0.0336229835069876,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183073176621336,0,0,0,0,0,0,0,0,0,0,0.560187106522022,0,0,0.207772845038924,0,0,0,0,0.0594177546498784,0,0.12808843317244,0.0316518454843362,0,0,0,0,0,0,0.00791671796766703,0,-0.00927388898703745,0.0132769737888439,0,0,0,0,0.0687069651730361,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514232720454243,0.632299651525997,0,0,0,-0.217842242104109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500399920970286,0,0,0.0735683655166199,0,0,0,-0.11148089371836,0,0.0068272769953788,0.00470934158350523,0,0,0,-0.0072680128541438,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176444319572556,0,6.93889390390723e-18,0,0.505186530107594,0,0,0,0,0,0.0429113002028446,0,0,0,0,0.0836304579639326,0,0,0,0.175431311524006,0,0,0,0,0,0,0,0.0526481098966929,0,0.0311296615639627,0,0.0261674280370445,0.00139973090560334,0,0,0,0.0227501478627286,0,0
X601600.SH,0,0,0,0,0,0,0.0344342521620258,0,0,0,0,0,0,0,0.0329960946767364,0,0.0312584339217461,0,0,0.0135192206925692,0,0.0127065837548118,0,0.105366465670041,0,0,0,0.174201695048353,0,0.0290274978418186,0.0468248256234211,0,0,0,0,0.0406600105489756,0,0,0.161915706434469,0,0,0,0,0.0528137919780178,0.00347689488734508,0,0.0397442246459598,0,0,0,0,-0.011136578252277,-0.0092145268086581,0,0,0,-0.0067720786341036,0,0
X600547.SH,0,0,0,0,0,0.0376130941852235,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181146865174946,0,0,0,0.984518481961936,0,0,0,0,0,0,0,0,0,0.0128341389575134,0,0,-0.094173903628738,0,-0.0524383250501368,0,0,0,-0.0113727493641772,0.0239356729126776,0,0,0,-0.0215015231064913,0,0
