,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600111.SH,X000792.SZ,X000301.SZ,X600188.SH,X601600.SH,X002466.SZ,X600010.SH,X601898.SH,X000708.SZ,X600011.SH,X600660.SH,X002271.SZ,X600362.SH,X600547.SH,X600426.SH,X600176.SH,X600886.SH,X002080.SZ,X000825.SZ,X000408.SZ,X600141.SH,X600096.SH,X000807.SZ,X600219.SH,X601991.SH,X600803.SH,X300037.SZ,X600795.SH,X600295.SH,X000959.SZ,X000983.SZ,X000932.SZ,X000786.SZ,X000898.SZ,X600160.SH,X002326.SZ,X600352.SH,X600688.SH,X600801.SH,X000723.SZ,X601699.SH,X600027.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373406714911832,-0.0243031991057492,0,0,0.0314487295632047,0,0,-0.0263961241828581,0,0,0.0626590057552278,0,0.00292602943123462,0,0,0,0,0,0,0,0,0.0636878396308304,0,0,0,0,-0.0391322562016225,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,-0.0153251147914723,0,0,0,0.0612342513587384,0,0,-0.0394776534570886,0,0,0,0,0,0,0.0762379620601914,0,0,0,0,0,0.0587565025505963,-0.0253508738962373,0,0,0,0,0,-0.024154135862623,0,0,0.0517910399416241,0,0.0280845090723467,0,0,0,0,0,0,0.141911862234807,0,0.0151450587001052,0,0,0,0,-0.00535567539203782,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0222712719629967,0,0,0,0.070164060669424,0,0,0,0,0,0,0,0,0,0,0,-0.0578911316419812,0,0,0,0,0,0.0793309078518623,-0.096426535709207,0,0.123413685620796,0,0.147346437363031,0.132445679374708,0,0,0,-0.00495895508212316,0,0,0,0.116377090654294,0,0,0,0,0.00330619141231321,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0340376382242004,0,0,-0.0342451502104765,0,0.0168187687949833,0,0,0,0,0,0,0,0,0.183931282037464,0.00045350404028367,0.0795350427451618,0,0,0,0,0,0,0,0,0,0.0703300403112444,0,0,0,-0.0636812685825932,0,0.0250243458327687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0304114428290999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0206984434999211,0,0,0,0,0,0.0805722412326124,0,0,0.0396480343494696,0,0,0.00852014607257381,0,0,0.639184092560958,-0.108427678446583,0.0353426237547799,0,0,0,0.0254945133957589,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.090197186931893,0.126256287803958,0,0,0,0.351146033268552,0,0,-0.306638044689013,0,0,0,0,0,0,0,0,0,0.136719184091695,0,0.136419609224644,0,0,0,0,0,0.0657160699471212,0,0.209193298943717,0,-0.117442343994725,0,0,0.240540725777194,0,0.131391410585059,0,0,0,0,0,0,0,0,0.0751873054577588,-0.0336634038666738,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079126329465287,0,0.0244130578931123,0,0,0,0,0,0,0,0,0,0.0205305381388485,0,1.73472347597681e-18,0,0,0,0,0,-0.0791992819094718,0,0,0,0.0175263910777337,0,0.00800197998614812,0.492733433249901,0.0261222020531403,0,0,0,0,0,0,0,0,0,-0.0287197840469731,0,0,0,0,-0.159409119861903,0,0
X600111.SH,0,0,0,0,0,0.389011850313333,0,0,0,0.194886361446837,0.0423732498384523,0,0.117626812002684,0.0764253542922587,0,0,0,0,0,0,0,0,0,0,0,0,0.130310732448654,0,0,0,0,0,0,0.267548843166631,0,0,0,0.123423795230915,0,0,0,0,0,-0.336705544761868,0,0,0,0,0,0,0,0,0.092959443296845,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0259236202901503,0,0,0,0.0478532707064343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19274239669149,0.223581455319659,0,0,0,0,0,0,0,0,0.14196471520436,0,0.145528961210874,0,0,0,0,0.0202086730357068,0,0,0,-0.309729845182457,0,0,0,0,0,0.121149478522618,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.334967215106863,0,0,-0.115541934554574,0,0,0,0,0,0,0,0,0,0,0.258140269847507,0.126814893331577,0,0,0,0.13020473901703,0,0,0.125118436664001,0,0,0,0.027225417659065,0.120167834226842,0.0671071516891015,0,0.0978517155161802,0,0,-0.0834886943054816,0,0.184672587060876,0,0.0432283101304123,-0.102989773315336,0,0,0,0,0,0
X600188.SH,0,0,0,-0.00255394036724536,-0.0909313792093884,0,0,0.0307543478473697,0.258896442473727,0,0,0,0,0.113696256241633,0,0,0,0,0,0,0,0,0,0,0,0.485051818546013,0,0,0,0,0,0,0.0914745794779821,-0.0544369887808097,0,0,0,0,0,0,0,-0.201230663313731,0,0,0,0,0,0.303906291498107,0,0,0,0,-0.0311593473864534,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0206784295266087,0,0,0,0,0.105846415696634,0,0,0.329348855510185,0,0,0,0,0,0,0,0,0,0.0774644737000579,0,0,0.00868530733826962,0.237368596127187,0,0,0,0,0,0,0,0,0,0.065800618722708,0,0,0.0539949656872301,0,0,0,0,0.0945445089842026,0,0,0,0,-0.00677515665352962,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.236530510305585,0,0.246676942412059,0,0,-0.0474715655250907,0.122673460580235,0,0.0309504500514068,0,0,0,0,0,0,0,0,0,0,0,0,0.223772583465064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137589383458921,0,0,0,0,0,0,0,0,0.0140426887055273,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.380873779568959,0.361377194319621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650980530940368,-0.0218603508328149,-0.0501946462352211,0.00737023455106793,0,0,0,0,0,0,0,0.053201059944608,0.140095567916039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716127602267366,0,0,0,0,0,0,0
X601898.SH,0,0,0.325076439352731,0,0,0.0943013919810083,0,0,-0.0189400456994041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530172355949336,0,0,0,0,0,0,0,0,0,0.0983109520295925,0,0,0,0,0,0,-0.245319019034057,0,0,0,0.176106581463454,0.323385806053814,0,0,0,-0.055261441099327,-0.0249976933254608,0,0,0,0,0,0
X000708.SZ,0,0,0,0.00672084623959422,0,0,0.34116771342639,0,0,0,0,0.000244585113657304,0,0,0,0,0,0.0114424838424723,0,0,0,0,0,0,0,0.0838170895844061,0,0,0.238731012383415,0,0,0,0,-0.176418428856397,0,0.0135243753875468,0,0,0,0,0,0,0,0,0,0,0.0483513953699395,0,0,0,0,0,0.0321230580328436,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0864542828034539,0,-0.00202210912625787,0,0,-0.0202799472930655,0,0,0,0,0,0,0,0,0,0,0,-0.0329046556012726,0.0844333362844562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555652698097146,0,0,0,0,0,0.367584917761615,0,0,0,0,0,0,0,-0.0306581556378114,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0806386047483209,0,0,-2.71050543121376e-20,0,0.00426544246022002,0,0,0,0,0,0,0,0,0,0,0,0,0.103443298495659,0,0,0,0,0.102481038905923,0,-5.42101086242752e-20,0,0,0,0,0,0.0503186454170575,0.0140965031880504,0,0,0,0,0,0,0,0,-0.00502384515912667,-0.0108892236215864,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0316171414160633,-0.00995492117034625,0,0.0953956032556425,0,0,-0.0843341749130534,0,0,0,0,0,0.245580314265263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140313182373926,0,0,0,0.205563538680343,0,0,0.0154302843731043,0,0,0,-0.0015065759076441,0,0,0,0,0.00192899133684764,0,0,0,0,-0.211731437301202,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.227019442283188,0.078658484324358,0,0,0,0,0,0,0,0,0.0906221836240423,0,0,0,0,0,0,0.0181177647344939,0.022547052742133,0.0936528092909185,0,0,0,0,0,0,0,0,0,0.0458808681354188,0.211269258990867,0,0,0,0,0,0,0,0,0,0.0300406835062703,0,0,0,0,0,0,0
X600547.SH,0,0,0.166606186411127,0,0,0,0,0,0.0278946501542218,0.0161204775217762,0.0451821486198628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152712992736804,0,0,0,0,0,0,0,0,0,-0.129316991400974,0,0,0,0,0,-0.071240680202377,0.0182895778932265,0,0,0,0.139169373810908,0,0,0.0476236799461844,0,0,-0.0197950560628436,0,0,0,-0.0130218264616179,0,0
X600426.SH,0,0,0.00965676158374315,0.637645467873823,0,0,0,0,-0.0054264176565639,0,0,0,-0.0561876268014453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705958903153076,0,0,0.0920462700277187,0,0,0.0489412173235806,0,0.0976300361267597,0,0,0,0,0,0.0264887639277103,0,0,0,0,0.185703932700317,0,0,0,0,0,-0.0541642078895753,0,0,0,0,0,0
