,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X600188.SH,X002466.SZ,X601991.SH,X601600.SH,X600362.SH,X600795.SH,X600886.SH,X600516.SH,X600547.SH,X002460.SZ,X300072.SZ,X000898.SZ,X600027.SH,X600352.SH,X600111.SH,X000553.SZ,X600176.SH,X601992.SH,X000786.SZ,X600426.SH,X600299.SH,X000709.SZ,X002110.SZ,X000408.SZ,X600808.SH,X000792.SZ,X600315.SH,X000883.SZ,X000830.SZ,X000932.SZ,X601158.SH,X600801.SH,X601699.SH,X002271.SZ,X600219.SH,X000539.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.3122126918201,0,0,0,0,0,0.0193841560382624,0,0,0,0,0,0,0.00266007112595905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256816999980295,0,0,0,0,0,0.046967194702855,0,0.184349125744362,0,0,0,0,0,0,0.127217615814366,0,0,0,0,0,0.0106966872923036,-0.00708760461236081,0,0,0,0,0,0
X600028.SH,0,0,0.198051359126458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00865195553970506,0,0,0,0,0,0,-0.182611674763644,-0.0620000602119255,0,0,0,-0.0118284195156206,0,0,0,0,0.0773432481702439,0,0,0,0,0,0,0.151899626219633,0,0,0,0,0,0.0135714158346591,0.00959448356294101,0,-0.132276842021194,0,0.0589375279136018,0,0
X601088.SH,0,0.102156841171644,0,0,0,0.0144942501459529,-0.121148037186013,0,0,0,0.132716017692315,0.41552397091545,0.048469361089688,0,0,0,0,0,0.145499187586492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0850922058228669,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.00621857673394907,0.0150293125586203,0,0,0,0,0,0
X600585.SH,0,0,0.285712086868114,0,0,0.0678420662639734,0,0,0,0,0,-2.16840434497101e-19,0.143589635977728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113104146823263,0,0,0,0,0,0,0,0.0955501686394543,0,0.0558207216792264,0,0,0.336015036545306,0,-1.38777878078145e-17,0,0,0,0,-0.0158070816040554,0.04320002983808,0,0,0,0.121284217351798,0,0
X600019.SH,0,0,0,0,0,0,0,0.0383626692861288,0,0,0,0.4145190484136,0,0,0,0,0,0,0,0,0.00231036006360821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964764744454667,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00942937814956334,0.0832619015606176,0,0,0,0,0,0
X600309.SH,0,0,0.320025433569161,0,0,0,0,0,0,0,0,0,-0.21904439595553,0,0,0,0,0,0,0,0,0,0,0.0636702061363724,0,0,0,0,0,0.127406137378118,0,0.00294524407263742,0,-0.0123103702388168,0,0,0,0.154605589879615,0,0,0,0,0,0,0,0,0,0,0,0.0671446169420394,0.00756550770830786,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.017447090338807,0,0,0,0,0,0,0,0,0,0,0.0138517403039905,0.00431682921540065,0.0583531520190295,0.0689050911430016,0,0.168004788561075,0,0,0,0,0.023187164381911,0,0,0,0,0,0.0316759734416674,0,0,0.0498798753522363,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0128561305510725,-0.0214973550337172,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.209623698263291,0,0,0,0,0,0,0,0,0.345287823528879,0.0550724020547165,0,0,0,0,0,0,0,0,0.0536079116615138,0,0,0,0,0.0070533555108037,0,0,0,0,0,0.00917668812663954,0.0653633534896643,0,0,0,0.17747320399383,0,0,0,0,0,0,0,0.206025806649227,0,0.0231663740431721,-0.0235820718041815,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.0380210400493231,0,0,0,0,0,0,0,0,0,-0.00789701686267173,0,0,-0.240964755567048,0,0,0,0,0,0,0,0,0,0.13535277287559,0,0.125934440711899,0,-0.0661006320408609,0,0,-0.0871609174664122,0,0,-0.0502622209098589,0,0,0,0,0,0,0,0,0,0,0,0.000168647199618925,0.0256442197871339,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0314570856901237,0,0,0.0882458202220762,0,0,0,0.17662214768502,0,0,0,0,0,0,0,0,0.0741806411971304,0.111146823616331,0,0,0,0.0442272125859222,0,0,0,0.00945998533698372,0,0,0.0218336200054137,0,0,0,0,0,0,0,0,0.0356833478281717,0,0,0,0,0,0,0,0
