,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X601991.SH,X600688.SH,X002466.SZ,X600660.SH,X600547.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600516.SH,X600886.SH,X600111.SH,X600176.SH,X000898.SZ,X000786.SZ,X000792.SZ,X600352.SH,X000553.SZ,X000709.SZ,X600027.SH,X002271.SZ,X600299.SH,X600489.SH,X000408.SZ,X000825.SZ,X601158.SH,X601699.SH,X002470.SZ,X600219.SH,X600157.SH,X600583.SH,X600549.SH,X000883.SZ,X600315.SH,X000630.SZ,X600808.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.369231158076783,0,0,0,0,0,0,0,0,0,0,0,0.00912798943089636,0,0,0,0.181510792249666,0.0165931610322743,0,0,0,0,0,0,0,0,0,0.022970995275451,0,0,0,0,0,0,0.0338702262661595,0,0,0,0,0,0.104134457414235,0,0,0,0,0,0.0417064419372778,0,-3.46944695195361e-18,0.0162672898136788,0,0,0,0,0,0
X600028.SH,0.0722060382819504,0,0.316503951051423,0,0,0,0,0,0,4.33680868994202e-19,0,0.0163921223641138,0,-0.0116208795013025,0.20118514012754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021114350799089,0,0,0,0,0,0,0,0,0,0,0,0,0.0554738822334925,0,0,0,0,0,0,0,0,0.0140628145432607,0,0,0,0,0,0
X601088.SH,0,0.145823537228984,0,0.141975386048275,0.0473504702430499,0,0,0,0,0,0,0,-0.0216834067688747,0,0.0170073307692135,0,0,0,0,0,0,0,0,0,0,0,-0.00731867927430285,0,0,0,0,0,-0.0924340798380026,0,0,0,0,0.397112837173945,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440553862696991,0,0,0,0,0,0
X600019.SH,0,0,0.193903498111425,0,0.109469272471075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422648322314061,-0.0498477067505398,0.246777511361706,0,0,0,0,0,0,0,-0.0111035324637014,0,0,0.0113921171611913,0,0.286547628818284,0,0,0,0,0,0,0,0,0,0,0,0.0125876651276755,-0.0231769235863494,0,0,0,0,0,0
X600585.SH,0,0,0.374922415928357,0.301608765592611,0,0,0,0,0,0.114174329808028,0,0,0.0550220795252074,0,0,0,0,0,0,0,0,0,0,0,0,0.0731701177189641,-0.170214257568867,0,0,0,0,0,0.246871116991265,0,0,0,0,0.0149989114516698,0,0,0.0661534757112716,0,0,0,0,0,0,0.0966126647039215,0,0,0.0698600176234975,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0238742619694316,0.0131617129173107,0,0,0,0,0,0,0,0,0,0.00220899970954659,0.00901056927874573,0,0.168845342116871,0,0.0363306833515259,0.0164802163117149,0,0,0,0,0,0,0,0,0,0,0,0,0.153005966136288,0,0,0,0,0,0.0520790769748596,0,0.202874772705341,0.00715591651697083,0,-0.0193159725482565,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.132334739082787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167559487290043,0,0.0517494724434395,0,0,0,0,0,0.0461748231302161,0,0,0,0,0,0,0,0,0.166435936646619,0,0,0,0,0.10164993409459,0,0,0,0,0,0,-0.0540913750235504,-0.0019266670931579,0,0,0,0,0,0
X601600.SH,0,0,0,0,2.16840434497101e-19,0,-0.0572604726080342,0,0,0.336759178200159,0,0,0,0,0,-0.120500287100663,0,-0.170846089880964,0,0,0,0,0,0,0,0,0,-0.103905373141938,-0.306692952333654,0,0,0.442890804756775,0,0,-0.137182152880075,0,0,0,-0.486092827762388,0,-0.0147531025901818,0,-0.0690743936083812,0,0,0,0,0,0,0.0765109308878728,-0.265044849336907,-0.74885403410106,0,0,0,0,0
X601898.SH,0,0.0351297978340313,0,0,0,0,0.0661046378922281,0,0,0.0921186025237504,0,0,0,0,0.017268611201803,0.317641291612581,0,0,0,0,0,0,0,0,0,0,0.0718981941598514,0,0,0,0,0,0,0,0,0,0,0.0118433992131675,0.104389012754248,0,0,0,0.0885401014308004,0,0,0,0.16307529359661,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0157245106195335,0,0,0,0,0,0,0,0,0,0.168988272144853,0,0,0,0.0470818412316187,0,0,0,0,0,0.438501056137464,0.169725577930744,0,0,0,0,0,0,0,0,0.193470182424971,0.0585266615527123,0,0.339756205057557,0,0,0,0,0,0,0,0,0,0.0849240751572824,0,-0.00353549011143638,-0.0084326003121055,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0744016776020213,0,0,0,0,0,0,0,0,0,0,0.0136014447755319,0.0307821866771783,0,0.0445218053467589,0,0.1265070766532,0,0,0,0.0442703077966262,0,0,0,0.164954925478419,0.028659012448969,0,0,0,0.0273631302970693,0,0.0256428543809528,0,0,0,0,0,0,0,0,0.0364966659307321,0,0,0,-0.00906918906570632,0,0,0,0,0,0
