,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X601991.SH,X600309.SH,X300072.SZ,X600188.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600339.SH,X600489.SH,X000709.SZ,X601158.SH,X600299.SH,X002466.SZ,X000959.SZ,X600583.SH,X000792.SZ,X000630.SZ,X000408.SZ,X600352.SH,X600219.SH,X000883.SZ,X600098.SH,X000983.SZ,X000539.SZ,X000825.SZ,X002092.SZ,X600021.SH,X000027.SZ,X000723.SZ,X600623.SH,X601699.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.244631801578632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745948734874691,0,0,0,0.0657798301397131,0,0.102845856377777,0,0,0,0,0.0732735370188763,0,0,0,0,0,0,0,0,0,0,0,-0.0267910878277922,0,0,0,0.009979984468179,0,0,0,-0.00398828148623565,-0.00330895415704111,0,0,0,0,0,0
X600028.SH,0.388294310577586,0,0,0,0,0.00216204039298669,0,0,0,0.0881968636593581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367870452920042,0,0.102100041307086,0,0.0334679622465079,0,0,0,-0.131167303960557,-0.00132499698800092,0.0066525253339868,0,0,0,0,0,0
X601088.SH,0,0.0382620629823135,0,0.0024546594725744,0.194373009173229,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972297964372451,0,0,0.0780758083989993,0.0126176866507451,0,0.0844547950997686,0,0,0,0,-0.0559973471594943,0,0,0,0,0,0,0,0,0,0,0,0.0468289040164743,0,0,-0.0367321698172066,0.209680301174939,0.00558759921793857,-0.0192454906089269,-0.0232049492007833,0.00679079914787625,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0217538669617832,0,-0.0383089717552019,0,0,0,0,-0.0393355675037114,0,0,-0.112826351402307,0,0,0,0.332803941239334,-0.0447826062984588,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170436028360046,0,0,-0.0819542178229281,0,0.0649333296200928,0,0,0,0,0,0.0239167824175254,-0.00645673548634291,-0.0022506345157084,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.108286616006167,0,0,0,0,-1.73472347597681e-18,0,0.177485831378731,0,0,-0.0290438584646945,-0.0358884053860335,0,0.43069655220144,0,0,0,0,-0.0716089978234151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253421201258496,0,0,0,0,0,-0.040925453039107,0.0231177255867632,-0.0170601992873663,0.00765735195282032,0,0,0,0,0,0
X600585.SH,0,0.304794798907706,0,0,0,0,0,0,0.226530700571274,0,0,0,0,0,0,0,0.162600417927311,0,0,0,8.67361737988404e-19,0,0,0.0825842104677072,0,0,0,0,0,0,-0.00475199673106147,0,0,0.0840679002271827,-0.492802215286962,0,0,0,0,0,0,0.0732792890357217,0,0,0,0,0,0,0,-0.100929000042025,-0.0191352840596393,0.00505787922621079,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.145769151285426,0,0,0,0,0.0545822639851807,0,0,0,0.0352555928027083,0,0,0,0,0,0.180698095131057,0,0,0,0,0,0,9.8748614587832e-05,0,0,0,0,0,0,0,0,0,0,0.00347875792257493,0.0201273695234532,0,0,0,0.100565843737284,0,0,0,-0.0191835090087529,-0.00176993256493134,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0668477319469237,0,0,0.103136454730286,0,0,0,0,0.295838715747447,0,0,0,0.0519460601665536,0,0,0,0.0120958335784755,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122117092532126,0.00687192273005748,0,0,0,0,0,-0.00350753557562655,0,0.164879097539617,0,0,-0.00270009563896748,0.00292614026971154,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0254392356305018,0,0,0,0,0.0114696089630304,0.287113877371565,0,0,-0.0986307878917485,-0.0479384404138399,0,0,0,0,0.118360133367125,0,0,0,-0.155140644081285,0,0,0,0,0,0,0,0,0,0,0,0.555032153083433,0,0,0,0,0,0,0.0702696720714958,0,0,0,-4.33680868994202e-19,0,-0.0963656870630912,-0.0130359470490999,0.000242931319728337,0,0,0,0,0,0
X600688.SH,0,0.445763284259394,0,0.07416154529994,0,0,0,0,0.0296799172430102,0,0,0,0,0,0,0,0,0,0,0,-0.0876212547517985,0,0,0,0,0,0,0,0.0921665160496524,0,0,0.159148486354958,0,0,0,0,0,0.12035178753521,-0.0480103889201009,0,0,0,0,0,0,0.00072436205263794,0,0.00920068017490118,0,-0.0610511238938966,0.0100270029506202,-0.00581144252168163,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0726315894068229,0,0,0,0,0,0,0,0,0,0.0107875996769987,0,0,0,0,0,0,0,0,0,0.801480220727741,0,0,0,-0.0118772293019168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130219135674398,0,0.0693355695003027,-0.0475955043468112,0,0,-0.134690943047464,-0.011872145407106,0.00733068491702844,0,0,0,0,0,0
