,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600362.SH,X600111.SH,X600188.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X600157.SH,X601158.SH,X000898.SZ,X000709.SZ,X600352.SH,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000630.SZ,X000539.SZ,X600660.SH,X600008.SH,X600219.SH,X002470.SZ,X000027.SZ,X000825.SZ,X600808.SH,X600578.SH,X600315.SH,X000629.SZ,X600098.SH,X600549.SH,X600021.SH,X600307.SH,X601699.SH,X000983.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.480609572685703,0,0,0,0,0,0,0.0125965402982296,0,0,0.241879849332954,0,0,0.151516535227591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082818628912892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048155056869897,0,0,0,0,0,0.00506964606669877,0.00717390201567436,0,0,0,0,0,0
X600028.SH,0.451291854170791,0,0,0,0,0,0,0,0.0527355664952436,0,0,0,0,0,0,0.307978798120924,0,0,0,0,0,0,0,0,0.00412874465131509,0,0,0,0,0,0,0,0,0,0,0,0.0707721460111116,0,0,0,0,0,0.0378328662598913,0,0,0,0,0,0,0,-0.0697415522690107,-0.00740564597745796,0,0,0,0,0,0
X601088.SH,0.0344171336513076,0,0,0,0,0.0722438301102736,0,0.241411210050825,0,0,0,0,0.0650608149754832,0,0.150182686181294,0,0,0.0789299524443413,0,0,0,0,-0.0294927745348824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674564740746845,0,0,0,0,0,0,0,0.242608549055455,0,0,0.00471432960352941,0,0,0,0,0,0,0
X600011.SH,0.0513026935483557,0,0,0,0,0,0.159009825103436,0,0.0451873096855862,0.0899835486856592,0.105810329154832,0.176103065311604,0,0,0.0424963993494562,0.0165208474623213,0.0711904961479028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202706290262936,0,0.0484762041681708,0.123566284396177,0,0,0,0,0,0,0,0,0,0,0,0.00853496219251525,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0135975612972541,0,0,0,0,0,0,0,0.0114217543574129,0.0583721483262762,0,0,0,0.129050498352801,0,0,0,0,0,0.0371765509554545,0,0,0,0.0407483302472697,0,0,0.102223213321203,0,0,0,0,0,0,0,0,0,0.215526191747993,0,0,0,0.129317345868087,0,0,0,0,0.00417216351507964,0,0,0,0,0,0
X600019.SH,0,0.0554828946513205,0,0,0,0,0,0,0,0,0,0.145327590026096,0,0,0,0.106210402774996,0.0367579023262338,0,0,0,0,0,0,0.352087922807594,0.00899265640331318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000567781054860036,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626388678206894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000990983684759791,0,0,0.0934256915023512,0,0,0.174054897260875,0,0,0,0,0,0,0.0147774717959572,-0.020025974562361,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0608460563477879,0.1479976949661,0,0,0,0,0,0,0,0,0,0.0481873490095977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250806690763243,0,0,0,0,0.0660526967657007,0,0.00307284161345922,0,0,0,0.0281848315413204,0.0947872312321323,0.391884215527575,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0.0389166242329933,0,0,0,0,0,0.395417922208133,0,0.0583985999808293,0,0.117576399351568,0,0.179897026861009,0,0,0.185097034694029,0,0,0,0,0,0,0.0401193586896249,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0443020798045703,0,0,0,0.0592262898786366,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181629618771802,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-0.0607941926611724,0,0.165807168275636,0,0.138423182547062,0,0,0,0,0,0.298525682654976,0,0,0.0903964120755379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107568256064564,0.0778734528515995,0,0,0,0,0,0,0,0,0.182855034768534,0,0,0,0,0,0.0227735472591862,-0.00711787555511006,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.273983158622765,0.270134000927493,0,0.112089578780504,0,0,0,0,0.0997558920899938,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0079447621934697,0,0,0,0,0.0431755881451299,0.0214056847047931,0,-1.0842021724855e-19,0,0.00218925359087961,0.00185817779472484,0,0,0,0,0,0,0.0679176170924753,0,0,0,0,0,0,-0.0120322251336701,0,0,0,0,0,0
X600886.SH,0.0118802030044874,0,0,0,0,0,0,0,0.00878769865737012,0.134311036545859,0,0,0,0,0,0,0,0.0456505502797387,0,0,0,0,0,0.1907727735608,0,0,0,0,0,0,0,0.307410657400006,0,0,0.0664843363875822,0,0,0.027992123406569,0,0,0,0,0,0,0.0798912942110123,0,0,0,0,0,-0.0222397830083944,-0.021898042911958,0,0,0,0,0,0
X600362.SH,0,0.093654489188797,0,0,0,0,0.0333913526781078,0,0,0,0,0,0,0,0,0.0413872195163867,0,0,0.131430062515375,0.0221213397584689,0,0,0,0,0,0,0,0,0,0,0.0890384804872353,0,0,0,0,0,0,0,0,0.0712442500903994,0,0,0,0,0,0,0,0.155408059600157,0,0,0,-0.00438450312008901,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.178173757988774,0,0,0.0238713636435924,0,0,0,0,0,0.021581867187927,0.0868701897579506,0,0,0,0,0,0,0,0,0,0,0.0231009370721944,0.0146381210257474,0,0,0,0,0,0,0,0,0,0,0,0,0.320766952076935,0.0402229272677106,0.0190983537088399,0,0,0,0,0.0684325168148054,0.0284531175423403,0,0,0,0,0,0
X600188.SH,0.285111096475977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484707773107291,0.17019407103575,0,0,0.168760778326235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198606070195463,0,0,0,0.0291228338091967,0,0,0,0,0,0
X600688.SH,0,0.604615229693278,0,0,0,0,0,0,-0.0890355069131643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232115009582582,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.16695550979305,0.0990785693732906,0,0,0,0,-0.0541622476623249,-0.0348456977199556,0,0,0,0,0,0
X600027.SH,0,0,0,0.0369047500538894,0,0,0,0,0,0.0658179964727902,0.476394965313057,0,0,0,0,0,0,0,-0.0140431707533862,0,0,0,0.0600864444103938,0,0,0,0,0,0,0.0462474931637927,0,0,0,0,0,0,0,0,0,0,0,0,0.121450671201329,0.0932560788138627,0.0699568808832997,0,0,0,0,0,0.0157604018926838,-0.0108327536646706,-0.256278062807975,0,0,0,0,0
