,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600309.SH,X601600.SH,X600688.SH,X600795.SH,X601992.SH,X300072.SZ,X600188.SH,X600660.SH,X600362.SH,X601991.SH,X002466.SZ,X600547.SH,X600886.SH,X600111.SH,X600027.SH,X600157.SH,X000709.SZ,X000898.SZ,X000959.SZ,X002460.SZ,X600339.SH,X600489.SH,X601158.SH,X000723.SZ,X002271.SZ,X600299.SH,X000883.SZ,X600176.SH,X600219.SH,X600808.SH,X000630.SZ,X600352.SH,X600008.SH,X000792.SZ,X600516.SH,X600578.SH,X000983.SZ,X000408.SZ,X000786.SZ,X000539.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0920749778157786,0,0,0,0,0,0,-0.00181909134334139,0.189218233037149,0,0,0.0213696071983151,0,-0.0153057555488594,0,0,0,0,-0.0528603773421309,0,0,0.0106058626036756,0,0,0,0,0,-0.025763878204574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212001703751248,0,-0.0246486781162752,0,-0.0544037530257948,0,-0.0190408786712339,0.017500712144146,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00248800753451938,0,0,0,0.0337427678879027,0,0,0,0,0,0,0,0.0126244197520312,0,0,-0.145841780047216,0,0,0,0,0,0,0,0,-0.026208998438114,-0.0788097275894594,0,0,0.0784728601197228,0,0,0.0555645719312857,0,0,0,0,0.0133447455944719,0,0,0,0,0,-0.0212336340815605,0,0,0,0,0,-0.109800320734404,0,0,0,0,0
X601088.SH,0,0,0,0.0141588120338593,0,0,0,0,0,0.0229303610427425,0,0,0,0,0,0,0.0463436186421019,0,0,0.0216880618359238,0,0,0,0,-0.00514738496108905,0.0232513863853302,0,0,-0.00930630877071977,0,0,0,0,0,-0.0565624820670874,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,-0.0179018497503324,0,0,-0.0117852754147308,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0836333712055866,0,0,0,0.0436026511869131,0.0503219200282902,0,0.141450528173371,0,0,0,0,0,0,0,0,0.297863691274966,-0.0779532201105533,0,0.0147649551449884,0,0,0,0,0,-0.0675697529827722,0,0,0.283135516208769,0,0,0,0,-0.0745936058162324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0192015152951015,0,0,0,0,0,0,0.232165409672994,0,-0.020386899952389,0,0,0.411807457662082,0,0,0,0,0,0,0.0272900159620914,0,0,0,0,0.0835396667281164,0,0,0,0,0.0386656566114721,0,0,-0.0569466870212686,0,0,0,0,0.204309216043236,0,0,0,0,0.0124039533904562,-0.0922908280785758,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00560821552188071,0,0,0,0,0.080641893512,0,0.0327616921247878,0,0,0.284484663280821,0,0,0,0,0.0847458734080323,0.0878987217594199,0,0,0,0,0,0,0,0,-0.125592009296646,0,0,0.00835692811696025,0,0,0,-0.00791822696836511,0,0.0472888081801848,0,0,0,0.0147446253589228,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,-0.00429978033218723,0.0717683390488674,0,0,0,0,0,-0.0736284210513871,0,0,-0.0695119136562078,0,0,0.0798005002903948,0.0194093048316492,0,0.0115026498026883,0.179710502065257,0,0,0,0,0,0,0,0,0,0,0,0,0.155000841894407,0,0.106676705036798,0,0,-0.0222942324450015,0,0,0,0,0,0,0.0021903886397327,-0.0385923481767635,0,0,0,0,0,0
X601898.SH,0,0,0,0.135917782730059,0,0,0,0,0,0,0,0,0.0235338478766107,0,0.138267631741498,0,0,0,0,0,0,0,0,0,0,0.26376556610974,0,0,0,0,0,0,0,0,0,0.0610015388875896,0,0.0702064417762912,0,0,0,0,0,0,0.0691088445804994,0,0,0,0,0,-0.023239802609601,0.0598987845418937,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.241755991432817,0,0,-0.029608457004407,0.159012713458198,0.409246903750774,0.124658371138439,0,0,0,0,0.129366765282304,0,0,0,0.0312534377506424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00493366879060277,0,0,0,0,-0.000442625768438281,0,0.0989710082576883,0,0,-0.0232236066919072,-0.0125203385412244,0,0,0,0,0,0
X601600.SH,0.126372257306669,0,0,0.0925175701480031,0,0,0.0807103513637676,0,0,0,0,0,0.0624942762408288,-0.00641417501539977,0,0.0287681942701116,0.0592798787999567,0,0,0,0,0,0.234930895794104,0,0,0,0,0,0.152653608945919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178513549841181,0,0,0,0,0,-0.0211011893998318,-0.00511016570507542,0,0,0,0,0,0
