,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002460.SZ,X002466.SZ,X000708.SZ,X600111.SH,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X002271.SZ,X000877.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600219.SH,X600985.SH,X000408.SZ,X000629.SZ,X600688.SH,X002128.SZ,X300037.SZ,X601168.SH,X600157.SH,X002353.SZ,X600801.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.952564207163894,0.195705508803766,0,0,0,0,0,0,0,0,0,0,0,0.138642225858435,0,0,0,0,0,0,0,0,-0.171168228913175,0,0,-0.0195909028745165,0,0,0,0,0,0,-0.0105630235842625,0,0,0,0,0,0,0,0,0,0,0,0,0.0118888282971518,0.128547810033556,-0.110697763025843,0,0.00675323300040202,0,0,0,0,0,0,0,0
X600028.SH,0.531152930670729,0,0,0,0,0.0578099421768669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184636807052524,0.0935566881475236,0,0,0,0.0756605697177656,0,0,0,0,0,0,0,0,0.0544609428633291,0,0,0,0,0,0,-0.111734951001159,-0.09913152564162,0,0,0,0.00618556643376927,-0.00177015670681113,0,0,0,0,0,0
X601088.SH,0.0602052085292294,0.0402699215900802,0,0,0.0634885430678341,0,0,0,0.255683841086567,0,0,0,0,0,0,-0.00844752616425711,0,0,0,0,0,0,0,0,0,0,0,0.0570461814963759,-3.3881317890172e-21,0.0857943815983759,0,0.136576164431543,0,0,0,0,0,-0.048177620128853,0,0,-0.0314428895777704,0,0,0,0,0,0,0.0728123620765622,0,0,0,0.00739544727731814,0,0,0,0,0,0,0
X600309.SH,0.00856682150895368,0,0,0,0.0441458008451831,0.103205455429275,0,0,0,0,0.208786602109078,0,0,0,0.0349082679137628,0,0,0,0.102548314947859,0,0,0,0,0.0189842673288533,0.011069643319677,0,0,0,0.00472502414494032,0,0,0,0.0721168831627719,0,0,0,0,0,0,0,-0.103450981309365,0,0,0,0,0,0,0,0,0,0,0.0251309417103046,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0473791801787063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199235993672249,0,0,0,0,0,0.00312508308270522,0,0,0.691233221279687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199988340850683,0,0,0.10817342908113,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.146803239905411,0,0,0,0,0,0,0,0,0,0,0,0.285582231370609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276851597787227,0.128410156318777,0,-0.0228167129738605,0,0,0,0.296107696929792,0,0,0,-0.179181682423128,0,0,0,0.110695074233021,0,-0.0193259639224799,0,0.0531183317880997,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0293848625124648,0,0,0,0,0,0,0,0,-0.0523583497983961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00330310020861245,0,0,-0.0653730220979174,0,0,0,0,-0.117360333177337,0,0,0,0.653381928849642,0,0,-0.00136207381043961,4.33680868994202e-19,0,0,0,0,0,0
X600011.SH,-0.0962587569504869,0,0,0,-0.101430317796274,0,0,0,0,0,0,0,0.323392867232034,0,0,0,0,0,0,0,-0.161828602174053,0,0,-0.0386991532755124,0,0,0,0,0.860576879068344,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0665532101446381,0,0,0,0,0,-0.0449197633935068,-0.0128187901690255,0.014487755787221,0,0,0,0,0,0
X601898.SH,1.38777878078145e-17,0,0,0,0.189888988461961,0,0,0,0,0,0,0,0,0,0,0.0872928224936154,0,0,0,0,0,0,0,0,0,0.275987803923033,0.153527527553944,0.0262202294327548,0,0.0343362283137056,0,0,0,0,0,0,0,0,0,0.102552490295391,0.088482701078916,0,0,0,-0.144177391686549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.114619428503973,0,0,-0.183288510828326,0,-0.0434424794204059,0,0,0,0,-0.00639204598231363,0,0,0,0,0,0,0,0,0.192686210011161,0.5433290316551,0,0.0501252519753853,0,0,0,0,0,0,0,0,0,0,-0.0446960330768181,-0.0120035667078239,0,0,0,0,0,0.0168087789409188,0,0,0,-0.00307084656646973,-0.017796828668097,0,0,0,0,0,0
