,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600795.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600688.SH,X600027.SH,X600157.SH,X600583.SH,X600309.SH,X601992.SH,X000709.SZ,X601158.SH,X000898.SZ,X600352.SH,X000792.SZ,X600021.SH,X600547.SH,X000539.SZ,X600660.SH,X600808.SH,X600489.SH,X000629.SZ,X000027.SZ,X600008.SH,X002353.SZ,X000060.SZ,X002470.SZ,X000825.SZ,X600307.SH,X000630.SZ,X600219.SH,X600578.SH,X000831.SZ,X600863.SH,X600549.SH,X600315.SH,X002004.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.504374446617546,0,0,0,0.0145520833410453,0,0,0.115708472339888,0,0,0.0423271168741163,0,0,0,0,0,0,0,0.0793544909992908,0,0,0,0,0,0,0,0.0402448953223752,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0312098024979247,0,0,0,0,0,0,0.0119986628131092,0.0200900574687398,0,0,0,0,0,0
X600028.SH,0.543770989455015,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0875156280616788,0,0.0086207844848243,0,0.0439865387565056,0.0895725840216045,0,0,0,0.0960375115231832,0,0,0,0,0,0,0,0,0,0,0.0556620643867393,0.0201530024678823,0,0,0,0,0,0,0,0.00284910914186208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.120923451991031,0,0,0,0,0,0,0,0,0.20411268895839,0,0,0,0.178674950193967,0,0,0,0,0,0.0493343228911123,0,0,0,0,0,0.0566679551089394,0.00229882075941894,0.00350897713038843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838495876326705,0,0,0,0,0.232237392752982,0,0.0380262823099229,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.157330465892898,0.103595797328536,0,0,0.0367899462217476,0,0,0,0,0,0.325220047696512,0,0.0865811214261909,0,0,0,0.0713876468356062,0.117528646451489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280486550753794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0390239713425079,0,0.0557566124809168,0,0,0,0,0,0,0.00750093698319842,0,0,0,0,0,0,0,0.207615311932885,0.311277481997816,0,0,0,0,0,0,0,-0.0277671228874637,0,0,0,0,0,0,0,0,0,0,0,0.0410904724407649,0,0,0,0,0,0,0,0,0.148130914483748,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.00772337943934968,0,0,0,0,0,0,0,0,0,0,0.0283971592149575,0,0,0.0239797701273107,0.00812779229854689,0,0,0,0,0.114357282982727,0,0.249590131273178,0,0,0.0473383692259346,0,0.148199255985947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176043552819423,0,0,-0.0321620004255999,0,0,0,0,0,0
X600795.SH,0.0565748009197213,0,0,0.0574948998518429,0,0,0,0.0325781180893862,0.177292776596041,0,0.24862251972212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587900092560435,0.0152736991411381,0,0,0.0821629556446445,0,0,0,0,0,0,0,0.142376395178142,0,0,0.0292177501208678,0,0,0.0284967587373135,0,0,0,0,0,0.0263703152047766,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.337857172833495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165797488749151,0.0471932656650219,-0.0789411069247715,0.135302631142204,0,0.180490999744596,0.10191548694856,0,0,0.132490607135692,0,0,0,0,0,0,0,0.00666052388500132,0,0.110433539925529,0,0.105771235438489,0.126343641280705,0,0,0,-0.00475305853782445,0.0571008902889926,-0.203784165754289,0,0,0.130573173892523,0,0
X601600.SH,0.239832915645864,0,0,0,0,0,0,-0.0169737330059116,0,0,0.0763749876831976,0,0,0,0.201604453294785,0.0713865310025857,0,0,0,0,0,0,0,0,0,0,0.0934253511549736,0,0,0,0,0,0.28981857876231,0,0,0,0,0,0,0,0,0.0957149795948864,0,0,0,0,0,0,0.00727487883167773,0,-0.0168632727521645,0,0,0,0,0,0,0
X601898.SH,0,0,0.071173867301921,0,0,0.100840265910593,0,0,0.181319325598819,0,0,0.0828323075021968,0,0,0,0,0,0,0,0,0,0.0255134146088778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052763808441689,0,0,0,0.166546050578465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.238425667143733,0.0729439290043763,0,0,-0.094207185347471,0.0875488552254833,0,0,0.0893954761656375,0,0,0,0,0.135211230007685,0,0.067623773588953,0,0,0,0,0,0,0,0.204510147187511,0,0,0,0,0,0,0.0748103389608606,0,0,0,0,0,0,0,0.161037746573995,0,0,0,0,0,0,0,0,-0.021846718154213,0,0,0,0,0,0,0
X600886.SH,0.277506666221005,0,0,0,0,0,0,0,0,0,0.41580461888104,0,0,0,0,0,0,0,0,0,0,0,0,0.123112884831758,0,-0.0118567567213784,0,0,0,0.000156207310192687,0.0153302904361883,0,-1.73472347597681e-18,0.0758100060037005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284417229145694,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0339834866897898,0.0664135426955656,0,0,0,0,0.0968436600773836,0,0,0,0,0,0,0,0,0,0.0224962467201828,0,0,0,0,0,0,0,0,0.0865583340625596,0,0.113402581500511,0,0.0460312132765378,0,0,0,0,0,0,0,0,0.0633378107719257,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0555078211821352,0.24840694082139,0,0,0,0,0.146987807610095,0,0,0,0,0,0.2050010448074,0,0,0.155997339779645,0,0.0530285669329063,0,0,0,0,0,0,0,0,0,0,0.0796718862855003,0,0,0.0466619918291365,0,0,0,0,0,0,0,0,0,0,0,0.069245773484522,0,0,0,0,0,0
X600111.SH,0.11569026351207,0,0,0,0,0,0,0,0.0612275527027662,0,0.0689294770476131,0.0539638181521448,0,0.254294910080752,0,0,0,0,0,0,0.13805873692927,0,0,0,0,0,0.0401088027266017,0,0,0,0,0,0,0,0,0,0,0.007541233006482,0,0,0,0,0,0.00856605559048027,0,0,0.047348302147035,0,0,0,0.0147479819776464,0.0439851622105034,0,0,0,0,0,0
