,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X600176.SH,X600111.SH,X601600.SH,X600010.SH,X600426.SH,X000301.SZ,X002466.SZ,X601898.SH,X600011.SH,X600886.SH,X600352.SH,X600219.SH,X600188.SH,X600801.SH,X600489.SH,X601991.SH,X600486.SH,X600803.SH,X600795.SH,X002353.SZ,X600688.SH,X600299.SH,X002080.SZ,X601168.SH,X000932.SZ,X000830.SZ,X300037.SZ,X600027.SH,X000630.SZ,X600315.SH,X000723.SZ,X601992.SH,X000898.SZ,X600157.SH,X000807.SZ,X600516.SH,X600399.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0640675953282979,0,0,0,0,0.000500078768076656,0,0,-0.0609376527778964,0,0.0675277421018788,0,0,0,0,0,0.0127187450727096,0,-0.00997293068575839,0,0,0,0,0,0,0,0,0,0,0,0,0.0969901840704719,0,0,0,0.00145171107403602,0,0,0,0,0.048245764284906,0,0,0,0,0,0.00298797311398091,0,0,0,-0.00439587152974982,0,0,0,0,-0.00129911517163182,0,0
X600028.SH,0,0,0,0,0,0,0.0698051839908977,0,0,0,0,0,0,0,0,0.0373389164468279,0,0.0497336736718691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356219905786161,0,0,0,0,0,0,0,0.0207524616621416,0,0.0363416490683159,0,0,0,0,0,-0.0107703585188975,-0.0119114267361427,0,0,0,0.0428042582260392,0,0
X600309.SH,0,0,0,0,0,0,0,0.0399821432505795,0,0.053412629068956,0,0,0,0,0.0181145691338187,0,0,0.188591791278863,0.0385246771789119,0,0,0,0,0,-0.0217900853996512,0,0,0,0,0.188892507422295,0,0,0.0981749591561201,0,0,0,0,0,0,0,0,0,0.0695323576581551,0.0856124486423114,0,0,0,0,0,0,0,0,0.0272938736902598,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0859058217957106,0.0454482986984732,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0194287278397997,0.0162717292185539,0,0,0,0.0811294771058613,0.403277124272892,0,0,0,0,0,0,0,0,0,0,0.0359690930915124,0.0845220759293896,0,-0.154190691787029,0,0,0,0,0,0,0,3.46944695195361e-18,0.0810094426263557,0,0,0.0175101817455713,0,0,0,0,-0.030656809117808,0,0
X600585.SH,0,0,0,0.05218682188425,0,0,0.0219640498252923,0,0,0,0,0,0,0,0,0,-0.0455644995296881,0,0,0,0,0,0,0,0,0,0.0715132013309938,0,0,0,0,0,0,0,0,0,0.134152838082589,0,0,-0.0789004091338458,0,0,0,0,0,0,0,0,0,0,-0.0164617845271835,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0472110187580351,0,0,0,6.93889390390723e-18,0,0,0.258907111891346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310047166066251,0,0,0,0,0.0279764012452816,0,0,0.324276489003897,0,0,0,0.170357641551182,-0.049469280635819,-0.00640085655942035,0.000767521299690077,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.740064215284307,0,0.350460095543046,0,-0.262129582820476,0,0,0,0,0,0,-0.250947217480601,-0.0555494112045142,0,0,0,0,0.202788358376039,0,0,0,0,0,0,0.0433719530945863,0,0,-0.00730807603663439,0,0,0,0,0,0,0,0,0,0.035166433432578,0,-0.028750618778254,0,0,0,0,4.33680868994202e-19,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.402516481304053,0,0,0,0,0,0.21900632281194,0,0,0,0.071789177579319,0.0857123438819397,0,0,0,0,0,0,-0.545464136990185,0,0,0,0,0,0,0,0,0,0.457412620402331,0,0.0133565472976759,-1.38777878078145e-17,0,0,0,0,0,-0.0136002501365389,0,-0.0903207668465908,0,0,-0.28159328834391,-0.0352978159804441,0,0,0,0,8.67361737988404e-19,0,0
X600660.SH,0,0,0,0,0,0,0,0.105915551081386,0,0.265482027871318,0,0.00988094351490977,0,0,0,0,0,0,0.000468164525652875,0,0,0,0,0,0.0396797136902208,0,0,-0.113640684601826,0,0,0.042049459698663,0,0,0,0,0.121928657036192,0,0,0.0332988281373253,0.0159827060142203,0,0,0,0,0,0,0,0,0,0.0313635460469243,0,-0.0244252751278036,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0455020511596183,0,0,-0.0465930590295896,0,0,0.217863554960088,0,0,0,0,0.0122853078879847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132639951772145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00303933697381647,0,0,0,0,0,-0.0251164340987146,-0.0591743797871212,0,0,0,0.062759303107694,0,0
X600547.SH,0,0,0,0,0,0,0,0.0773413394020645,0,0,0,0,0,0,0,0,0,0,0,0.0436200513875475,0,0,0,0,0,0,0,0.557103775321772,0,0.0758449912748207,0,0,0,0,0,0,0,0,0,0,0,0,0.0180364015551509,0,0,0,0.0268508855431476,0,0,0,0,-0.0176585077198097,0,0,0,0,0.024389751295719,0,0
