,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X000877.SZ,X002271.SZ,X600011.SH,X601898.SH,X600010.SH,X000708.SZ,X601600.SH,X600547.SH,X600660.SH,X000301.SZ,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000723.SZ,X000786.SZ,X000983.SZ,X600803.SH,X601699.SH,X600219.SH,X000408.SZ,X000807.SZ,X600096.SH,X600795.SH,X601991.SH,X600801.SH,X002080.SZ,X002353.SZ,X601666.SH,X000630.SZ,X600985.SH,X600489.SH,X000825.SZ,X600688.SH,X300073.SZ,X000932.SZ,X600486.SH,X600141.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.178817925735305,0,0,0,0,0,0,0,0,0,0.145724845172921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110379221699406,0,0,0,0,0,0.0162145214582416,0,0,0,0,0.0540935458534371,0.281761328551758,0,0,0,0,0,0,0,-0.0340344759090231,0.0402462026811215,0,0,0.0355321953518058,0,0
X601088.SH,0.112030848211707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027696832175953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127429897435966,0,0,0,0,0,0,0,0,0,0.183491346315344,0,0.291817082533609,0,0,0,0,0,0,0,0,0,0,0.0324284940737072,0,0,0,0.0705486735708057,0,0
X600028.SH,0.0367893996542046,0,0,0,0,0.0199604928853385,0,0,0,-0.059717629031313,0,0,0,-0.0161497786760614,0.00171356369563012,0,0,0,0,0,0,0,0,0,0,0,0,0.039789094115394,0,0,0,-0.0266650956041619,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0513028629520016,0,0,0,0.27738127149267,0,0,0,0,0,0,-0.0169766295601548,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0887456548311191,0,0,0,0.133064393248033,0,0,0.0529670303657593,0.217160583035839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10922096560504,-0.00565233475086138,0,0,0,0,0,0,0,0.042102246836183,0,0,0,-0.00847128421436827,0.0101572197998397,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302305983046097,0,0,0,0.0859081939709631,0,0,0,0,0.0160535326240597,0,0.00840720912555341,0,0,0.452078621899985,0,0,0,0,0,0,0.0333988075969437,0,-0.00775764686054989,0,0,0,0,0,-0.00800338593111465,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.00910446313013421,0,0,0,0,0,0,0,0,0,0.0946034726590432,0,0,0,0.00543125973190529,0,0,0,0,0,0,0.391109518965354,0.133369154684132,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.203890082072201,0,0,0,0,0,0,0,0,0,0,0,0,0.0567255953810936,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0292659843895301,0,0.204445737170301,0,0,0.36642911173694,0,0,-0.0258006573670277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214768602232386,0,0.216102185736111,0,0,0,0,0.104038503538763,0,-0.0336887698273213,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.304755196464867,0.198397319857709,0,-0.0232532259743747,0,0,0,0,0,0,0,0,0,0,0,0,0.374206306826013,0,0,0,0,0,-3.46944695195361e-18,0,0.165208154752786,0,0,0,0,0,0.0514074264349828,0,0,0,-0.269652331327821,0,0,0,0,0.0739097363130972,0,0,0,-0.013625702941927,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0807484074376039,0,0,0,0,0,0,0.0167891985640126,0,0.125547506571487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234833378690298,0,0,0,0,0.192468605578557,0,0,0,0,0.0218629293024011,0,0.0180278315758737,0,0,0.284975308318127,0,0,0,0,0,-0.0118607099725549,0,0,0,-0.0018252682269474,0,0
X600111.SH,0,0,0,0,0,0.0767623386206783,0.311114048009208,0,0,0,0.0442142507820209,0.0913145587697744,-0.109516658061185,0.0436262329220016,0,0,0,0,0,0,0.163934582924517,0,0,0,0,0,0.128621169734651,0,0,-0.102083128043246,0.288426208198579,0,0.053956344568307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155846207661299,0,0,0,0.0431321492963373,-0.00871795602816331,0,0,0,0.00352030438595144,0,0
X002466.SZ,-0.421873099025741,0,0,0,0,0,0.611078765352602,0.135554386246698,0,-0.00785380816303306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736733559613098,0,0.207193901501496,0,0.0186533014109151,0,0,0,0,-0.00867264407729513,0.0605057168238303,0,0,0,0,0,0,0,0,0,0,0,0.090681214236328,-0.0992346176703514,0,0,0,0.0989890147784267,0,0
