,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600688.SH,X600362.SH,X600352.SH,X600188.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X000723.SZ,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X600516.SH,X000786.SZ,X000709.SZ,X002460.SZ,X002466.SZ,X600299.SH,X000629.SZ,X000883.SZ,X600219.SH,X601158.SH,X600985.SH,X002353.SZ,X000553.SZ,X000630.SZ,X000401.SZ,X000027.SZ,X601699.SH,X600426.SH,X600583.SH,X000825.SZ,X600808.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00400606127786966,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00153978881993619,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0.0102846496528354,0,0,0,0.038444248913816,0.0493543138544626,0.0312670614447883,0,0,0,0.0321178709126748,0,0,0,0,0,0,0.0286057405296222,0,0.0214837427233677,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193431543204034,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0315509371375248,0,0,0,0,0.034296746018925,0,0,0,0,0,0.0843162737572677,0.0916606146519851,0,0,0,0.0551193069102794,0.00913605477747629,0,0,0,0,0,-0.029787653858265,0,0,0,0,-0.0123597686585307,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704838545206956,0,0,0,0,0.0634555841543738,0,0.0366793228385188,0,0,0,0,0,0.0822343127402143,0,0,0,0,0,0.130257784165413,0,0,0,0,-0.0578871207675561,0,0,0,0,0.0917109742854312,0,0,0,0,0,0,-0.00494981636568157,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0651579699254364,0,0,0,0,0.065818425266681,0,0,0,0.30525051373465,0,0.0335120122359843,0,0,0.0901846032724517,0,0,0,0,0,0,0,0,0,0,0,0,0.0668115593314834,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154559607563374,-0.00265760660083219,0,0,0,0.0323956698666738,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516643294083081,0,0,-0.0110627810499707,0.176024623222702,0,0.0305429047138174,0,0,0,0,0,0,0,0,0.105964086904976,0,0.0892322797276238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224520044674556,0,0,0,0,0.0278754915691336,0,0
X600309.SH,0,0,0,0.0362129717108416,0,0,0,0,0,0,0,0,0,0,0,0,0.217022195575289,0,0,0,0,0,0,0,0,0,0.0659417195342096,0,0.0882508102006171,0,0,0,0,0,0,0,0,0,0,-0.0675800992153372,0.134840946126188,0,0,0,0,0,0,0,0,0,0,-0.0031933565038629,0.0404582078760483,0,0,0,0.191087893188483,0,0
X600011.SH,0,0,0,0,0,0.0355179265545417,0,0,0.224219194848009,0,0,0.0231034006940232,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0571259630679311,0.124382356334038,0,-0.211236820587574,0,0,0,0,0,0,0,0,0.268691793265803,0,0,0,0,0.121741569593212,-0.192658926203802,0,0,0,0,0,0,0,0,0,0,0.0161568969430897,-0.0135005663686626,0,-0.179255369931973,0,-0.00941787002444927,0,0
X600547.SH,0,0,0,0,0,0,0.00312466209349998,0,0,0,0,0,0,0,0,0,0.0621619218726155,0,0,0,-0.125230506117416,0,0,0,0,0,0.798418748138137,0,0,0,0,0,0,0,0,0,0,0,0.0330280467810551,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.169212937485399,0,-0.078568757871103,0,0,0.0135480579083121,0,-0.12309730125353,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.189312511997718,0,0,0,0,0,0.22143762501783,0,0,0,0.0124355344703809,0.142464481873332,0,0.0408187006106322,0,0,0,0,0,0,0,0,0.0312258189538064,0,0,0,0,0,0,0.0257875130784921,0,0,0,0,0,0,0,0,0,0,0,0,0.00869212058602831,-0.0707164409546037,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0431240913002267,0,0,0,0,0,0,0.108714462365184,0,0,0,0,0.118759913184312,0,0,0,0,0,0,0,0.0338337755545277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330747679263598,0,0,0,0,0,-0.0113866822710342,-0.00327918422754524,0,0,0,0.00242921559513966,0,0
