,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X002466.SZ,X601699.SH,X002460.SZ,X000708.SZ,X000301.SZ,X600010.SH,X600362.SH,X600027.SH,X600111.SH,X000983.SZ,X000877.SZ,X600803.SH,X600426.SH,X600489.SH,X000786.SZ,X601991.SH,X600985.SH,X600160.SH,X002271.SZ,X000408.SZ,X000630.SZ,X000932.SZ,X600176.SH,X000807.SZ,X000933.SZ,X600348.SH,X600219.SH,X601168.SH,X600612.SH,X002128.SZ,X000027.SZ,X600096.SH,X600157.SH,X300037.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0307680301643128,0,0,0,0,0,0.13536903952304,0,0,0,0.234278561671251,0,0,-0.372605378890982,-0.0578420103443146,0,0,0.0703521913263373,0,0,0,0,0,0,0,0,0.062328815063739,0,0,0,0,0,0,0.236072869159817,0,0,0,0,0.0898449314567812,0,0,0,0,0,0,0,0,0,0,0,0,0.00770489273225259,0,0.090821641332068,0,0,0,0
X601088.SH,0.092345492274016,0,0,0,0.370870317277719,0.0625401393950089,0,0.0503963854734933,0,0,-0.0280867360335864,0,0,0,0,0,0.0198438701235927,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.24614879847477,0,0,-0.138873970505528,0,0,0,0,0,0,0,0,0,0,0.126125875508997,0,0,0,0,0,0,0,0,0,0,0,0.00364281022540841,-0.00311993108584253,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0376027242032718,0,0,0.0974425250638422,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164069614084692,0.0243711716482648,0,0,0,0,0,0,0,0,0.477958128265207,0,0,0,0,0,0,0,0,0,0,0,-0.0150363530192105,0,0,-0.0118047517717572,0,0,0,0,0,0,0
X600309.SH,0.0783164287663158,0,0,0,0.174325169578976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059449343216462,0,0,0,0,0,0.0719449984329877,0,0.0985906209441965,0,0,0,0,0.22582070869752,0,0,0,0,0,0,0.0796699736728995,0,0,0,0,0,0,0,0,0,0,0,0,0.00154498852784514,-0.0127590486741989,0,0,0,0,0
X600188.SH,0.069248546326301,0.153785372820627,0,0,0,0.0504286230343865,0,0,0,0,0,0,0.1276292412452,0,0,0,0.21887428315345,0,0,0,0,0.0239233070418189,0,0,0.189419254674624,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.156568914673729,0,0,0,0,0,0,0,-0.0390497512797118,0,0,0.00935200362820515,-0.017136172872357,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.417104812889834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697096193357865,0,-6.93889390390723e-18,0,0.0459360106478169,0,0,0,0,0,0.0502985492499064,0.198321890423493,0,0,0.0719719361616237,0,0,0,0,0,0,0.0881400531740276,0.00591095097292066,-0.0261884894628711,0.12914255781228,0,0,0,0,0
X600019.SH,0,0,0,0,0.0150175399368788,0,0,0,0,0.0847748309772932,0,0,0,0,0,0,0.0698596695727408,0.0887949859309156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144846166561481,0,0,0.309588947519023,0,0,0,0,0,0.129961457341424,0,0,0,0,0,0.00803570669285025,0,0,0.00835793800975473,-0.00156994833077228,0,0,0,-0.0293866549615932,0,0
X600011.SH,0.169830455782453,0,0,0,0,0.139483082255665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345391549694984,0,0,0,0,0,0,0,0,0,0,-0.00646563286926359,0,0,0,0,0,0,0,0,0,0,0,0.100123776123583,0,0,0,0,0,0,-0.00207533296230004,0.0690537931794512,0,0,0,0,0
X600585.SH,0.177716753783979,0,0,0.124099744941441,0,0,0,-0.0150229612108633,0,0,0,0,0,0,0,0,0,0.141518085168316,0,0,0,0,0,0,0,0,0,0.0124935678043972,-0.0565189640414991,0,0,0,0,0.0449468423214418,0,0,0,0.0937889218498517,0,0.0167202118128629,0,0,0,0,0,0,0,0,0,0,0,0.0150934598249775,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.102756750950282,0,0,0,0,0,0,0,0.387452502756073,0,0,0.0921361953223072,0,0,0,-0.100151264211653,0,0,0,0,0,0,0,0,-0.0529564794530984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597724952164512,0,0.0679378616810235,-0.0173711349395907,0.0249515119164039,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.051505441327653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138148251694461,-0.178745685574959,0,0.0264278712677851,0,0,0,0,0,0,0,0,0,0,0,0,0.0439295908722075,0,0,0.0375394972935587,-0.011121552316922,0.289457804363402,0,0,0,0,0
X601600.SH,0.245808938109052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242895766168256,0.0948506256824423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334213248042961,0,0,0,0.00850531241056667,0,0.0685323871481787,0,0,0.191890535696516,0,0,0,0.214785140802216,0,0,0,0,0,0,0,0,-0.0256896778269013,0.0202820828432273,0,0,0,0,0,0
X600547.SH,0,0,0,0.0535832909976006,0.0244033516940199,0,0,0,0,0,0.0244614426083141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576426361828332,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.033520957303791,0,0,0.0321815127542077,0,0.0726399212142234,0,0,0,0,0,0,-0.0869612591632892,0,-0.00439281995589665,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.178476551177074,0,0,0,0,0.302917413018686,0,0,0,0,0,0,0.0250970213033698,0,0,0,0,0,0.04766880488386,0,0,0,0,0,0,0,0,0.0713050987013763,0,0,0,0,-6.93889390390723e-18,0,0,0.0894259436068201,0,0,0,0,0,0,0,0,0,0,0,0.00113979051691522,-0.00769319799221755,0,0,0,0,0,0
