,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600176.SH,X000786.SZ,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600426.SH,X600795.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X000301.SZ,X000932.SZ,X002466.SZ,X600803.SH,X002353.SZ,X600219.SH,X600529.SH,X000027.SZ,X600315.SH,X300037.SZ,X002075.SZ,X600486.SH,X002409.SZ,X000723.SZ,X600612.SH,X601158.SH,X000898.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0152760238186497,0.0407646718954247,0.0683268518327585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371328774185902,0.088937678909964,-0.0166491518033119,0,0,0,0.030962479574594,0,0,0,0,0,0,0,0,-0.0256233351011641,0.0074547818170163,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00703237040147403,0,0,0,0,0.00813161711063545,0,0,0,0.0326232083435204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572931992994658,0,0.0375811644291834,0,-0.0238133681820984,0.0596553566390926,0,0,0,0,0,0.0436336598704322,0,0,0,0,0,-0.032054047415406,0.0181803848100752,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0287353544410556,0.00835623405480507,0,0,0,0,0,0,0,0,0,0,0,0.335526282410033,0.150085823030815,0,0,0,0,0,-0.0148398752656076,0,0,0,0,0,0,-0.0213331102147228,0,0,-0.0199189335577306,0,0,0,0,0,0,0,0,0,0,0,0,-0.00455440827605082,0.00878569834968847,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700430062784774,0,0,0,0.0667794192028288,0,0,0,0,0,0.0462235734290217,0,0,0,0,0,0,0,0,0,0,0,0.0933093535321052,0,0,0,0,-0.0628946277991601,0.00107032998633008,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.387454354345101,0,0,0,0,0.0698773438358786,0,0,-0.0456525665114978,0,0,0,-0.085046356735505,0,0,0.084991800390475,0,0,0,0,0.445240145295413,0,0,0,0,0,0,0,0,0.226039499414636,0,0,0,0,0,0.0193218043225742,0.0756911368392383,0,0,-0.199259439316157,0,0,0,0,0,0,0,-0.0391238772476555,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0688530313922626,0,0,0,0.0358019441920114,0,0,0,0,0,0,0,0,0.462154449880684,0,0,0,0.0109092738327722,0.0285824592554302,0,0,0.0434468664932586,0,0,0,0,0,0,0.015075887845161,0,0.0513304285595287,0,0,0.010084742251975,0,0,0,0,0,0.252951142595333,0,0,0,0,0,-0.0218439268907785,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0480919938395338,0,0.000465901728835938,0.019030750222951,0,0,0,0,0,0.019025143587758,0.0482972051016567,0,0.0203526300320087,0,0,0,0,0,0,0,0,0,0,0,0.10079460609077,0,0,0,0.0429972007012044,0,0,0,0,0,0,0.0822276733325147,0.150094001987714,0,0,0,0,0,-0.0252929629837389,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.021435821994497,0,0.0654701796781182,0,0,0,0,0,0,0.0702700808087579,0,0,0,0,0.051941639645631,0,0,0,0,0,0,0,0,0,0.139738881172504,0,0,0,0,0,0.321591893858983,-0.0691884755603861,0,0.0983764935980128,0,0.0856132080661872,0,0,0,0,0.0266638197749789,-0.0573660541930458,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0294615868148459,0.0949731737660384,0,0,0,0.0625907530798658,0,-0.00762184807754135,0,-0.000608861712315811,0,0,0,0,0,0,0,0,0,0,0.239898280168026,-0.119837458725605,0,0,0,0.0335342723639612,0.0622953708637418,0,0,0.0774153555802982,0,0,0,0,0,0,0.0703324200310061,0,0,0,0,0.183333980559852,0,0,0,0,0,-0.0258775613528731,0.0412234605304635,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182022421784894,0,0,0,0,0,0,0,0,0,0.0533388880019884,0,0,0,0.0265442680035838,0.620876329684821,0,0,-0.0649739943716712,0,0,0,-0.132989798673194,0,-0.0071704511363552,0,0,-0.033377545407889,0.103243631525494,0,0,0,0,0,0,0,0,0.0438125158397101,0.00725576603575324,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.219966443816894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490122086446812,0,0,0,0.0749361661792547,0,0,0,0.00984544455098096,-0.0799843596103606,0,0,0,0,0,0,0.00224449435470652,0,0,0,0,0.17466095300619,0.055464119057269,0,0,0,0,0,0,0,0,0,0.025528918217955,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.141224700678182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974163177021109,0,0,0,0,0,0,0,0,0,-0.129499644294424,-0.0450730973911678,0.478915354421364,0.0969029974844187,0.0486068206138721,-6.93889390390723e-18,0,0,0.0628322932806563,0.192071981892896,0,0,0.168959504355039,0,0,0,0,0,0,-0.0548594183153871,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0488257733634685,0,0,0.0396862845914166,0,0,0,0,0,0,0,0.12039001526234,0,0.238360217922191,0,0,0,0,-0.0748994035499678,0,0,0,0,0,0,0.0314144174023444,0,0,0,0.0426721311076227,0,-0.064888330897399,0,0,0,0,0.159220161899754,0,0,0,0,0.00437917430010883,-0.0146658067728057,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,-0.0605292623516108,0,0,0,0.0551775754462719,0.153379137900919,0,0,0,0.22031134946626,0.153693365287948,0,0,0,-0.0567250030135388,0,0,0,0.0308134236788772,0.310828255185102,0,0,0,0,0,0,0.134181996011741,0,0,0,0,0.0447258374349803,0,0,-0.0340311462608492,0,0,0,0,0,0,0.0280966304049736,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.144069966945654,0.11152783873247,0,0,0.304319000100537,0,0,0,-0.220091367494318,0,0.332344143986935,0,0,0,0,0,0.377251008732189,0,0,0.0977398202448526,-0.10119040461635,0,0,0,0,0.0123622286475621,0,0,0,0.0151133055590367,0,0,-0.260199405861003,0,0,0,0,0,0,0,0,0,0.00209636633545559,0,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165153370129865,0.0679077004745781,0,0,0,0,0,0,0,0,0,0.0296072129836297,0,0,0,0,0,0.0835108695268109,0,0,-0.0480345248287173,0,0,0,0,0.0169942961710761,0,-8.67361737988404e-19,0,0.0362835587353965,0,0.14115434882051,0.0168632717109486,0,0,0,0,0.0908760781370237,-0.0380654257979789,0.0388950477482048,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0335602851992436,0,0,0,0.0996837340707274,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.286626152805685,0,0.025777864097919,0,0.0595330073308044,0,0,0,0,0,0,0,0.0195282280764656,0,0.00351993141103119,0,0.000851519444443061,0,0,0,0,0.0105107003850207,0,0,0,0,0,0,0,0,-0.0275174273074703,0.0210544477098402,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.019969003494765,0,0,0,0,0,0,0.461941231159557,0,0,0,0,0.0807346539366802,0,0,0,0,0,0,0,0,0,0,0,0.0340433405660304,0,0,-0.01466814076364,0,0,0,0,0,0,0.0476882857757341,0,0,0,0,0,0.0303164042919854,0.0110800306153424,0,0,0,0,0,0
