,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X600111.SH,X600010.SH,X000708.SZ,X601699.SH,X600426.SH,X000301.SZ,X600362.SH,X000877.SZ,X000983.SZ,X600027.SH,X600803.SH,X002271.SZ,X600489.SH,X601991.SH,X600160.SH,X600176.SH,X600985.SH,X000807.SZ,X000786.SZ,X000630.SZ,X000408.SZ,X000932.SZ,X600612.SH,X000933.SZ,X300037.SZ,X600219.SH,X600995.SH,X002128.SZ,X600348.SH,X600688.SH,X000629.SZ,X000723.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.530259586553477,0.282268219317274,0,0,0,0,0,0,0,0,0,0,-0.184938884062049,0,0,0,0,0,0.0322478048059556,0,0,0,0,0,0,0,0,-0.360640397887495,0,0,0,0,0,0,0,0,0.00343169858512503,0,0.129435092785376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278030878658603,0,0
X600028.SH,0.645949234632241,0,0,0,0,0,0,0,0,0.0366918256345764,0,0,0,0,0,0,0,0,0,0,-0.0522261179730293,0,0,0,0,0,0.100324369234025,0,0.0753783453271497,0.0923006548645616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113840031493112,0,-0.106808811489273,0,0,0,0,0,0.00732753487966711,-0.0201809082130358,0,0,0,0.0123413456966415,0,0
X601088.SH,0.0928372267802683,0.0638210793643807,0,0,0.0724940681513703,0,0.197571627690457,0,0,0,0,0.0799540046667867,0,-0.057744273122023,0,0,0,-0.0225221795331101,0,0,0.0408422825597044,0,0,0,0,0,0,0,0,0,0,0,0.116069506125689,0,0,0,0,0,0,0,0,-0.15471025436518,0,0,0,0,0,0,0,0,0,0,0.00889480980396466,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492101743726084,0,0,0,0,0,0.167930877356329,0,0,0,0,0.139697834673317,0.0792545364294879,0,0,0,0.0730244942561393,0,0.198963446260286,0,0,0,0,0.314967191907281,0,0,0.258632078352552,0,0,0,0,0,0.0386027798968121,0,0.496449277726698,0,0.00964553626920586,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.275341593425977,0,0,0.101916718981077,0,0,0,0,0,0,0,0,0,0,0.224440717971475,0,0,0,0,0.139741653314992,0,0,0,0,0,0.0173119729134504,-0.0152679931137039,0.106900824554913,0,0,0,0,0,0.000338031002395351,0.219627720702292,0,0,0,0,0,0,0,0,0,0,0,-0.0081557319365076,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.254201401588429,0,0,0,0.00375891265687023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142623592620465,0,0.637350310213701,0.25906441509077,0,0.154785996464313,0,0,0,0,0,0,0,0,0,-0.0232121894143611,0.0164778685611691,0,0,0,0,0,0,0
X601898.SH,1.73472347597681e-18,0,0.163864994329244,0,0.322675641075224,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0504896565628685,0,0,0,0,0,0,0.0682781436445719,0,0,0,0,0,0,0,0.00243830273575196,0,0,0,0,0,0,0.0504299681837174,0,0,0,0,0.0162308444866941,0,0,0,0,0,0,0,0,0,0,0,-0.0114948825674361,0,0,0,0.0417343553722803,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.183278140019492,0,0.00613100153096902,0,0,0,0,0,0,0,0,0,0,0,0,0.266606008555709,0.104647196050754,0,0,0,0,0.0605933782717991,-0.0167415130413489,0,0,0,0,0,-0.00561740117114375,-0.117144874694711,0,0,0,0,0,0,0,0,0,0,-0.0109701493133696,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.00993036517296457,0,0,0,0,-0.0231437642792305,0,0,0,0,0,0,0,0,0,0,0.0453165138157012,0,0,0.35378573292171,0.0338754929881749,0,0,0.235732416953728,0,0,0,0.0210201038658695,0,0,0,0,0,0,0,0,-0.0957625705905613,0,0,0,0,0,0,0,0,0,0,0.00301865312940696,0,0,0,0,0,0
X600547.SH,0,0.118805739110652,0,0,0.0315938541412723,0,0,0,0,0,0,0,0,0,0,-0.0713783695227545,0,0,0,0,0,0,0,0,0,0.0107925100204887,0,0,0.0549571366736597,0.474157976886244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022602270287062,0,0,0,0,0,0,0
