,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X002466.SZ,X000301.SZ,X600111.SH,X000786.SZ,X600010.SH,X600188.SH,X600426.SH,X600886.SH,X600176.SH,X600011.SH,X000027.SZ,X600795.SH,X600803.SH,X601991.SH,X600219.SH,X600352.SH,X600489.SH,X600801.SH,X000932.SZ,X000807.SZ,X600688.SH,X000408.SZ,X000898.SZ,X002353.SZ,X300037.SZ,X000825.SZ,X002080.SZ,X600315.SH,X601699.SH,X600157.SH,X000959.SZ,X600486.SH,X000830.SZ,X600299.SH,X600027.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0532405614028992,0,0,0,0,0,0,0,0,0.0490813735688201,0,0,0,0.0301022612188417,0,0,0,0.13035831200677,0,0.11120240809574,0,0,0,0.00797117941441779,0,0,0,0,0,0,0,-0.0152235705788637,0,0.106156500783718,0,0,0,0,0.0391339696449129,0,0,0,0,0.027559094737845,0,0,0,0,0,0,0,0.00442989681095984,0,0,0,0.00311929948018336,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379526555015999,0,0.104455214802363,0,0,0,0.00847086507529281,0,0,0,0,0,0,0,0.0287428676288929,0.0611484576526683,0,0,0.0778280122740874,0,0,0,-0.0945692525002775,0.0359072362838767,0,0,0,0,0.0898113023136562,0,0,0,0,0.0662671957944097,0.0298485160613661,0,0,0,-0.0259426372441293,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157220926081264,1.35525271560688e-20,0,0.127339292651366,0,0,0.103569543790207,0,0,0.0568124602743552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066601145828303,0,0.030277292407068,0,0,0,0,0,0,0.0182978143555938,0,0,0,0,0.0112162206265596,0,0
X600309.SH,0,0,0,0,0,0.0614340778161054,0,0,0.0562027014793166,0,0,0,0,0.0385377516023648,0,0.0475874237906344,0,0.154532895384498,0,0,0.224710345974689,0,0.127006313756448,-0.081783570886852,0,0,-0.092378037956276,0,0,0,0,0,0,0,0,0,0,0,0.074186325973501,0.0533196209372822,0,0.0112738992080117,0,0,0,0,0.112900746457047,0,0,0.0194563013676099,0,0,-0.0918074774569267,0,0,0,-0.00842178556855988,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00700361980398639,0,0,0,0,-0.0367742543613568,0,0,0,0,0,0,0.110133409922555,0.0863091668507037,8.36871414908111e-05,0,0.00649352020722622,0,-0.0164951544609862,0,0,-0.0217892518290815,0,0,0,0,0.0487522566970872,0,0,0,0,0,0,0,0,0,0,-0.0262868672030648,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.231222582499544,0,0,0,0,6.93889390390723e-18,0.704630152710025,0,0,0,0.0891804966455193,0,0,0,0,0,0.0435886081417297,0,0,0,0,0,0,0,0,0.0316988816007185,0,0,0,0,0.0365109471744038,0,0,0,0,0,0,0,0.018234988084824,0,0,0,0,0,-0.031596977136338,0,0,0,-0.00104990967231676,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220752064061374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39094238996877,0.100256415342557,0,0,0,0,0,0.171396321028403,0,0,0,0,0,-0.00109560037737519,0,0,0,0,0,0,0,0,0,0,-0.0250124761397474,0,0
X002271.SZ,0,0,0,0.0126745862422109,0,0,-0.029900418165074,0,0,0,0,0,0,0,0.044245428445332,0.0278381159366973,0.16552504826406,0,0,0,0.13199282185568,0,0,0,0,0,0,0,0,0,0.0225235640885773,0,-0.0891855208866033,0.0406328086110823,0,0.21427149286652,0,0,0,0,0.0408084395672894,0.0640768417276059,0,0,0,0,1.73472347597681e-18,0,0,8.67361737988404e-19,0,-0.0827977406411111,0,0,0,0,0.0206520975522661,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.129514357240555,0,0,0.126010582687736,0.15993800978923,0,0,0.112993241316155,0,0,0,0,0,0,-0.130402060111832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145534824001929,0,0.0313973370430452,0,0,0,0,0,-0.0764653562142984,0,0,0.057377842358031,0,-0.0272396607339939,0,0,0,0,-0.0274424878038119,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0117695264461369,0,0,0,0,0,0,0,0.193610134859349,0,0,0,0,0,0,0,-0.0536507053243865,0,0,0,0,0,0,0,0,0.0808291888273504,0.212984406616805,-0.0508091671716271,0.253473390311608,0.281116274902163,0,-0.099411614437971,0,0.119070250091205,-0.0510081234001999,0,0,0,0,0.234912003205055,0,0.0912424613029405,0,0,0,0,0,0,0.00784345592083963,0,0
