,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600309.SH,X600688.SH,X601992.SH,X601600.SH,X600795.SH,X300072.SZ,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X002466.SZ,X600886.SH,X600547.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X000959.SZ,X600339.SH,X002460.SZ,X600489.SH,X601158.SH,X000723.SZ,X600299.SH,X002271.SZ,X000883.SZ,X600176.SH,X600008.SH,X600219.SH,X600352.SH,X000630.SZ,X600808.SH,X000792.SZ,X600578.SH,X000786.SZ,X000408.SZ,X000983.SZ,X000539.SZ,X600583.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.0027122928026673,0,0.00856526680928109,0.185626341923704,0,0,0,-0.0143600963434992,0,0,0,0,0,0,0,0,0.0476285870313407,0,0,-0.0201664543073899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142103729177591,0.00156679302268792,-8.67361737988404e-19,0,0,-0.0328461401993896,0,-0.0205193400509706,0.0194272194756769,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0417753812780154,0,0,0,0,0,0,0.00226127278022106,0,0,0,0,-0.158199546617884,0,0,0,0,0,0,-0.0250418222490587,0,-0.0580549805568658,0,0,0,0.06339626409422,0,0.0253594175030691,0.0173488787266488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0982733807720141,0,0,0,0,0
X601088.SH,0,0,0,0.0362831328466856,0,0,0,0,0,0,0,0.0343693260683674,0,0,0,0,0,0.0324086776219595,0,0,0.0329368386444687,0,-0.0416435336386278,0,0,0.0170781882309104,0.00655794050309727,-0.00477100696230812,0,0,0,0,0,0,-0.0495250749855509,0,0,0,0,0,0,0,0,0,0,0,-0.00515909801314132,0,0,0,-0.0105100129665511,0,-0.00696335982363034,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.00679205928817528,0.142034639997279,0,0.0360228138621242,0,0.0808281433474128,0,0.0644357140749995,0,0,0,0,0,0,0,0.3087678131358,-0.0591954639140475,0.0932196588515545,0,0,0,0,0,0.109946254160146,0,0,0,0,0,0,0.0801819887492276,0,0,0,0,0,0,0,0,0,-0.014883852538256,0.0384851780381967,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224197628358566,0,-0.0339893259231655,0,0,0.437347010678987,0,0,0,0,0,0,0.0488364801324285,0,0,0,0,0,0,0.12003685919869,0,0,-0.0712569452713417,0,0,0,0.0243987247293312,0,0,-0.00520863929011411,0.228344653496402,0.0463096994535698,0,0,0,0,0.0103346907968038,-0.0808760739178651,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147644279322609,0,0.0476538134766466,0,-6.93889390390723e-18,0.299731320244013,0.0288188558644288,0,0,0,0,0.0887727516416554,0.0605413594455233,0,0,0,0,0,0,0,0.00276139827014287,0,0,0,-0.14458476662661,0,0.0207645465353754,0.0289753272305829,0,-0.065094647871702,0,0,0,0,0.00371875052559013,0.0506312054116106,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0720061512868945,0,0,0,-0.0488912372747717,0,0,0,0.0587404808176979,0,0.00735667113437433,0.200908085740268,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0795505756064124,0,0,0.0999228040721916,0,0,-0.0171372511556282,0,0,0.0656850932501081,0,0.0190389759208887,0,0,0,-0.0396035773351326,0,0,0,0,0,0
X601898.SH,0,0,0,0.336430878956157,0,0,0,0,0,0,0,0,0,0,0,0.115751889740289,0,0,0,0,0,0,0,0,0,0.0568822668531895,0,0,0,0,0,0,0,0,0,0.119566419696435,0,0,0,0,0,0,0,0,0,0.0654789031630027,0,0.0883482097564699,0,0,-0.00467764484093716,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0689579433513158,0,0,0.141798779577799,0.176667361096069,0.27849004463712,0,0,0,0,0,0,0.0906951171641371,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0372789082776608,0,0,0.0152572650646079,0,0,0,0,0.0579269216168458,0,0,0,0,0.138881590998448,0,0,0,-0.0238428409080318,0,0,0,0,0,0,0
X600688.SH,0,0.236562856551396,0,0,0.11217382463055,0,0,0,0.0263394203175665,0,0,0,0,-0.0285487924613348,0,-0.065525550780741,-0.0190694524283779,0,0,0,-0.0249384221702268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553332728879882,0,0,0,0,-0.0212251618701344,0,0,0,0,0,0,0,0,-0.00116693920047311,-0.0554244367829719,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,-0.0298070209949706,0,0,0,0,0,0,-0.0103367332334325,0,0,-0.127976723549104,0,0,0,0.417810947110347,0,0,0,0.200988094698826,0,0,0.507010013797049,0,0,0,0,0,0,0.301870332380078,0,0,0,0,0,0,0.13323960996649,0,0,0,0.130970485969354,0,0,-0.025207276429162,0,0,0,0,0,0,0
X601600.SH,0.19097850162238,0,0,0.0391343060527235,0,0,4.33680868994202e-19,0,0,0,0.0574054903067397,0,0,-0.00826983865058828,0.0574992734471004,0,0,0,0,0,-0.000394750740242645,0.234066863912127,0,0,0,0.0800001986728422,0,0.112891261689619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241830016453877,0,0.0169745242835828,0,0,-0.0214925999611478,0,0,0,0,-0.0960046197587535,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,-0.0317149220248951,0,0,0,0,0,0,0,0,0,0.0617205789470883,0.0627365001219408,0.0801774421011875,0,0,0,0,-0.0229341118396882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100704634698597,0,-0.0554756219799623,0.00803275587068263,0.15873033917923,0,0,0,-0.0106143454254908,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.527262495004355,-0.130599049426116,0,0,0.736034104267519,0,0,0,0,0,0,0,0,0,0,0,-0.444710569465062,0,0,0,0,0,0,0,-0.0341186057396894,-0.51101192610859,0,0,0,0,0,0,0.256049301520615,0,0,0,0,0,0,-0.0476657665005565,-0.120618615095792,0,0,-0.180564957179057,0,0,-0.0711018394005356,0.0803598509704538,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.155651534298884,0,0,0,0,0,0,0,0,0.0212683224110362,0,0,0,0,0,0,-0.0466699977286879,0,0,0,0,0,-0.0124640700670615,0.0455191405759625,0,0,0,0.130571728505676,0,0.169611070686278,0,0.121372897879027,0,0,0,0,0,0,0,0,0.0570886896746473,0,0,0,0,0,0.00795010944407474,-0.0321935318631322,0,0,0,-0.152062682815008,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.142834163789303,0,0,0,0,0,0,0,0,0,0,0,0.00438233327591884,0,0,0,0,-0.164333468372985,0,0,0,0,0,0,0,0,0.22116063551154,0,0,0,0,0,0.0994983406579042,0,0,0.197487224105808,0,0,0,0,-0.0216709213176277,-0.092736863187722,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173238809595695,0,0.0762644444595646,0,0,0.0216856380041291,0,0.0343572135179978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457365297974773,0.0129597782502614,0.246065012406138,0,0,0,0,-1.73472347597681e-18,-0.0688445281840934,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.316063251421202,0,0,0,0,0,0,0.0404932787867309,0,0,0,0,0,0,0,-0.0177333638206431,0,0.0861963846526917,0.161250593215751,0,0,0.041371582168033,0,0,0,0,0,0,0.0490181462872345,0,0,0,0,0,0,0,0,0,0.144284101780912,0,0,0,0,-0.0102561274739055,0,0,0,0,-0.0400181882215539,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0.0279203770588137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0746419988613778,-0.0824646982381859,0.608856813463226,0,0,0,0,-0.199465490881764,0,0,0,0,0,0,0,0,0,0.115263250412053,-0.0720702546688363,0.200994490935347,0,0,0,0.106440355911811,-0.0157310574158685,0.0310624352468675,-0.118554673407045,0,0,0,0,0
X600886.SH,0,0,0,0,0.213423490013587,0,0,0,-3.46944695195361e-18,0,-0.104895817789733,0,0,0,0.0988052994918108,0,0.0113193171500721,0,0,0,0,0.0315205828896949,0.0758492141663075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061227046540736,0,0,0,0,0,0.0441439251643219,-0.0818532623015217,0,0,0.05715460708899,0,-0.0929605496246151,0,0.00400656787635105,-0.00978781587238673,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.512731104420145,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.29077369151325,0,0,0,0.0337719487441485,0,0,0,-0.0325996541432294,0,0,0,0,0,0.0364053063996704,0,0,0,0.088581044163391,0,0,0,0.109494036527884,0,0,0,0,0,0,0.044001971851442,0.143076228809586,0,0,-0.571650525350487,0,0,-0.0462497587189663,0.0609345523476639,0,0,0,0.715064289708228,0,0
X600027.SH,0,0,0,0,0,0.208564924537259,0,0,0,0,0.0231048703095902,0.479273621897485,0,0,0,0,0.0610981404118469,0,-0.0639444185957482,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.12287845900357,0,0,0,0,-0.0157732606431048,0,0,0.0365118657917197,0,0,0,0,0,0,0,0,0,0,0.0617122561102137,0,0,-0.0118209856871524,-0.00568591108719103,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333859002642918,0,0,0,0.123158198847578,0,0,0,0,0,0,0.613315379842121,0,0,0,0.117706609978203,0,0,-0.136511484749297,0,0,0.19423481870168,0,0,0,0,0.012346703784515,0.237764394800913,0.29155094431918,0,0,0.257390746388038,0,0,0,-0.00917832516601912,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0.0631565066673263,0,0,0,-0.0116496132633632,0,0.042851884680066,0,0,0,0,0,0.0171316796067511,0,0.107408967102133,0,0,0,0.0112542196547465,0.0727115009670175,0,0,0,0,0,0,-0.0235532439315481,0,0,0,0,0,0,0,0,0.0549726117214582,0.0534011366235881,0.0495104726502861,0,0,-0.00330702164783325,-0.015064670690901,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363506678126388,0,0,0.10480234575851,0,0,0,0,0,0.0162191464624262,0,0,0.065426292784681,0.0113705055028905,0,0.125512877529504,0.273098263357571,0,-0.0590327951317355,0,0,0,0.150807785781893,0,0,0,0,0,0,0,0,0,0.155027771075415,0,0,0,0,-0.0134474573570895,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.524107256836902,0,0,0,0,-0.0122067052744399,0,0.0222084786330965,0.0630980300214056,0,0,0,0,0,0.16605565123288,0,0,0,0,0,0,0,0,0.115380940252696,0.091239639259511,0.0216843010290498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106252746820715,0.0733585657253452,0,0,0,0,0,-0.00729711575722417,1.73472347597681e-18,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713483009925363,0,0,0,0,0,0,0,0,0,0,0,0.318949550598755,0,0,0.473038896828197,0,0,0,0,0,0,0.0338406012527903,-0.269869268932865,0,0,0,0,0,0
X600339.SH,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110830184539183,0,0,0,0,0,0,0,-0.193333368461928,0,0.00238080701068986,0,0,0,0,-0.0754991278198249,0,0,0.18289879280882,0,0,0,0.487506121901966,0,0,0,0.199102297517832,0,0,0.330833510451304,0,0,0,0.0277008530191003,0,0,0,0.692180317781069,0,0
X002460.SZ,0,0,0,0,0,0.119874753119869,0,0,0.0398774063729442,0,-0.0587647632897091,0,0,0,-0.245000126102271,0,0,0,0.784694971993229,0,0,0,0,0,0,0,-0.0063731221742907,0.228172233052001,0,0,0,0,0,0,0,0,0.0309512216638154,0,0,0,0,0,0,-0.120446031598611,0,0,0,-0.15147632674467,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.135773888314213,0,0.0473099100814016,0,-0.056720721932356,0,0.0810796805651278,0,0,0,0.104703225636563,0,0,0,-0.0348555412227483,0,0,0,0.140334547345523,0,0.0450041777176034,0,0,0.116366978032769,0.0584508280542743,0,0.0929000459713588,0,-0.0211749689401248,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871047225795375,0,0,0,0,0,0,0.0644336108074076,0,0,0,0.0719427918235598,0,0.0567472610417689,0,0,0,0,0,0,0.0388268964254609,0,0.137146046944015,0,0,0.0210353656537719,-0.111621336078526,0,0,0,0,0.051745144145702,0,0,0,-0.00386489612552865,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,-0.0863126483510282,0,0,0.0550571000199404,0,0,0.10094536833117,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677206222334138,0.0131606580062254,-0.0534211541921113,0,0,0,0,0,0
