,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600111.SH,X600019.SH,X002466.SZ,X002271.SZ,X600660.SH,X000301.SZ,X600010.SH,X000708.SZ,X601600.SH,X600362.SH,X601898.SH,X600188.SH,X600547.SH,X600426.SH,X600176.SH,X600011.SH,X600219.SH,X600886.SH,X000408.SZ,X000786.SZ,X000825.SZ,X600803.SH,X300037.SZ,X000932.SZ,X600399.SH,X002409.SZ,X601991.SH,X600795.SH,X000807.SZ,X000959.SZ,X002080.SZ,X000898.SZ,X600486.SH,X600549.SH,X000027.SZ,X600352.SH,X600489.SH,X002192.SZ,X002145.SZ,X000830.SZ,X000630.SZ,X601168.SH,X000723.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.064181502518785,0,-0.020820354287531,0,0.0734882821893068,0,0,0,0,0,0.0471763536697975,0,0,0.0399706011554165,0,0,0,0,0,0,0,0,0,0,0,0,-0.0401839948857627,0,0,0,0.0156869279318568,0.0831308856091069,0,0,0,-0.0169577052834775,0.0911597879619863,0,0,0,0,0,0,0,0.0750053494635837,0.0153561525448999,0,0,0,0,0,0,0,0,0
X600028.SH,0.0179831597409708,0,0,0,-0.0346216963484309,0,0,0,0,0,0,0.0647700883647451,0,0,0,0,0,0.0294037296700963,0,0.0661890409071637,0,0,0,0,0,0,0,0,0,0,-0.0234614757549864,-0.00965658591394808,0,0,0.0409072370433111,0.0181656797485493,0,0,0,0,0,0,0,0,0,0,0,0,0.00227015382556379,0.0289074426350815,0,-0.0100527727001733,0.0412956283401839,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.194898770804035,0,0,0,0,0,0,0,0,0,0,0,0,0.321584990606008,0,0,0,0,0,0,0,0,0,0,0,0.0290468085009649,0,0,0.0165011854194116,0,0,0,0,0,0,0,0,0,0,0,0,0.000179923956272225,0,0,0,-0.020924073384417,-0.00917711122374827,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0242632600603932,0,0,0,0,0,0,0,0,0.0579730509760014,0,0.00340659256112387,0.242664843701968,0,0,0.00802398498014563,0,0,0,0,0.0477842045694042,0,0,-0.0602466741240692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110309131781692,0,0,0,0,0,0.0248704417898761,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.13465384241152,0,0,0.136729085998623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195320651844265,0,0,0.136072136932513,0,0,0.0771959604425724,0,0,0,0.0187188150608817,0,0,0,0.114423540408502,0,0,0,0.361255687894947,0.0190684687776328,0.158986189744178,0,0,0,0,0,0.0109922371005249,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0910589710620039,0,-0.0428155693169529,0.0116451784290046,0,0.113143017753836,0.00509884150169068,0,0,0,0,0,0,0,0.13495409233684,0,0,0,0.0134816717577994,0.108813101973399,0,0,0.0109819307731581,0,0,0,0,0,0,0.110214416004928,0,-0.0578028240677915,0,0,0,0.0693501530759365,0,0,0,0,0,0,0,0.0027360362087276,0,0,0.114946396634529,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,-0.0216683475830199,0,0,0,0.112699623596522,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.103880478064026,0,0.105566661562131,0,0,0,0,0,0.061668455909476,0,0,-3.46944695195361e-18,0.0227347822605423,0.317767649410785,0.0730800170213433,0,0,0.156271677945367,0,0,0,0,0,0,0,0,0.0267798499411905,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0252371249222588,0,0,0,0,0.0226773996407384,0,0,0,0,0,0,0,0,0.0577148844209069,0,-0.0718134036790557,0,0,-0.0956591123520832,0,0,0,0.0692018934738469,0,0.435849950922788,0,0.0624036280408131,0,0,0,0,-0.0328594962279448,0,0,0,0,0,0,0,0.0361900124894652,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-6.93889390390723e-18,0,0.130418851473842,0,0,0,0,0,0,0,0,0.342317589644195,0,-0.340808898766384,0,0,0,0,0,0,0.159694074727183,0,0.0902313243902733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380121919105932,0,0,0,0,0,-0.000973724381944056,0,-0.299032917308252,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.121981194552413,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206374641190363,0,0,0,0,0,0,0,0.0129971923203177,0.089803811566572,0,0.0285893777419715,0,0,0,0,0,0,0.0876636729989174,0,0,0.162847490689406,0,0,0,0,0,0.144057777671774,0,0,0,0,0,0,0.123262123295258,-0.08840851474962,0,0,0,0,0,0
