,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X600583.SH,X000883.SZ,X601992.SH,X002353.SZ,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X600315.SH,X000831.SZ,X000825.SZ,X600660.SH,X600352.SH,X601699.SH,X600808.SH,X000027.SZ,X600549.SH,X000630.SZ,X000983.SZ,X600307.SH,X600578.SH,X600490.SH,X000959.SZ,X000937.SZ,X002470.SZ,X600863.SH,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0400307198146407,0,0,0,0.0102609601544911,0,0.00482283585113025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013898738702882,0,0,0,0,0.0082692391538228,0,0,0,0,0,0,0,0,0,0.0714159730954773,0.0665355379148515,0,0,0,0,0,0,0,0,-0.00078431059225008,-0.00385610496189459,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0536523644995437,0,0,0,0,0,0,0,0,0,0,0,0.010865865836817,0,0,0,0,0.129199557470766,0,0.0504705389611657,0,0,0,0,0,0,0,0,0.0206097800492501,-0.116325513045133,0,0,0,0,0,0,0,0,0,0,0,-0.0377861530388059,0,0.114901333550836,0.0554581944481637,0,-0.0090145347001067,-0.000716474812002832,0.0955718940842984,0,0,-0.0289014043088796,0,0
X601088.SH,0,0,0,0.108462973434352,0.0140546592743943,0,0,0,0,0.05296222738408,0,0,0,0,0.260525769373146,0,-0.0328447723502114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050590668074633,-0.00449015050842173,0,0,0,0,0,0.0822357823162924,0,0,0,0,0,0,0,-0.00210783897809887,-0.00357482655649243,0,0,0,0,0,0
X600585.SH,0,0.0324043181035781,0,0,0,0.10020987821936,0,0,0,0.102105969590107,0,0,0,0.120527625269063,0,0,0,0,0,0,0,0.0254639439194481,0,0,0,0.00832549709501188,0,0,0,0,0.0242012297282571,0,0,0,0,0,0,0,0,0.116614725484149,0,0,0,0,0,-0.026069755516871,0,0,0,0,-0.00983839243984644,0,0,0,0,-0.0125578791915262,0,0
X600011.SH,0,0,0,0,0,0.100285985039917,0,0,0,0,0,0,0.11911322254901,0.0611384685780827,0,0.11498599496681,0,0,0,-0.0996410374904029,0,0,0,0,0,0,0,0,0,0,0.132858209233326,-0.00957021436972687,0,0,0,0,0,0,0,0,0,-0.0526996999147086,0.00804860220939588,0,0,0,0,0,0,0,0.0018120541586333,0,0,0,0,-0.146053637600475,0,0
X600019.SH,0,0,0,0,0.0628038235396047,0,0.00176852427123506,0,0,0.102169934950295,0,0,0,0.0445962379240908,0,0,0,0,0,0,0,0,0,0,0,0,0.267866318847572,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501929264042674,0,0,0,0,0,0,0.0872096127880895,0.0935723482822136,0,0,0.0911356566283322,0,0,0,-0.0111019111329566,0.0208202447276971,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0415613276704227,0,0,0.114782788286528,0,0.142656532588096,0,0,0,0.0623439435237898,0.0870593421641671,0,0,0,0,0,0.0605094289142502,0,0,0,0,0,0,0.189466217503117,0,0,0.0937394386097169,0,0.104921394747741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180757235660428,-0.0211498714120221,0,0,0,0,0,0
X601991.SH,0,0,0.105224498166277,0,0.0128228733571144,0,0.00874707100662468,0,0,0,0,0,0,0,0,0.133872579889662,0,0,0.0231801930597208,0.018868379994072,0,0,0,0,0,0,0.100946047046059,0,0.156730118282401,0,0,0,0,0,0,0,0,0,0,0,0,0.151256504579453,0.0234953213703764,0,0,0,0,0,0,0,0.01810271999997,-0.0352507443296636,0,0,0,-0.0181722181894557,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0133691035122417,0,0,0,0,0,0,0,0,0,0,0.0795514867827465,0,0,0,0,0,0.0492432115237506,0,0,0,0.0757796713175128,0.0653508604394494,0,0,0,0,0,0.193127612376474,0.0154015283748546,0.0250600577228319,0,0,0,0,0,0,0,0.152520093909896,0,0,-0.0134181297471678,0.00981365269635781,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.333601877599664,0,0,0.0331983017375184,0,0,0,0,0,0,0,0.0239014552029568,0,0,0,0.0972191246656218,0,0,0,0,0.0325227628201692,0,0,0,0.00979703275994758,0,0,0,0.0235316220234397,0,0,0.0217203386535873,0.124884796207995,0,0,0,0.177835408494243,0,0,-0.00587301049340232,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121967411853121,0,0,0,0,0,-0.0385363955774513,0.0323349806247445,0,0.113970096528481,0,0,0.0762822348609978,0,0,0,0,0,0,0,0,-0.0737387822168051,0,0,0,0,0,0,0,0.0348956796792152,3.85354006632796e-05,0,0.130963745705465,0,0,0.0663124261068699,0,0.00381166665459872,0.0134681479998139,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.23455223743937,0,0,0,0,0,0,0,0,0,0,0,0,0.11086906852917,0,0,0,0,0,0,0,0.245979964137817,0,0,0,0.0248727716703217,0,0,0,0.143284462662412,0,0,0.0194747627814041,0.00195913406553559,0,0,0,0,0.0548839168250686,0,0,0.00187804292804481,-0.00750879582743215,0,0,0,-0.0312318078237189,0,0
X600886.SH,0,0,0,0,0.139055952023679,0,0,0,0,0,0,0,0,0,0.070981867598634,0,0.0893856946375319,0,0,-0.0333277402457754,-0.0791590367284652,0,0,0,0,0,0,0,0,0,0.2700016031031,0,0.106036992783419,0.1435000536027,0,0,0.0429163860504474,0,0,0,0,0,0,0,0,0,0.0694871339432885,0,0.0281874141651049,0,0.0020524957952524,0.0218376711647007,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.231148294286746,0,0,0,0,0,-0.189478289924735,0,0,0.338815278039897,0,0,0,-0.104029205907044,0,0,0,0,-0.11345066894442,0,0.0111474346625054,0,0,0,0.0576055451931248,0,0,0.0613398446098806,0,0.0599768363649208,0,0,0,0,0,0,-0.124532320681694,0,0,0,0.246863245203975,0,0,0,-0.00805033727619973,0,0,0,0,-0.0521049051882769,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.193001262720398,0,0,0,0.172481019557171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451471760942759,0,0,0,0,0,0,0,0,0.0332630334916156,0.230318517572423,0,0,0.0420073814694116,0.119873594517683,0,-0.00727035852809406,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.144609187276663,0,0,0.110355657148576,0,0.190295635287054,0,0,0,0.0382871476758544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308138130129782,-0.0372738982028754,0,0,0,0,0,0,0,-0.0005946422389011,0,0,0,0,-0.0528891445251054,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.275438203615798,0,0,0,0,0,0,0.0947846729262815,0,0.107961109562918,0,0,0,0,0,0.0380090415909721,0,0,0,0.0860731131337189,0,0,0,0,0.146541835169567,0,0,0,0.0769495189677999,0,0,0,0,0.0113323274194442,-0.0906288527546962,0.0634658636065717,0.0729533559405032,0,-0.0056398521871849,-0.00824431099939258,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121676654056021,0,0,0,0,0,0.0197252282010418,0.131976801314086,0.0552783347841104,0.118614272790474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124153652610271,0,0,0,0.0561348140065478,0,0,0.026157560516104,0,0,-0.0488365919473036,0,0,0,0.00478898494152698,0.00478448432074971,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0.0758327955757185,0,0,0,0,0,0,0,0,0,0,0,0,0.153678531651266,0,0,0,0,0,0,-0.0493877058719365,0.00630110043793088,0,0,0,0.0440241104872379,0,4.33680868994202e-19,0,0,0,0,0,0.0141014269220526,0,0.107916258609603,0,0,0,0,0,0.00858270026202572,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288492577026798,0.125138306837985,0,0,0,0,0,0,0.263235780397188,0,0,0,0,0,0,0,0.183282973228742,0,0.202314026786966,0,0.641142157580994,0,-0.172619981006163,0.161463617908497,0,0,0,0,0.101265856450353,-0.000937970077204274,-0.382407344165612,0,0.11752407421679,0,0,0,0,0.0256982423175273,-0.0337170164349867,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.184647242680392,0,0.103185701351896,0.0635223239656947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289314166467673,0,0,0,0,0,0,0,0.0208857373444556,0,0,0,0,0,0,0,0.0316710634602614,0,-0.00584016175514288,-0.0236298853586974,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.166726387297562,0,0,0,0,0,0,0,0,0,0,0.0554004342305122,0,0,0,0,0,0.160243040313871,0,0,0,0,0,-0.0506597004729168,0.0725004752021829,0,0,0,0,0,-0.0836494822970763,0,0,0.0525496903289188,0,0,0.346364050251069,0,0.0303023500296513,0.0200191255973301,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0.0707230679366329,0,0,0,0.0642798910199843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554727635507242,0,0.101417245570742,0,0.0424539593485944,0,0.0626584805876795,0,0,0,0,0.0112896757969888,0,4.33680868994202e-19,0.0590202905886183,0,0,0,0,0.0321493729681027,0,0.0230926600622769,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341131345760727,0,0,0.0709405456873367,0,0,0,0,0,0,0,0,0,0,0,0,0.000254128188390887,0,0,0,0,0,-0.0510131630510378,0.197425242010568,0,0,0,0,0,0.139876481104243,0,0,0,0.273493371899556,0.0418739295927822,0,0,0,-0.0544306190323462,0,0,0,-0.0151629193768184,0,0
