,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600795.SH,X601600.SH,X600547.SH,X601991.SH,X002271.SZ,X600027.SH,X600426.SH,X600803.SH,X600362.SH,X600176.SH,X000983.SZ,X000723.SZ,X601699.SH,X000408.SZ,X000629.SZ,X600348.SH,X600096.SH,X600995.SH,X600141.SH,X600160.SH,X000786.SZ,X600219.SH,X000933.SZ,X600157.SH,X300073.SZ,X002080.SZ,X002353.SZ,X600549.SH,X000807.SZ,X600985.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.031176611392269,-0.0411871897302753,0,0,0,0,0,0,0,0,0,0,0,-0.044767101143358,0,0,0,0,0,0,0.270391835580544,0,0.131673952353417,0,0,0.00456114954438615,0,0,0,0,-0.0262696069435833,0,0,0,0,-0.0281172773384317,0,0,0,0,0,-0.0259945116190438,0,-0.0139375281436961,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.312775919278604,0.268266096384429,0,0,0,0.126231589069737,0.0847852194277897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872252093411529,0,0,0,-0.0903572339839777,0,0,-0.0176707038203361,0,0.0276628536349943,0,0,0,0,0,0,0,-0.0994615733370366,0,0,0.151802198135209,0,0,0.023743804984268,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0111906072223886,0,0.0512848096571869,0,0,2.16840434497101e-19,0,0,0,0,0.0400911213691605,0,0,0,0,0,0,0,0,0,0,0.0192126225562561,0,0,0.0841671501461523,0,0,0,0.0092987446442317,-0.00932928244182936,0,0,0,0,0,0,0,0,0,0,0.0211695621215357,0,0,0,0,0,0.0150399823270706,0,0,0,0,-0.00757650836182649,0,0
X600309.SH,0,0,0,0,0,0.0264879498161095,0,0,0,0.0768929129978153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914102528341598,0,0,0.084370400395553,0,0,0,0,0,0,0,0,0,0.0184474644826847,0,0,0,0,0,0,0,0.0121003360032507,0,0,0,0,0,-0.00607569691883509,0,0,0,0,0,0
X600188.SH,0,0.214922127005598,0,0,0,-0.0312262929731317,0,0,0,0.606962666367354,0,0,0,0,0,-0.0516082770019481,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.119212851825141,0,0.022975464502406,0,0.0224889292409486,0.0166876845052107,0,0,0,0,-0.00205943385483526,0,0,0,0,0,0,0.0354639494383823,0,0,0,0,-0.113677586292772,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.566376639871792,0,0.325500533487664,0,0,0.0187544878831033,0,0,0,0.0485446784154241,0,0,0.0555175254990791,0,0,0,-0.12994245600425,0,0,0,0,0,0,0,0,0,0.204994964453387,-0.140509849502169,0,0,0,0.0315904088370107,0.0227507144494404,0,0,-0.122657542080887,0,0,0.00336149603368807,0.226050884866452,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.259981018285629,0,-0.356460188019619,0,0,0,0.0684955059750779,0,0,0,0,0,0,0,0.0544899187266403,0,0,0,0.0693495669895244,0,0,-0.14162546393158,0,0,0,0.203207620518139,0,0,0.0367691407731267,0.0433010120361126,0,0,0.174212922194108,0,0,0,0.00371072128135556,0,0.0285221394174368,0,0,0,0,0,0,0,0.0846657401040056,-0.068960246947518,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0814808143086975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109639399743084,0,0,0.0158365389781583,0,0,0,0,0,0,0,0.00934381764613203,0,0,0.0452637329284411,0,0.00419295074895281,0,0,0,0.217833746803511,0,0.0644800001663541,0,0,0,0.0220321936448284,0,0,0,0.021193602608565,0,0,0.0294250375855891,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.240054814950629,0.166940995178585,0,0,0,0.11776420621106,0,0,0,0,0,0.0464947931934431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104143632729006,0,0,0,0,0,0.155831080559567,0,0,-0.00589953925223438,0,0,0.0264037898336894,0,0,-0.0517941764340163,0,0,2.16840434497101e-19,0,0,0,-0.0214791267603417,0,0
X601898.SH,0,0.0715123920690754,0,0,0.0922873553578611,0,0,0,0,0,0.0118296799291139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222164445467,0,0,0,0,0,0.0808125857660623,0,0,0,0,0,0,0,0,0,0.167053636008168,0,0.0285682106667113,0.0667282726863012,0,0,0,-0.0493819630135499,0,0,0,0,0,0
