,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600886.SH,X600795.SH,X600188.SH,X600309.SH,X600688.SH,X600583.SH,X600027.SH,X002353.SZ,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X000883.SZ,X000629.SZ,X600315.SH,X600489.SH,X600490.SH,X000709.SZ,X000825.SZ,X600547.SH,X000831.SZ,X600352.SH,X000539.SZ,X601699.SH,X600660.SH,X000630.SZ,X000983.SZ,X600549.SH,X600307.SH,X000937.SZ,X000960.SZ,X000959.SZ,X000027.SZ,X600578.SH,X600516.SH,X002470.SZ,X600157.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0522837945717321,0,0.0268342452132985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364612426092462,0,0,0,0,0.0500113662458289,0,0,0,0,0,0,0.0108433895327085,0,0,0,0,0,0,0,0,0,-0.0169550013745534,0.0268930802139942,0,0,0,0,0.0417286723339755,0.00307776883274497,0,8.16388355915457e-05,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0272801606050853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185078445918663,0,0.0959877896247248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.172476770201832,0.0727484112636914,0,0.019305294443747,0,0,0,0.000342061352298416,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0516414784021536,0,0,-0.0262755414579367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332100533018377,0,0.00383762023116092,0.0758305286770349,-0.0263099922028514,0,0,0.0848893489844162,0,0,0,0,0,-0.00546557775681557,0.00959388157252159,0,0,0,0,0,0
X600585.SH,0,0.223058576668937,0.158135937016004,0,0,0,0.0401927736483889,0,0,0.035785673786202,0,0,0,0,0,0.0367227973103698,0,0,0.0924228239618215,-0.0769009450414941,0,0.0925939596393834,0,0.0111398529072736,0,0,0,0.0495904108584286,0.107186949586259,0,0,0,0.0610877821035952,0,0.100318607660888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0330314144822525,0,-0.0140097939694696,0,0,0,0,-0.0167851183371188,0,0.224612762706195,-0.0823044051619109,0.0962817995916757,0,0,0,0,0,0.211252269690054,0,-0.0960137626636678,0,0,0,0,0,0,0,0,0,0,0,-0.0118982724822144,0,0,0.138586512970839,0,0.00966721387042037,0.0804637133065241,0,-0.0528877464571188,0,0,0.0226861814635203,-0.00185101352743119,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.118600758168263,-0.0981638633939054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183779080587917,0.155158280257286,0,0,0,-0.0265001368938243,0,0,0,0,0.0641014437601075,0,0,0,0,0.0906224811388748,0.169398694681567,0,0.108032580389685,0,0,0,-0.109335005221811,-0.0301671310932953,0.186344799761873,0,-0.00437560107493993,0.0124478611766355,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0267471115850948,0.113980458133805,0,0,0,0,0,0.0165447930046955,0,0,0,0,0,0,0,0,0.120092880541711,0,0,0,0,0.078005674046386,0,0.0660076147303321,0,0,0,0,0.152130139904329,0,0,0,0,0,0,0,0,0.0967034566022666,0,0,0,0,0,0,0.00867984045104718,0,0,0.00251108618304883,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.0641667240697297,0,0.112120347134656,0,0,0,0.0301336640993347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400250872861264,0,0.00576194940198183,0,0.0475331381900063,0,0,0,0,0,0,0,-0.0264191484590563,0,0,0.0606144769070882,0,0.178638333941701,0,0,0,0,0,0.0125417480695815,-0.0271115116514851,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0387664361851058,0,0,0,0,0.0408979862814788,0,0,0,0,0,0.0577113671147506,0,0,0,0,0.0077882544158104,0,0,0,0,0.0272557132601618,0,0,0,0,0.0825570104555314,0,0,0,0.255025307727718,0.0728027698049116,0,0.0666390784468072,0,0,0,0,0,0,0.00831977393942927,0,-0.00647097797834594,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0147647825221048,0,0,0,0.0467587144654465,0,0,0,0,0,0,0.268346947961504,0,0,0.403100983888843,0,0,0,0.0278748978403022,0,0,0,0,0,0,0,0,0,0.17600233565409,0.0927700519226347,0,-0.178948279698214,0.102245604309253,-6.93889390390723e-18,0,0,0,0,0,0,-0.0622954401101537,0.0670573063995754,0,0,0,0,0,0
