,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X600362.SH,X000792.SZ,X600795.SH,X000708.SZ,X002466.SZ,X002460.SZ,X600010.SH,X600111.SH,X600027.SH,X601699.SH,X000301.SZ,X600489.SH,X000983.SZ,X600160.SH,X600426.SH,X600803.SH,X000877.SZ,X601991.SH,X000630.SZ,X600985.SH,X000933.SZ,X000786.SZ,X000807.SZ,X601168.SH,X000408.SZ,X600176.SH,X002128.SZ,X600612.SH,X600219.SH,X000932.SZ,X000883.SZ,X600096.SH,X600348.SH,X601666.SH,X002271.SZ,X600295.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.208550782403196,0,0,0,0,0,0.202108917673586,0,0.179869935490634,0,-0.0612945829673847,0,0,0,0,0,0,0,0,-0.00319703220006818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767909299482638,0,0,0,0,0,0,0,0,0,0,0,0,0.0149680379939225,-0.0141254162864714,0.0811727828289382,0,0,0,0,0
X601088.SH,0,0,0,0,0.158136069370711,0,0,0.190745449496583,0,0,0,0,0,0.0243367676480205,0,0,0,0,-0.0435399337967037,0,0,6.93889390390723e-18,0,0,0,0.130076675353865,0,0,0,0,0,0.0147230226351237,0.000628722449787539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135121485937137,0,0.121359562934587,0,0,0,-0.0271313859581613,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276041535359321,0,-0.0417768177556611,-0.0890868801329163,0,0,0,0,0,0.0520970111962029,0,0,0,0,0,0,0,0,0,0,0.0495373416019129,0.0606691005159834,0,0,0.273264206786869,0,0,0,0,0,0,0,-0.11790724311571,0,0,0,0.0105073435132373,0.00535403505925017,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383042233794524,0,-0.0373641855600366,-0.0734241290694698,-0.0250557227238039,0,0.0709658595477999,0,0,0,0,0,-0.0399818680342232,0.18711595213908,0.16598508652343,0,0,0,0,0.084753083386379,0,0,0,0,0,0.20965564828294,0,-0.110237896156915,0,0,0,0,0,0,0,0,0,0,0,-0.0939363253528896,0,0,0,0,0,0
X600188.SH,0,0.0360146950805313,0,0,0,0.188267970551514,0,0,0.062052601002957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340293023331556,0,0.0228983804191889,0.0743917055254695,0,0,0,0,0,0,0,0,-0.000980604481031764,0,0,0,0,0.201132244372963,0,0,0,0,0,0,0,0,0,0,0,0,0.00449140351819234,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.524189096919297,0,0,0.0569247631303529,0,0,0,0,0,0,0,-0.0628809953371482,0,0,0,0.41897016172763,0,0,0,0,0,0,0,0,0,0.287089494947575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0777069199817117,0,0,0,0,0,0,0,0,0,0,0,0,0.0877312088085498,0.0583252432714134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188392863265316,0,0.122556664940832,0,0,0,0,0,0.0524766394536573,0,0,-0.0157586806863665,0,-0.0221248433840205,0,0,0,0,0
X600011.SH,0.0159251796805574,0,0,0,0,0.0638935863096225,0,0,0,0,0,0,0,0,0,0.432747800866111,0,0,0,0,0,0.177915745911527,0,0.0849548126084643,0,0,0,0,0,0,0.168919942960871,-0.00444243930771797,0,0.00985012957438429,0,0,0,0,-0.0588287232416862,0.0867472972538703,0,0,0,0,0,0,0,0.0146301326981597,0,0,0,0.00770241588052496,-0.0404512411092004,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.173259593351658,-0.091653250551822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596501326263843,0,0,0,0,0,0,0,0,0.275367677451221,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-8.67361737988404e-19,-0.0343894796336238,0,0,0,0,0,0
X601600.SH,0.0864030369208847,0,0,0,0,0,0,0,-0.0345384488048051,0,0,0,0,0,0,0,0,0,-0.077210106441364,0,0,0.23098887596026,0,0,0,0,0.0619577552117309,0,0,0,0,0,0,0.066629564921374,0,0.255358809964248,0.150601031875467,0,0.0606192543374888,0,0.111188970516262,0,0.0514216287758443,0,0,0,0,0,0,0,0,0,0.00907568263888378,0.263606182845625,0,0,0,0,0
