,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X600352.SH,X600362.SH,X600188.SH,X600795.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X600176.SH,X000786.SZ,X000709.SZ,X002460.SZ,X600516.SH,X002271.SZ,X002466.SZ,X600489.SH,X000629.SZ,X600299.SH,X000883.SZ,X000553.SZ,X600219.SH,X601158.SH,X600808.SH,X000630.SZ,X600985.SH,X600583.SH,X601699.SH,X000027.SZ,X000401.SZ,X600339.SH,X000301.SZ,X000825.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0598176462683171,0,0,0,0,0,0,0,0,0,0,0,0,-0.00683930233889082,0,0,0,0,-0.00365959578614339,0.0755894249541905,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0768431825882235,0,0,0,0,0,0,0,0,0,0.097361576801566,0.073099899394445,0,0.0318297553191406,0,0,0,0,0,0,0,-0.00801184185508064,0,0,0,0.000966286903159198,0,0
X600028.SH,0,0,0.111457663909051,0,0,0,0,0.0262388642293456,0,0,0,0,0.147371419954933,0,0,0,0,0,0,0.0279097794786369,-0.0132346976511659,0.0100294868291836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565285836468487,0,0,0,0,0,0.0382810761064215,0.0103204418121152,0,0,0.0357016176447542,0,0,0.0723881459905665,0,0,-0.0217806778955516,0,0,0,-0.00767790608701247,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716837696770521,0,0.0472925056321865,0,0,0,0.231944572759253,0,0,0,0,0.0235212192620447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377887066842457,0,0.0373388346858849,0,0,0,0,0,0.0474917016046248,-0.108590436689127,0,0,0,0.00604047833187199,0,0
X600585.SH,0,0,0,0,0,0.100281852632207,0,0,0,0,0,0,0,0,0.116145518000237,0,0,0,0,0,0.0174954888771654,0.44356989186948,0,0,0,0,0,0,0,0.0211324913234146,0,0,0,0,-0.0676362276615878,0,0,0,0,0,0,0,0,0,0,0.0103544016320808,0,0,0,0,0,-0.00949459998667492,0,0,0,0,0.0104004807162521,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688157022669456,0,0,0.051717572223219,0.251576980047371,0,0,0,0,0,0,0.00364531787669554,0.00829742700284468,0,0,0,0,0.0651342924813538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499513081947251,0,0,0,0.00986567936073336,0,0
X600309.SH,0,0,0,0.163946979319417,0,0,0,0,0,0,0,0,0,0,0,0.196932781520912,0,0,0,0.0922724370968186,-3.46944695195361e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0.180556565289603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249557331935571,0,0,0,0,0.00149843072750246,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0680701141408354,0,0,0,0,0,0,0,0.21783981123369,0,0,0,0,0,-0.0553823076549174,0,0,0.303341347156825,0,0,0,-0.00590213421993266,0,0,0,0,0,0,0,-0.0898617893906288,0,0,0,0.258003138313966,0.0258267280645408,0,0,0,0,0,0,0,0,0,0.036549225331446,-0.0168493850013708,0,-0.0726911467554713,0,0.0279175321352798,0,0
X600010.SH,0,0,0,0,0,0,0.324653974503986,0,0,0,0,0,0,0,0,0.00577904180693855,0.139962060886301,0,0.0276814218597346,0.0212582956952341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369588579807758,0,0,0,0.109310790719382,0,0,0.0374226218590597,-3.46944695195361e-18,0,0,0.0667852023707859,0.0544398306525771,0,0,0,0,0,0,-0.0455710627691473,0,0,0,-0.0458417104473144,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306635990880873,0,0,0,0,0,0,0,0,0,0,0,0,0.875327313072782,0,0,0,0.0795835195835402,0,0,0,0,0,0,0,0,0,-0.0204598591154542,0,0,-0.0252652424460612,-0.056456885588444,0.00929044558347529,0,0,0,0,0.0109702265453882,0,0
X601600.SH,0,0,0,0,0,0,0,0.239664323802008,0,0,0,0,0,0,0,0.0181736521009963,0.308750256475125,0,0,0,0.0358982719136917,0,0,0,0,0,0,0,0.0422024368594773,0,0,0,0,0,0,0,0,0,0,0,0,0.0525082102293197,0,0,0,0,0,0,0,0.170967902473078,0,0,-0.0420445570107464,0,0,0,-0.0167694789905662,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.306945887445509,0,0,0,0,0,0,0,0,0,0,0.019489502941881,0,0.00597537872079759,0,0,0.0618801082317088,0.0266434924674013,0,0.0136656948728804,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0571433139617835,0,0,0,0.0503978876702577,0,0,0,0,0,-0.00287449043987977,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147542614904402,0,0.18289059948528,0,0.067646696141815,0,0,0,0,0,0,0,0,0.18533574211652,0,0,0,0.0308340343559345,0,0,0,0.0176824345752632,0.00884433324800337,0,0,0,0,0,0,0.0540355154478552,0,0,-0.0524211096245358,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013495780778405,0.00294480975486505,0,0,0,0.0297981313984643,0,0,0,0,0.114583069890587,0,0,0,0.10436775158041,0,0,0,0,0.0169696250445267,0.0471080247394765,0,0,-0.0141685918690619,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179652235929809,0,0,0,0,0.024168255127568,0.0415902510969945,0.00986370422824167,0,0.162795583673885,0,0.0240770928018105,0,0,0.0345353024112044,0,0,0,0,0,0,0.027450295018348,0,0,0,0,0,0.032466701037967,0,0,0,0,-8.67361737988404e-19,0,0.0277914461072684,0,-0.0541091966088967,0,0,0,0,-0.0250111553227215,0,0
X600886.SH,0,0,0,0,0,0.0453171687366364,0,0,0,0,0,0,0,0,0,-0.0896799801517586,0,0.000897901304856504,0,0,0,0,0,0,0.160230280985772,0,0,0,0,0,0,0,0,0.0474493301418574,-0.10924655424983,0,0.174973820164433,0,0,0,0.0833968823848121,0.105666494362001,0,0,0.0539027614859225,0,0,0,0,0,0,0,0.0165965268059531,0,0,0,-0.0225618602270574,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297511096645934,0.123265773569771,0,0,-0.196796686925129,0,0.0324426321887938,0,0,-0.336916286708863,0,0,0,0,0,0,0.0997608061452843,0,0,0,0.383294571978938,0,0,0,0,0.363805075700704,0,0,0,0.044353027629526,0,-0.200496617947822,0.354189010949766,0,0,0,0.0315489537253483,0,0
X600362.SH,0,0,0,0,0,0,0,0.227956705835,0,0,0,0,0,0,0,0,0,0,0,0.0450333018493678,4.33680868994202e-19,0.102427201936685,0,0,0,0.00469394216058797,0,0,0,0.0412088570831588,0,0,0,0,0,0,0,0,0,0,0,0.0112436504225874,0.111747356897843,0,0,0.0129766680109137,0.100775991624086,0,0,0.168515197425268,0,-0.0209095506174831,-0.040353438728334,0,0,0,0,0,0
