,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X600188.SH,X600362.SH,X600111.SH,X600583.SH,X601992.SH,X002075.SZ,X601158.SH,X600309.SH,X000539.SZ,X000898.SZ,X000027.SZ,X002353.SZ,X600352.SH,X600021.SH,X000883.SZ,X002470.SZ,X601918.SH,X000629.SZ,X000878.SZ,X000792.SZ,X600660.SH,X600808.SH,X600863.SH,X600307.SH,X600578.SH,X600098.SH,X000060.SZ,X000825.SZ,X600489.SH,X600008.SH,X600315.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.771569008411005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0784168517499109,0,0,0,0,0,0,0,0,0,0,0,0.0220576735685002,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0450140323948787,0,0,0,0.127666009100755,0,-0.0846255874716728,0,-0.0139574879034376,0,0,0,-0.193138825010775,0,0
X600028.SH,0.439128556581398,0,0,0,0,0.128661284585078,0.0815904566960261,0,0,0,0,0,0,0,0,0,0,0,0,0.0763233616280771,0,0,0.0428555335164248,0,0,0,0,0,0,0,0,0,0.0703055174607862,0,0,0,0,0,0.00296037284437092,0,0,0,0,0,0,0,0,0,0,0.0159880852063628,0,0,0,0,0,0,0
X601088.SH,0,0.252875789456288,0,0.0395081152185227,0.177635462602302,0,0.105971541877595,0,0,0,0,0.000814887004116388,0,0,0,0,0,0,0,0,0,0,0,0.0776353509257409,0,0,6.93889390390723e-18,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0540159774069411,0,0,0,0,0,0,0,0,0,0,0,0.0150162929728997,0,-0.0237621703689404,0.0174882473010039,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0173111288782913,0,0.167326105197915,0,0,0,0.0946369300997032,0.120622073060602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350671369411463,0,0,0,0,0,0,0.0603046939433955,0,0,0,0,0.0564563903745458,0,0,0.297860276643656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216052430001662,0.107932509643105,0.00727948543338626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179049698470545,0,0,0,0,0.167268838857109,0,0,0,0,0,0,-0.0108764606976277,-0.000898218919569497,0,0,0,0,0,0
X600019.SH,0,0.044048056500826,0.190790700297815,0.222313667012245,0,0,0,0.0504333425559717,0,0,0,0,0.0281557388646913,0,0,0,0,0,0,0,0,0,0,0,0,0.25779483470602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229534777273026,-0.0163606671125565,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.247577685062153,0,0,0,0,0,0.358396426261574,0,0,0.287232335698898,0,0,0.0954448724055877,0.0594712403635994,0,0,0,0,0,-0.118313882315679,-0.00950483087747808,0,0.0366877416254948,0,0,0,0,-0.0318520237815492,0,0,0.0774202165007656,0,0,0,0,0,0,0,0,-0.0393728104971708,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.135688139340003,0,0,0,0,0,0,0.037781292244737,0,0,0,0,0,0.0387787057918071,0,0,0,0,0,0,0.0751871325201492,0,0.0618070774010778,0.089951224534866,0,0,0,0,0,0,0,0,0,0.194252600935797,0,0,0,0,0,0,0,0,0,0,0,0,-0.00536454011901751,0,0,0,0,0,0,0
X600795.SH,0,0,0,1.38777878078145e-17,0,0,0.0310475601887781,0,0,0,0.120342814940632,0,0,0,0.0807421012394683,0,0,0,0,0,0.0637955489391571,0,0,0,0,0,0,0,0,0.0967241382601434,0,0,0.0150105994222308,0.115332352187082,0,0,0,0,0.0351855742593104,0,0.139941380783505,0,0,0.0447375790271994,0,0.0439979612232429,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.00876733626824501,0,0,0,0,0.165568299925468,0,0.0755368972870613,0.161882134167004,0,0.00362395632295707,0,0,0,0,0,0,0,0,0.0524862670582396,0,0,0,0,0,-0.0643665593952288,0.0666977904653044,0,0,0,0,0,0,0,0,0.0589479532393312,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.00474612018013872,-0.0222280644314838,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0442276665144946,0,0,0,0,0,0.041750331010763,0,0.178012881607215,0,0,0,0.0967115966827946,0,0.0185917037657013,0,0,0,0,0.098044768789006,0.000281614975588575,0,0,0,0,0,0,0,0,0,0,0,0.150442697137289,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0
X601991.SH,0,0,0,0.0528307778629497,0,0,0.177612995204791,0,0,0,0,0,0,0,0.0593234002110353,0,0.273448889423227,0,0,0,0,0,0.00430264506319344,0,0,0,3.46944695195361e-18,0,0,0.00451584768642988,0.0201430751826231,0,0.0115880134116347,0,0,0,0,0,0,0,0.16079303202813,0,0,0,0,0,0,0,0,-0.00839509002145951,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,-0.155263742432728,0,0,0,0,0,0,0,0,0,0,0,0.341565998547948,0,0,0,0,0,0,0.0513148750373592,0,0,0,0,0,0.367796283259074,-0.023503619764206,0,0,0,0,0.120040468173421,0,0,0,0,0,0,0,0,0,0,0,-0.015765938921201,0,0,0,0,0,0
X000709.SZ,0.140721664297888,0,0,0,0,0.0380520508412588,0,0,0,0,0,0,0,0,0,0.0605643408139972,0,0,0,0,0.0231833254076587,0,0,0,0,0.116247613837848,0.0180646210203472,0,0,0,0,0.0246403593386207,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285973919181506,0,0,-0.0449992494031205,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.168725871106096,0,0,0,0.037387744928409,0,0,0,0,0,0.0268126070854833,0,0,0,0,0,0,0,0,0.0249273511788877,0.0504309795920856,0,0,0,0.120788609324793,0,0,0,0,0,0,0,0.143142214896766,0,0.0350332490518282,0,0,0,0,0.0204443624858062,0,0,0,-0.00492527639620037,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182629221569035,0,0,0,0.0616884245803992,0,0,0,0,0,0,0.21351047109519,0,0,0,0,0,0,0.0535592828892002,0,0,0.0211856374742118,0,0.122503005761078,0,0,-0.00104463192822276,0,-0.0290532023912626,-0.0502486710895584,0.0528363691446766,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.506824083601469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266107991745903,0,0.126583764442367,1.0842021724855e-19,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0349687782730564,0,0,0,0,-0.0287999346922957,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0800984565225102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.109286529877199,0,0.126035265999461,0,0.0867470451242344,0.040252890042205,0,0,0,0.178914943792982,0,0,0,0,0,0,0.171660527590153,0,0,0,0,-0.00585518214661464,-0.0346395346335728,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0717209417961867,0,0.0923837774262967,0.0134396295910329,0,0,0.0878718883978625,0,0,0,0,0,0.0636935808014735,0,0,0.080126181804449,0,0,0,0,0,0.0451847643583125,0,0,0,0.149206303607803,0.0223886871567659,0,0,0,0,0,0,0,0,0,0,0,0.0212425206831062,0,0,0.0981361347698999,0,0,0,0,-0.0216003733225306,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.213177969892089,0,0,0,0.373887853378475,0,0,0,-6.93889390390723e-18,-0.0279968505322044,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0672941817653971,0,0,0,0,0,0,0,0,0,0.312664821349996,0,0,0,0,0,0,0,0,0,0,-0.00640646194607156,-0.0460202067584338,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.0805772720156484,0,0.0205474959037019,0,0,0,0,0,0,0.00106708789731946,0,0,-6.93889390390723e-18,0,0,0.177562241967444,0.00346642975635607,0,0.0498793237737707,0,0,0,0.117153404804331,0,0,0,0,0.0979622797049423,0.229760209241609,0,0,0,0,0,0,0.0589102892624594,0,0,0,-0.00291820587891962,-0.018486516631684,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.607484799673836,0,0,0,0,0,0.158492577422407,0,0.0987763710392159,0.169046476115397,0.155680102540169,0,0,0,0,0,0,-0.0116496466612529,0,0,0,0,0,0,0,0.151338845202511,0,-0.00267931867857153,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0.0316549552457664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110459788913392,0,0,0,0,0,0.143490203904042,0,0.0435886346450634,0.0393256770377382,0.0567939493576865,0,0.00168620733258871,0.0670906031393632,0,0,0,0.0194933557572182,0,0,0,0,0,0,0.172997466508766,0,0,0,0,-0.0144731714915002,0.00931143250403909,0,0,0,0,0,0
X600309.SH,0,0,0,0.165589675564958,0,0.0800084650178856,0.0644580111635228,0.0933436435863783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197581506084267,0,0,0,0,0,0,0,0,0.0237917290427319,0,0,0,0,0,0,0.208026154081041,0,0,0,-0.025548586142409,0,0.0111515779650812,0,0,0,0,0,0
X000539.SZ,0.441566409577975,0,0,0,0,0,0,0,-0.0325937911634687,0,0,0,0.0827449244584637,0,0,0,0,0,0,0,0,0.232543381880666,0,0,0,0,0.0143354675291695,0,0.0304622742916639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560812901108319,0,0,0,0,0.0260702896326647,0,0.0614979448948154,-2.16840434497101e-19,0,0,0,-0.138789658546717,0,0
X000898.SZ,0,0,0,0.049720127744868,0,0.248050422727165,0,0,0,0,0,0.228000420750794,0.00629254700430835,0,0.0960858469931617,0,0,0,0,0,0.230553046678007,0,0.0214076665350263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00989594243058188,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00513871519491771,0,0,0,0,0,0,0.137039305308263,0.0589495921160224,0,0,0,0,0,0,0,0,0,0.00566748658611564,0,0,0,0,0,0,0,0,-0.0018323893796735,0,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00288966647029887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00472992210978063,-0.00569744245462953,0,0,0,0.0229624218913148,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120905554230676,0,0.048724345031118,0.178376724585358,0,0,0,0,0,0.0567747146588516,0,0,0,0,0,0.0362517941740969,0,0,0,0,0.0612027599357237,0,0,0,0,0,0.100433809415196,0.0163266287784342,0,0,0,0,-0.0136528479221084,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208441495313489,0,0,0,0.1865729713591,0,0.109090851233887,0,0,0,0,0,0,0,0,0.0039500679127299,0.0270604239655869,0,0,0.0205209411798408,0,0,0,0,-0.00561057835655976,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16286114069897,0,0.00585893021345148,0.0705270133950915,0,0,0,0.0440720848585715,0,0,0,0,0.0315609453766389,0,0,0.0569419987955228,0,0,0,0.126219802930788,0,0,0,-0.0106164513435188,0,0,0,0,0,0,0
X002470.SZ,0.0694623985421214,0,0,0,0.06063296955448,0,0,0,0,0,0,0,-0.0390278307899064,0,0,0,0,0,0,0,0,0,0,0,0.106247851078601,0,0.217746371523845,0,0,0,0.111429581057928,0,0,0,0,0.00717619161535073,0,0,0,0,0,0,0.115507136033367,0,0,0,0.0219836885119959,0,0,-0.0132084688416308,0,0,0,0,0,0,0
X601918.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.298008038395958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254232147555089,0,0,0,0,0,0,0,0,0,0,0,0.399221991310497,0,0,0.123683374501353,0,0,0,0,0,0,0,0,-0.0316524573184926,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508636666883168,0,0,0,0,0.045588008829486,0.0448702642037727,0,0,0,0.177433101910928,0,0.0122585580321282,0,0,0,0,0,0.0810019183426531,0,0,0,0,0.160636907214864,0,0.105948549720104,0,0,0,-0.00571735014996419,0,0,0,0,0,0,0
X000878.SZ,0,0,0,0,0,0,0.0153524360204056,0,0,0,-0.0468268570352412,0.139565417595447,0,0,0,0,0,0,0,0,0,-0.125553441936373,-0.0933792802792542,0,0,0,0,0,0,0,-0.0279153210562005,0,-0.0191478241813475,0,0,0,0,0,0,0.0412385568937846,0,0,0,0.0225130556013539,0,0,0,0,0,0,-0.0114721208772278,0,0,0,0.0705639361334484,0,0
