,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X002466.SZ,X600027.SH,X600111.SH,X600623.SH,X600188.SH,X600157.SH,X600362.SH,X600886.SH,X600547.SH,X601992.SH,X600299.SH,X600660.SH,X000792.SZ,X600309.SH,X601158.SH,X600489.SH,X600583.SH,X000883.SZ,X300072.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X002460.SZ,X000027.SZ,X600549.SH,X002407.SZ,X000630.SZ,X002470.SZ,X002075.SZ,X600021.SH,X000012.SZ,X000983.SZ,X600176.SH,X600098.SH,X000629.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.112425969868852,0,0,0,0,0.00393700020472407,0,0,0,0.00494281900754937,0.109990876383763,0.0136981692889914,0,0,0,0,0,0,0,0.0274112217948347,0,0,0.182755306325275,0,0,0.0663992460626321,0,0,0,0,0,0,0,0,0,0,0,0,0.0507767005026404,0,0,0,0,0.0359556528168437,0,0,0,0,0.00569509786398793,0,0,0,0,0,0,0
X600028.SH,0.164961153008808,0,0,0,0,0,0,0.076332947738291,0,0,0,0,0,0,0,0,0,-0.00293511545450852,0,0,-0.007969083637562,0,0,0,0,0.0592328310724945,0,0,0.23148864741211,0,0,0,0,0,0,-0.0456153336942164,0,0,0.0188174935607117,-0.0220923531304183,0,0,0,0,0,0,0.0094106148578642,0,0.00650821428118349,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.314456492232414,0,0,0,0,0,0,0,0,0.0633542809097004,0,0,0.00803402546993155,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.117402540373761,0,0,0,0,0,0,0,0,0,0,0,0,0.109045257107364,0,0,-0.0358204378537341,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.014343797521369,0,0,0,0,0,0,0.366187662774606,0,0,0,0,0,0,0,0,0,0,0.0371977641083019,0,0,0,0.160613175420346,0,0,0,0.00676966231452563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277049779607986,0.0119069588140676,0,0.0723719575797563,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0527804803051463,0,0,0,0,0,0.000157656462237331,0,0.130429144873699,4.33680868994202e-19,0,0.134888724343147,0,0,0,0,0,0.111918633852166,0,0,0,0.000683635440554255,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0466065350856168,0.00457842593925927,0,0,0,0,0,-4.33680868994202e-19,0.0414017319049331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021275301815043,0.199589484116124,0,0,0,0,0.1176592702088,0,0,0,0,0,0.0742400966440907,0,0,0,0.0336928428591271,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.14597972697967,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.251679810357534,0.0311509190908514,0,0,0,0,0,0.131977762985949,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0965627586394495,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283858357928172,0,0.0116459465755574,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156027726236308,0.0120085663495558,0,0,0.0348880157400093,0,-1.73472347597681e-18,0,0,0,0.207551673824776,0,0,0,0.265698245402949,0,0,0,0,0,0,0,0,0,0,0,0.0203758094457662,0,0,0,0.0354255979412684,0,0.177402993115732,0.0237226999689104,0,-0.0597419455814217,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400414943782658,0,0,0,0,0.0390347032885234,0,0.165942235992917,0,0,0.029973784880707,0.127827583547196,0,0,0,0.181855461292977,0,0,0.108592677989122,0,0,0.0513193649320829,0,0,0,0,0,0,0,0.10476102998233,0,0,0,0,-0.00647644586046103,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211632722654301,0,0,0,0,0,0,0,0.0632639386212242,0,0,0,0,0,0,0,0,0,0,0.269034646588246,0,0,0.11958415776744,0.0246708302341346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
