,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600010.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X000898.SZ,X601158.SH,X000709.SZ,X000792.SZ,X600352.SH,X000883.SZ,X600489.SH,X000539.SZ,X600547.SH,X002353.SZ,X000629.SZ,X000831.SZ,X000630.SZ,X000825.SZ,X000027.SZ,X600808.SH,X600578.SH,X600549.SH,X601699.SH,X000983.SZ,X600008.SH,X600863.SH,X600660.SH,X600307.SH,X600315.SH,X000937.SZ,X600348.SH,X600098.SH,X601168.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.593177356050317,0.0998505289120044,0,0,0,0,0,0,0,0,0.036335449656318,0,0,0,0,0,0.0750986638623836,0,0,-2.71050543121376e-20,0,0,0,-0.0452491357859126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595527949124213,0,0,0,0.015467867977607,0,-0.0267689502524711,0.00109295426893834,0.0198168451497018,0,0,0,0,0
X600028.SH,0.403199317231546,0,0,0,0,0,0,0,0.0635270228421508,0,0,0,0,0.0230300324581637,0,0,0,0,0.294497874014819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074001717626592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513065538965642,-0.00268728698208533,0,0,0,0,0,0
X601088.SH,0,0.111490307465817,0,0,0,0.0479792557377525,0.1156696852914,0,0,0,0,0.126961205037481,0,0.0707547901070673,0,0,0,0.0602336445479609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229211420859403,0,0,0,0.24958075057059,0,0,0,0,0,0,0,0,0,0,0,0,-0.00494394945475671,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.131337304724377,0,0,0,0,0.312074553121635,0.0459097881899206,0,0,0,0.117577002518786,0,0,0.0916186179902896,0,0,0,0,0,0,-0.0964280767404127,0,0,0,0,0,0,0.0492369495823801,0,0.063647123918913,0,0,0,0,0,0,0,0,0,0,0.07944918040482,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.135964008406775,0.0446736352446333,0,0,0,0.0326880791501971,0,0,0,0,0,0,0.0949183437409995,-0.00607082781973063,0,0,0,0,0,0.0441234404857122,0,-0.0600335903570074,0,0,0,0,0,0,-0.0503911610481202,0,0.0567023029983062,0,0,0,0,0,0.107082011093751,-0.00658745131264314,0,-0.0517356422644645,-0.0102820296632756,0,0,0,0,0,0
X600019.SH,0.0131312297285177,0,0,0.123840935593564,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0751233660597692,0,0,0.0362147654115235,0,0,0,0,0.247048134771315,0,0.239502728710348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179419488466665,0,0,0,0,0,0,0,0,-0.074541083368831,0,0.0605439806933346,0,-0.0574635449443783,-0.0206408162834059,0,0,0,0,0,0
X601898.SH,0,0,0.0814050199050621,0,0,0,0,0.0698731037560772,0.134303131422206,0,0,0.0247453054757942,0,0.0532017659330851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937426850688779,0.109342326981053,0,0,0,0.0346551420977053,0,0,0,0.359311974411141,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135825828857541,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0833115337756428,0,0,0,0,0,0,0,0,0.00246382610774663,0.0400929516263455,0,0,0,0,0,0,0.0240794053962999,0,0,0,0,0.121382343336236,0,0,0,0.0031797470567622,0,0.119359844740723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025823988237613,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.18222351800644,0.249998412520713,0,0.132126107212885,0,0,0,0,0,0,0,0,0,0,0.132225119736646,0,0,0,0,0,0.00391016956043306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740259736143138,0,0,0.00842986175111358,-0.0226311403580262,0,0,0,0,0,0
X600795.SH,0,0.147795298412231,0,1.38777878078145e-17,0,0,0,0,0.141557243593985,0,0.262778477161152,0,0,0,0,0.060273580205856,0.0961552435686514,0,0,0,0,0,0.120341249634592,0,0,-0.123406616478579,0.0629439955200937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00194286840788555,0,0,0,8.04574338545631e-06,-0.0157170066911243,0,0,0,0,0,0
