,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X600019.SH,X600585.SH,X600795.SH,X601600.SH,X601991.SH,X600886.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600188.SH,X600362.SH,X600583.SH,X601158.SH,X002075.SZ,X000027.SZ,X000539.SZ,X601992.SH,X600021.SH,X600309.SH,X601918.SH,X000898.SZ,X600352.SH,X000883.SZ,X002353.SZ,X000629.SZ,X002470.SZ,X600098.SH,X000792.SZ,X600022.SH,X600863.SH,X600307.SH,X600808.SH,X000060.SZ,X000878.SZ,X600660.SH,X600489.SH,X600578.SH,X000825.SZ,X600547.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.909462003802466,0,0,0,0,0,0,0,0,0,0,0,0,0.0180276694420286,0,0,0,0,0,0,0,0,0,-0.102044329737624,0,0,0.0275960784570572,0,0,-0.0169846466815641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262666438521985,-0.0590810873688536,0,0.0113717694073295,0,0,0,0
X600028.SH,0.433851717993385,0,0,0,0,0.0690382729822107,0.125651129227165,0,0,0,0,0,0,0,0,0,0,0,0,0.0957952024891477,0.0376499309398675,0,0,0,0,0,0,0.0683176963774007,0,0,0,0,0,0,0,0,0,0.00852193070538676,0,0,0,0,0,0,0,0,0,0,0,0.0174872926867261,0,0,0,0,0,0,0
X601088.SH,0,0.260668824210779,0,0,0.128821761981938,0.07872523785336,0,0,0,0,0.11216772059766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076072315060664,0,0,0,0,0,0,0,0,0.0659815565416779,-0.0182042927242446,0,0,0,0,0,0,0,0,0,0,0,0,-0.00781511011082979,0,0,-0.00287352309524027,0,0,0,0
X600011.SH,0,0,0,0,-8.67361737988404e-19,0.177638702116323,0,0,0,0,0.0706605709532769,0,0,0.0969997197932052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00904998890366752,0,0,0,0,0.403641149525401,0,0,0,0,0,-0.00128318606042443,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.311070316644682,0,0,0,0,0,0,0,0,0.0328692503069758,0.245243494929942,0.0398999971848602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244375982468591,0.101566107746334,0,0,0.0771022684423628,0,0,0,0,0,0,-0.0397212918157611,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.171522809346922,0,0,0,0,0,0,0,0.318381996917754,0,0.241444996065566,0.000993736692198568,0,0,0,0,0,0,0.0856774291047812,0,0,-0.143707562126193,0,0,0,0,0,0,0.199136566389086,0,0,0,0,0,0,0,0,0,0,0,-0.00311571212625876,-0.0317639675404726,0,0,0,0,0,0
X600019.SH,0,0.0505070499113968,0.199040869700225,0.0479641260584969,0,0,0,0,0,0,0,0,0.0954040682677345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359702783507935,0,0.338813840478441,0,0,0,0,0,0,0.0199452056016887,0,0,0,0,0.0122064780897089,0,0,0,0,0,0,0,0,0,-0.0313837706690359,0,0,0,0,0,0
X600585.SH,0.0839005018866265,0,0.00444053589176151,0.13141981120779,0,0,0,0,0,0,0,0,0,0,0,0,0.0904845800373531,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.198490583248843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11445874298737,0,0,0,0,0,0,-0.000347083182400957,-0.0293549494519125,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.113705742364543,0,0,0,0.200747870358845,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0791537702038872,0.0948562387431993,0,1.73472347597681e-18,0,0,0,0,0.0602312427051758,0,0,0,0,0.184792821329584,0,0,0,0,0,0,0.0264088090689636,0,0.0274714126720978,0.00836597445209491,0,-0.00268808233347768,0,0,0,0,0,0,0
X601600.SH,0,0,0,6.93889390390723e-18,0,0.0471674448422802,0,0,0,0,0,0,0,0.135626570981233,0,0,0,0,0,0.124212003639137,0,0,0.00292695519253669,0,0,0,0,0,0.0806775156729563,0,0,0,0,0,0,0,0,0.121048368282646,0,0,0,0,0,0,0.155895026712423,0,0,0,0,-0.00280132012664031,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.0579836701583805,0,0.188534919642705,0,0,0,0,0,0,0,0.0552801637447742,0,0,0,0.277005063741184,0,0,0,0,0,0,0,0,0,0.0106079543442481,0,0,0,0,0,0,0,0,0,0.0263113854177759,0,0,0,0,0,0,0.144592112366664,0,0,0,0,-0.00850657404799984,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0135525923263801,0,0,0,0,0.352855728699461,0.0110023221641315,1.0842021724855e-19,0,0,0,0,0,0,0.0641133058803457,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0647434114520155,0.0239497645751745,0,0,0,0,0,0
X600688.SH,0,0,0,0.147446943512183,0,0,0,-0.224857894738617,0,0,0,0,0,0,0,0,0,0,0,0.434293089736699,0,0,0.0856149938316631,0,0,0.0985297046657659,0,0.307348645605605,0,0,0,0,-0.163180571151401,0,0,0,0,0,0,0.00384347532046004,0,0,0,0,0,0,0,0,0,0,-0.0285081231822374,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.186837601298957,0,0,0,0.303743042138721,0.122193186666856,0,0,0,0,0,0,0.0149816519238981,0,0,0,0,0.0679742437912205,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00283038402279266,0,0,0,0,0,0,0.0110437549137512,0,0,0,0,0,-0.0215577984620899,0,0,0,0,0,0
X000709.SZ,0.261737150899159,0,0,0,0,0,0,0,0,0,0,0,-0.0196282617506346,0,0,0.0411950943550089,0,0,0,0,0,0.125062657073764,0,0,0,0,0,0,0.295443232070952,0,0,0,0,0.0466806972283079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149055273622783,0,-6.93889390390723e-18,-0.0619530591127774,-0.0912040144530993,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646935372106086,0,0.0698375419195212,0,0,0.187815806939358,0.0910006079121074,0.0608298151781315,0,0,0,0,0,0,0,0,0,0,0.108463601251896,0,0,0,0,0,0,0,0,0,-0.0538324887388341,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.00956335022724652,0.00145812998861461,0,0,0,0,0,0,0,0,0,0,0,0.146106026532148,0,0.151433340118446,0,0,6.93889390390723e-18,0,0,0.243128854987989,0,0,0,0,0.0212304783704079,0,0,0,0,0,0,0.0831908678725155,0,0,0.0749987466099627,0,0,0,0,0,0.00469402311129931,0,0,0,-0.0137483430449134,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.444359750546176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298230491070561,0,0,0.0110883174175283,0,2.16840434497101e-19,0,0.11440634596288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288076120592042,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0308053376225656,0,0,0,0,0,0,0,0,0,0,0,0.0181182488608012,0,0,0,0,0.0434940945949664,0,0,0,0,0.000559771234450994,0,0.101193176706931,0,0,0,0,0,0,0.142520133160982,0,0,0.186641003060407,0,0,0,0,0.164904675636381,0,0.128029532176078,0,0,0,-0.0423013126523094,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0.0615940987857031,0,0,0,0.173434793403882,0,0,0.174967500096838,0,0,0,0,0,0.290605310504266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430115653673549,0,0,0.136629499761072,0,0,0,0,0,0,0,0,0.00586652857490009,0,0,0.252007184423162,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216380621549291,0,0,0,0,0.021124209624164,0.135795597400634,0.0449106808991251,0.0169014188069216,0,0.0822488119089383,0,0,0,0,0,0,0.0356513168964674,0,0,0,0.112266506510719,0,0,0,0,0,-0.00567790381630917,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343253817120494,0,0.0304615892099016,0,0,-0.375407808000723,0,0,0,0,0,0,0.106364128991087,0,0.243020526950263,0.192356561206191,0,0,0.00830135498431139,0,0,0,0,-0.227934823338692,0,0,0,0,0,0,0,0,0,0,0.0140458810371766,0,0,0,0,0.373548987878712,0,0
