,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X600585.SH,X601600.SH,X600795.SH,X600886.SH,X600688.SH,X601991.SH,X000709.SZ,X600027.SH,X000539.SZ,X600362.SH,X600583.SH,X600157.SH,X600111.SH,X002075.SZ,X600188.SH,X600309.SH,X601992.SH,X600352.SH,X002353.SZ,X601158.SH,X000898.SZ,X000027.SZ,X000792.SZ,X000878.SZ,X600863.SH,X000629.SZ,X000883.SZ,X600021.SH,X600660.SH,X000959.SZ,X002470.SZ,X600808.SH,X000825.SZ,X600307.SH,X600578.SH,X000060.SZ,X601918.SH,X600098.SH,X600489.SH,X600022.SH,X600547.SH,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.525979221380975,0,0,0,0,0,0,0,0.00597842312659472,0,0,0,0,0,0,0,0,0.0412125780204279,0,0,0.0561303960623862,0,0,0,0,0,0,0.0526400670646659,0,0,0.0250532514255968,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0785282637076175,0,0,0,0,0,0,0.0027504092230695,-0.0104201727533325,0,0,0,0,0,0
X600028.SH,0.409447935401119,0,0,0,0,0,0.0759830977755945,0,0.00972209066458365,0,0,0,0,0,0,0,0,0.0921618962111062,0,0,0,0,0,0,0,0,0,0.0102745514052807,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.102457769780349,0,0,0,0,0.13167178089812,0,0,0,0,0,0,-0.00717029714722957,0.00202561229146252,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.16820778430102,0.0155638790476423,0.0888894779366796,0,0,0,0,0,0,0,0,0,0.0956238769898469,0,0,0,0,0,0.124508007893785,0,0,0.083801169137629,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0260385476259265,0,0,0,0,0,0,-0.016441600734088,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.115611013293031,0,0.00632493036044934,0,0,0,0.0778316953270084,0,0.0985513740729026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834709172353953,0,0,0.0297145383207807,0,0,0,0,0,0,0.374524622024876,0,0.0416223461416962,0,0,0,0,0,0,-0.00663314702989547,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360549139284009,0,0,0,0,0,0.19212735488904,0,0,0,0,0,0,0,0,0.0339586131944902,0,0,0,0.0811669000555753,0,0.102414145574392,0,0,0,0.232214402513946,0,0,0,0.026870250885178,0,0,0,0.168710426036232,0,0,0,0,-0.00558880354194749,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0691291663002691,0,0.0507095018345616,0,0,0,0,0.020692942660504,0,0,0,0.0690306896101634,0,0,0,0,0,0.0767081492941269,0,0,0,0.222188685574803,0,0,0,0.0525860294325463,0,0,0.0152696790052865,0,0,0,0.0509073308636422,0,0,0,0,0.0832391053626753,0,0,0.0999423056821731,0,0,0,-0.00273238366257007,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0771472600775384,0,0,0,0,0.124269803267936,0,0,0,0.163813844148179,0,0,0,0.0349865813154754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172772992960055,0,0,0,0,0.208984287625996,0,0,0,0,0,0,-0.000554025906788687,0.00128837603085065,0,0,0,0,0,0
X600585.SH,0,0,0.11687130125616,0,0,0.0432264012921181,0,0,0,0.044993917364865,0.0667054533795546,0,0,0,0,0,0,0,0,0,0,0,0,0.118416757364348,0,0,0,0.0937253483565538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618101685535485,0,0,0,0,0,0,0,0,-0.0252299043637065,-0.0254809077723112,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.107031028283889,0,0,0.036731934820674,0,0.0373406248785928,0,0,0.00820539889529953,0,0,0,0.0672231151373615,0.0511506415624218,-0.0282455006092088,0,0,0.0713906591121028,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.224831702998132,0,0,0,0.138056163908361,0,0,0,0,0,0,0,0,0.0123010029106698,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.1313273796105,0,0.0379450905545484,0,0.136210272494784,0,0,0,0,0.0534827776587898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232249013389799,0,0,0.0880156469196175,0,0,0,0,0,0,0.184844564226006,0,0,0,0,0.0467587870437298,0,0,0,0.00201938297929778,0.0173588173128916,0,0,0,0,0,0
