,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600803.SH,X600160.SH,X600489.SH,X000708.SZ,X600027.SH,X002466.SZ,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X000983.SZ,X600426.SH,X600219.SH,X600176.SH,X002128.SZ,X000408.SZ,X601699.SH,X000630.SZ,X600096.SH,X000877.SZ,X600157.SH,X601168.SH,X000933.SZ,X600985.SH,X002353.SZ,X600352.SH,X600299.SH,X600378.SH,X002271.SZ,X000883.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0411040498539628,0,0,0,0,0,0,0,0.103114093824758,0,0,0,0,0.231892882854365,0,0.295812504216208,0,0,0,0,0,0,0,0.0050696621703672,0,0,0,0,0,0,0,0,0.0929658293318939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00816203508900399,0,0,0,-0.0435634106225267,0,0
X601088.SH,0,0,0,0,0,0.391185484218969,0,0,0,0,0,0,0,0,0,0,-0.0942733086319257,0,0,0,0,0,0,0,0,0,0,0,0.122568507552656,0,0,0,0,0.080134430166944,0,0,0,0,0,0.0254610914013881,0,0,0,0,0,0,0,0,0,0,0,0.00703468850836949,0.00339774989361806,0,0,0,-0.0287902714572522,0,0
X600028.SH,0.170529920908122,0,0,0,0,0.121156979475329,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0372361143653227,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00263922685642718,0.00930256657943039,0,0,0.195058341836802,0,0,0,0,0,0,0,-0.0297496515360195,0,0,0,0,0,-0.035947715099162,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084670649840416,0.0978888165906601,0,0.0693173246815058,0,0,0.0554365873429984,0,0,0.116641633727174,0,0,0,0,0,0,0,0,0,0,0.314372481544952,0,0.0518428623214418,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.0426068486430724,0,0,0.00137085565881899,0,0,0,-0.00216792645230633,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521283033365139,0,0,0,0,0,0.165258222329779,0,0,0,0,0,0,0,0.29693552017062,0,0,0,0,0,0,0,0,0,0,-0.116507645754019,0,0,0,0,0,0,0,-0.0371730554473057,0,0,0,-0.0204721066682167,0.0241135020604544,0,0.0742526814919873,0,-0.00468356298763921,0,0
X601898.SH,0,0.638049766671756,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151321973443971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422419331298292,0,0.126232090152757,0,0,0,0,0,0,0,0,0,0.0291716578736562,0,0,0,0,0,0,0
X600019.SH,0.257485633860836,0,0,0,0,0,0,0,0.215711564050918,0,0,0,0,0,0,0,0,0,0,0.130995362917337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035626125954404,0,0,0.0985551368180495,0.0986262521142827,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.00858461570919238,0,0
X600188.SH,0,0,0,0.25689109697725,0,0.239150527069206,0,0,0,0,0,0,0,0,0,0,0.0761358176970369,-6.93889390390723e-18,0,0,0,0,0,0.109968053449979,0.00758915246534236,0,0,0,0,0,0.0764691127826107,0,0,0,0,0,0,0,0,0.0562780687938782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281116972722633,0,0,-0.0808633644588758,0,0
X601600.SH,0,0,0,0,0,0,0.059177269062772,0,0,0,0,0,0,0,0,0,0,0,0.914697355904124,0,0,0,0,0,0,0,0,0.0121248723308582,0.0703858528992559,0,0,0.389629360470468,0,0,0,0,0,0,-0.311289152262771,0,0,0,0,0,0,0,0,0,0,0,0,-0.00367868410310418,0,0,0,0,-0.0334544135331148,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128227973324725,0,0,0,0,0,0,0.15980236234339,0,0,0,0.367053236466505,0,0,0,0.116504005587445,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0403531489187933,0.00692987386998577,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.254029923083781,0.457673983720556,-0.00242534579165032,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0934018308810405,0,0,0,0,0,0,0,0,0,0.0169540094170302,0,-0.0562989216284871,0,0,0,-0.0135834747512652,0.00347540388009441,0,0,0,-0.0202032952752323,0,0
