,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600362.SH,X600547.SH,X600795.SH,X601991.SH,X300072.SZ,X600309.SH,X600188.SH,X600027.SH,X600157.SH,X601992.SH,X600886.SH,X600660.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X601158.SH,X000959.SZ,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600219.SH,X600352.SH,X600098.SH,X000883.SZ,X000408.SZ,X000723.SZ,X000825.SZ,X000983.SZ,X000539.SZ,X600021.SH,X601699.SH,X000027.SZ,X002092.SZ,X600623.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.344867096697295,0,0,0.0673762523593455,0,0,0,0.0183098856206075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153355361543884,0,0,0,0,-0.0559988211382482,0.00623454859148137,0,0,0,0,0,0,0,0,0,0,0.0551499247958023,0,0,0,0,0,0,0.107167164098563,0,0,0.00175752937751001,-0.00746893525652731,0,0,0,0,0,0
X600028.SH,0.814217111948042,0,0,0,0,0,0,0,0,0.0529192278625141,0.0386359894170905,0.00492764453671253,0,0,0.00676304689964022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293139365656478,0,0,0.0432895892454576,0,0,0,0,0,-0.172342655938006,0.0254889390560505,-0.00994980639972122,0,0,0,0,0,0
X601088.SH,0,0.0874449850408648,0,0,0,0,0,0,0.0219495839975405,0,0,0,0,0,0,0,0,0,0,0,0,0.0307091589614897,0,0.123852197323493,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0107781894377932,0,0,0,0.00348400688591873,0,0,0,0.170627923302488,0,0,0,0.0121246077755134,0.0172923258641426,-0.030932137857665,0.0167328610969721,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0202807492599849,0,0,0,0,0,0.0290615946585106,-0.0854993889080813,0.320719946777933,0,-0.0308897504987477,0.0354810355665154,0,0.155972044721,0,0,0,0,0,-0.119472980937634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136438272869884,0,-3.46944695195361e-18,0,0.0643950690894349,0,0,0.07921606124503,-0.0454946479915294,0,0,-0.0170771432684365,0.0146945442338291,0.0698533195687982,0,0,0,0,0
X600019.SH,0,0,0.240818406995825,0.294540077622346,0,0,0,0,0,0,0,-0.0767428524105734,0,0,-0.0882762483894916,0,0,0,0,-0.126201478530846,0,0,0,0.245950430635071,0,0,0,0,0,-0.0941145701966644,0,0,0,0,0,-0.217448551240138,0,0,0,0.0345131616411552,0,0,0,0.0328653096254786,0,0,0,-0.0703382310916058,0,0.029427190828847,-0.00572546488330863,0.00459284027944731,0,0,0,0,0,0
X600585.SH,0,0.150085652351337,0,0,0.0535795963293026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212709665350023,0,0.0881720819585074,0,0,0,0,0,0,0,0,0,0,0,0,0.13354869727144,0,-0.0409049280182836,0,0.213996495964053,0,0,0.039343142408397,0,0,0,0,-0.0901571692382825,-0.337412895703285,-0.00578731282335535,0.00709601215189527,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0492014207783051,0,0.0557377908209446,0,0,0,0,0,0,0,0,0,0,0,0,0.181921017646271,0,0,0,0,0,0.0226111511581948,0,0,0,0,0,0,0.0988010810607167,0,0,-0.0143278314533017,0.00596963033550266,0.0394861290100341,0,0,0,0,0,0.0687714529499001,0,0,-0.028143908712382,0.0109781900204596,0,0,0,0,0,0
X601898.SH,0,0,0.134663721807859,0,0,0,0,0,0,0,0.0747997836003661,0,0,0,0,0,0.117067105397316,0,0,0,0,0,0,0,0,0.216452270323692,0,0,0,0,0,0.0660236962550689,0,0,0,0,0,0,0,-0.0274226161841345,-0.0245071714127881,0.10398376695191,0,0,0.0790966490586951,0,0,0,0,0,-0.0204095338557591,0.0083442086136654,0,0,0,0,0,0
X601600.SH,0,-0.0632032655090225,0,0,0,0,0,0,0,0,0,0,0,0,0.0232126491025305,0,0,0,0,0,0,0.0940679893760747,0,0,0,0,-0.230428258227677,0,0,0,0.0256742551251707,0,0,0,0.710108578140288,0,0,0,0,-0.028967761001405,0,0,0,0,0,0,0,0,0.0322916966714418,0,-0.0449161799990358,0.024780816481101,0,0,0,0,0,0
X600688.SH,0,0.385664171077023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720425516709644,0,0,0,0,0,-0.0191822193872497,0,0,0.0771623620000024,0,0,0,0.135592733065168,0,0,0,0,0,0,0,0,-0.0421652126591063,0,0,0.0347463264098082,0.0957791870638892,0,0.116057193159571,0,0,-0.0255116341303147,-0.0030889122278389,0.00280026090948913,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.271448093759223,0,0,0,0,-0.167121294211071,0.0953747324202401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557536339783444,0,0,0,0,0,0,0,0,0,0,0,0,-0.0805956827100499,0.0770376742388207,0,0,0,0.0221176558562551,0,0,0.0176776906489725,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0763869348885807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785073745387474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776186035805991,0,-0.140102658969752,0,0,0,0,0,0,0,-0.0818812768830687,-0.024765455491733,0.0149336935651669,0,0,0,0,0,0
X600795.SH,0,0,0,0.366828541977749,0,0,0,0,0.017559641293908,0,0,0,0,0,0.0380633621045184,0,0,0,-0.0974018974145358,0.0430389411854634,0,0,0,0,0.00724805952464169,-0.0905756609175256,0,0,0,0,0,0,0,0,0,0,0.0139470124489961,0,0,-0.013778951413085,0,0,0,0,0,0,0.0533788451813708,0.070332177029106,0,0,-0.00743707776589358,0.00669995253820861,0.0823459596278515,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103394210163814,0.00263049614563435,0,0,0.04552698502657,0,0,0.00630698252388951,0.00521383189932599,0,0,0,0,0,0.0503379490834836,0.00139020673420156,0,0,0,0,0,0.0995163305899172,0.0774152536956927,0.0311149697062122,0,0.0171074988817361,-0.0193110439715811,0,0,0,0,0,0
X300072.SZ,0,-0.0690063458478143,0,0,0,0,0,0,0,0,0.108792209459919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954237454455295,0,0,0,0,0,0.0148541954834936,0,0,0,0,0,0,0.026215155658135,-0.0195039756557428,0,0,-0.0163892052615647,0,0,0,0.10877164257668,0,0.14163514464124,0.00357315304165034,0.0193667425381951,0,0,0,0,0,0
