,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X601600.SH,X600795.SH,X600547.SH,X601991.SH,X002271.SZ,X600027.SH,X600803.SH,X600426.SH,X600362.SH,X600176.SH,X000983.SZ,X600348.SH,X601699.SH,X000408.SZ,X000723.SZ,X000629.SZ,X600096.SH,X600141.SH,X600160.SH,X000786.SZ,X600219.SH,X000933.SZ,X300073.SZ,X600157.SH,X002080.SZ,X002353.SZ,X000807.SZ,X600549.SH,X600985.SH,X600295.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0353567842647821,-0.0449151201092023,0,0,0,0,0,0,0,0,0,0,0,-0.0395995709385996,0,0,0,0,0,0,0.269533983159655,0.00370577407053955,0.13276295796154,0,0,0,0,0,0,-0.0239911355585642,0,0,0,0,-0.0289971337777835,0,0,0,0,0,0,-0.0311192661186526,0,-0.0129643208294884,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.453758546095712,0.203318783090872,0,0,0,0,0.123878657988077,-0.119955627610246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058042603672085,0,0,0,0,-0.0935368630193752,0,0,0.0689809832875739,0.0301774216166758,0,0,0,0,0,0,0,-0.0986432321961267,0,0.182163619601247,0,0,0,0.00486973784334859,0,0,0,0,0,0
X600028.SH,0,0,0,0.0403579586182255,0,4.33680868994202e-19,0,0,0,0,0.040433353268324,0,0,0,0,0.0739681682693554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568140024545601,-0.00710357879213069,0,0,0,0.00528940341437897,0,0,0,0,0,0,-0.0219801929352917,0,0,0.0440362810409994,0,0,0,0,0,0,0.0118959925127787,0.00205597399915547,0,0,0,-0.0240199654546805,0,0
X600309.SH,0,-3.46944695195361e-18,0,0,0.0659799539498978,0,0,0,0,0.0541004293871464,0.0864990594543021,0,0,0,0,0,0.0153693306641753,0,0,0,0,0,0,0,0,0,0.0354446845187458,0,0,0,-0.0103933140881132,0,0,0,0,0,0,0.0500548969168775,0,0,0,0,0,0,0.0294001096630564,0,0,0,0,0,0,0,-0.0164432603750995,0,0,0,0,0,0
X600188.SH,0,0.0656658974673902,0,0,0,0,0,0,0,0.524645233720007,0,0,0,0,0,-0.0371348230270967,0,0,0,0,0,0,0,-0.0511607157006078,0,0,0,0,0,0.219388359856562,0.0016879204402799,0,0,0,0.0357858014531628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588372072472541,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.572908240043186,0,0.231083087009703,0,0,0,0,0,0,0,0,0,0.0770119842522316,0,0,0,-0.169846873305625,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.259413782922292,0.0376351017208749,-0.145843856852444,0,0.0387376037865719,0.0280465631047478,0,0,-0.0793033544481639,0,0,0,0.11122040410694,0,0.00862246203255231,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.210916610956047,0,-0.409410171690471,0,0,0,0.0778180328507874,0,0,0,0,0,0,0.0773670867005014,0,0.0802937560824785,0,0,0.13456935956288,0,-0.134643641602485,0,0,0,0,0,0,0,0.207979478365805,0.0209677842108577,0,0.238924409868222,0,0,0,0,0.0476329402579353,0,0,0,0,0,0,0,-0.0175660216563452,0,0.0936301225198476,-0.0629395582599192,0,0,0,0.00939277750761816,0,0
X600585.SH,0,0,0,0,0.0958512447159754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921760805628079,0,0.0378390858843762,0,0,0,0,0,0,0,0.00547270240082077,0,0,0.00578025082106731,0.0381399318984676,0,0,0,0.205225408732383,0,0.0564692640716995,0,0,0,0.0226652360642984,0,0,0,0.0364730278691948,0,0,0,0.035625174231821,0,0,0,-1.0842021724855e-19,0,0
X000792.SZ,0,0,0,0,0,0.204506160644009,0.253608601419296,0,0,0,0.145489422647445,0,0,0,0,0,0.0626705658074869,0,0,0.0258872130425019,0,0,0,0,0,0,0,0,0,0,0.0755309904459978,0,0,0,0,0,0,0,0,0.0873974809161236,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0214164143919134,0,0,0,0.0284203365725951,0,0,0,-0.0849332340965099,0,0
X601898.SH,0,0.0570556455006896,0,0,0.060987938974995,0,0,0,0,0,0,-0.012837003792253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31708667359754,0,0,0,0,0,0.128106403025752,0,0,0,0,0,0,0,-0.0111527121983107,0.081401965065196,0.117900253574908,0,0.171352155550013,0,0,0,0,-0.0279550555618844,0,0,0,0,0,0
