,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600660.SH,X600547.SH,X601898.SH,X600362.SH,X000786.SZ,X600010.SH,X600188.SH,X600886.SH,X600011.SH,X600111.SH,X600176.SH,X601600.SH,X000301.SZ,X600426.SH,X000027.SZ,X002466.SZ,X601991.SH,X600801.SH,X600803.SH,X600352.SH,X600795.SH,X000932.SZ,X600219.SH,X600489.SH,X002080.SZ,X600688.SH,X600299.SH,X600486.SH,X000898.SZ,X600027.SH,X000883.SZ,X002353.SZ,X600315.SH,X600157.SH,X600516.SH,X300037.SZ,X601992.SH,X000723.SZ,X000807.SZ,X000830.SZ,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.293602583040922,0,0,0,0.0354979165981546,0,0,-0.00333449378736022,0,0,0,0.0194193685421924,0,0.0302345287869491,0,0,0,0,0,0,0.0120029277990868,0,-4.33680868994202e-19,0.0101683998925603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225437538578615,0,0,0,0,0,0,0,0,0.0277620485108751,-0.0177446044739125,-0.00735979556938208,0,0,0,0,-0.0034770167105065,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631117135912238,0,0.0554149579570745,-0.10664022448882,0,0,0,0,0,0.0543247978152235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891162710023207,0,0,0,-0.0254611124306891,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0471277320301595,0,0,0,0,0,0,0,0,0.137234326614251,0,0,0,0,0,0,0,0,0.0903501605085608,0,0,0,0,0,0.137000736356051,0,0,0,0,0,-0.0623970290184671,0,0,0,0,0,0,0,0,0,0,0.0297852913697567,0.022856363232444,0,0,0,-0.00797008024964543,0,0,0,-0.0251892028747142,0,0
X600309.SH,0,0,0,0,0,0.0343846490455349,0.317316709543754,0,0,0,0,0,0,0.0854465788814786,-0.0225395294417766,0,0,0,0.0395554999527286,0,0,0.0200376898848102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136470554007988,-0.000537790644304237,0,0,0,0.242497009000879,0,0,0,0,0,0,0.16492994281593,0,0,0,-0.0177752787813863,0,0,0,0.128290775316989,0,0
X600585.SH,0,0,0,0,0,0,0.0148810366879301,0.0260634620271746,0,0,0,0,0,0,-0.0118170920261456,0.126125166174458,0,0,0,0,0,0,0,0,0,0,0.148338840976814,0,0,0,0.0307295344594383,0,0,0,0,0,0,0,0,0,0,0.0699489631178471,0,0,0,0,0,0,0,0.0421702085562256,0,-0.0159298850693263,0,0,0,0,-0.0139238048746686,0,0
X600019.SH,0,0,0,0,0,0,-0.0339249770433889,0,0,0,0,0.047892464482684,0.069143870435152,0,0,0,0,0,0.0591435745247269,0,0.0770408036733367,0.249636441889262,0,0,0,0,0.187856392512699,0.0402297357881091,0,0,0.251579418689477,0,0,0,0,0,0,0.190177671624244,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00555110319269814,0,0,0,0,-0.0295912106972767,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191537978578724,0,0,0,0,0.0544978733749393,0.281946661792745,0,0.0764429673123694,0,0,0.17526480314665,0,0,0.0397693395026133,0,0,0,0,0,0,0,0,0.203828334099597,0,0,0,0,0,0,0,0.132966395172381,0,0.16390043493053,-0.0298501029138404,0,0.387927502997954,0,0,0.00138094685957461,0,0,0,-0.0747280239392349,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.316666686536507,0,0,0,-0.178378842710479,-0.0751326851276678,0,0,0,0.221207353953567,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191373246310065,0,0,0.419391638354158,0,0,0,0,0.0969116787118915,0,0,0,0,0,0,-0.186813496647024,-0.345486276028731,0,0,0,-0.0164651933710217,0,0,0,0,0,0
X002271.SZ,0,0,0,0.15539427480028,0,-0.33221963713533,0,0,0,0.17873373426001,0,0,0,0,0,0,0,0,0,0.08428191000156,0,0,0.0459635117132335,0,0,0,0,0,0,0,0,0,-0.120808901782607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520312054094638,0,0,0,-0.0300345219979164,0,0,0,-0.0369335759585994,0,0
X600660.SH,0,0,0,0,0,0,0.190168487940479,0,0.0358104669799776,0,0,0,0,0,0,0,0,0,0,0,0,0.0893095633842686,0,0,0.00601929362421936,0.0543665764607408,0,0,0,0,0,0,-0.170529673914504,0.118229866338086,0,0,0.29410167336033,0,0,0,0,0,0,0,0.0749320022422008,0,-0.036083597245067,0,0,0,0,0,-0.0385249667194998,0,0,0,-0.013664474949117,0,0
