,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X601992.SH,X600516.SH,X600299.SH,X600176.SH,X002466.SZ,X000629.SZ,X000709.SZ,X600808.SH,X002460.SZ,X600352.SH,X600801.SH,X600219.SH,X600489.SH,X000825.SZ,X002110.SZ,X300072.SZ,X600339.SH,X601158.SH,X000553.SZ,X600583.SH,X601699.SH,X000786.SZ,X000883.SZ,X000932.SZ,X600426.SH,X000301.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.175800518664788,0,0,0,0,-0.0435248096313563,0.112526263365129,0.164778652005199,0,0.0164839030254111,0.0223452782638687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0658547338345714,0,0,-0.0352481965238764,0,0,0,0.0405457055742078,0,0,0,0.208086501737397,0,0,0,0,0,0,0,0,0.302243667847676,0,0,0.00782300524279419,0.0403900362468258,0,0,0,0,-0.0430757865154917,0
X600028.SH,0.0136452812434196,0,0,6.93889390390723e-18,0.276964254303738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035863695927181,0,0,0,0,0,0,0,0.0281190341295277,0,0.174989823641649,0,0,0.0768358737656156,0,0,0,0.0634200355475044,0,0,-0.00351606734799432,0,0,0,0,0,0,0
X601088.SH,0.137406263715469,0,0,0.0627996971653376,0,0,0,0,0.190044477834004,0.025580003486256,0,0,0,0,0.0793945187637366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368806534314226,0,0,0,0,0,0.0255240978944202,0,0,0,0.0576739710527518,0,0,0.0569148640301823,0.0358807423511706,0.00608409189871807,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.0923721572328234,0,0,0.0788195607126527,0.0874535570830669,0,0,0,0,0,0,0,0,0,0,0,0.0928153316014149,0,0,0,0.0153464490210894,0,0,0,0.0364080972997517,0,0,0,0,0.531776299355467,0,0,0,0,0,0.0764942200532139,0,0,0,0,0,0,0,0.0129715509515421,0,0,0,0,0.00719142685730633,0,0,0,0,0,0
X600019.SH,0,0.0477051628943778,0,0.0664735476305177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63917785698849,0,0,0,0,0,0,0.0270314630108042,0,0,0,0,0,0.0452782358270188,0,0,0,0,0,0,0,0,0,0,0,0,0.0241842553838466,0,0,0,0,-0.00809060418295462,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.122379106166135,0,0,0.0122584194513927,0,0,0,0,0,0,0,0,0,0,0,0,0.77088669054296,0,0,0,0,0,0,0,0,0,0.0446290554945093,0,0,0,-0.0817195928508486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255083340971716,0.0335856621037838,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.103164918569013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760667873821244,0.0586697456748645,0,0,0,0,-0.453243580907625,0,-0.165105722318026,0,0,0,0,-0.388506069301163,0.189272669026788,0,0,0,0,0,0,0,0,0,0.0825956845166955,0.310272102279138,0,0,-0.217570439025172,0,0.0369065999204738,0,0.13316928986259,0,0,-0.152998677572464,0
X600010.SH,0.140097340015088,0,0,0,0,0.0155334019995561,0.0373355271867687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888920999778735,0,0,0.138278933401193,0,0,0,0,0,0,0,0,0.0129867337715414,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.158898418659671,0,0,0,0,0.00883701853977504,-0.0319053431493052,0,0,0,0,0,0
X601898.SH,0.121823927675591,0.164700007345505,0.263319074707009,0,0,0,0,0,0,0,0,0,0,0,0.0726173618670326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520139008717855,0,0.00159953382743371,0,0,0,0,0,0,0.230017404566518,0,0,0.0360356623900326,-0.0412933323440329,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0793300132320031,-0.0119860457538522,-0.0158553273293913,0,0,0,0,0.016413046032631,0,0.065188588350173,0,0,0,0,0,0,0,0,0,0.0286328450502701,-0.0195269080216969,0,0,0,0,0,0,0.63488553965992,0.221382755256317,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0364659814376506,0,0,0.035705024179972,-0.0351504166755167,0,0.0245095989875035,0,0,0,0
X601991.SH,0,0.00237547243663439,0,0,0,0,0.0012644658916521,0,0.111037553970914,0,0,0,0.0705649111246396,0.0521193005064231,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766455294025627,0,-3.46944695195361e-18,0,0.0360081233936077,0,0,0,0,0,0,0.0321791853790852,0,0,-0.0252270028569296,0,0,0,0,0,0,0
