,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X601898.SH,X600010.SH,X600688.SH,X600660.SH,X601991.SH,X601600.SH,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X000898.SZ,X600547.SH,X002466.SZ,X600027.SH,X600516.SH,X601992.SH,X002460.SZ,X600176.SH,X600111.SH,X600299.SH,X000709.SZ,X300072.SZ,X000629.SZ,X000825.SZ,X600339.SH,X600352.SH,X600808.SH,X600583.SH,X000553.SZ,X600801.SH,X002110.SZ,X000786.SZ,X600426.SH,X000301.SZ,X601158.SH,X000883.SZ,X600219.SH,X000792.SZ,X000932.SZ,X000408.SZ,X600489.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.100943145702909,0.037421833673737,0,0,-0.125405083013884,0.0843313854562524,0,0,0,0,0.11551709927591,0,0,0,0,0,0,0,-0.0761257438121691,0,0,0,0,0,0,0,0,0,-0.00729204977270244,0,0.194284646544919,0,0.00566038181174188,0,0,0,0,0,0.0324543437846925,0.0911078547406416,0,0,0,0,0,0,0,0,-0.0722161701015765,0.0249301155960003,0.0248234430137065,0,0,0,0,0,0
X600028.SH,0,0,0.0395642091944584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45895289380763e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910722802377864,0,0.197919574095197,0,0,0,0,0.0678044972124961,0,0,0,0.085937877948119,0,-0.00515621818826906,-0.0159252902848466,0,0,0,0,0,0
X601088.SH,0,0.0229885253661809,0,0,0.0278401639428495,0.0266347831009359,0,0.0272126140166575,0,0,0,0,0.148361409927626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116133087967013,0,0,0,0,0,0,0,0,0,0.026652762266819,0.0675753847849959,0.348053044246722,0,-0.0041664232185693,-0.0171683905253242,0,-0.144257363267531,0,0,0,0
X600585.SH,0,0,0,0,0.13999778838817,-0.0671222110851508,0,0,0,0,0,0,-0.124975115098537,0,0,0,0,0,0,0.035389052795412,0,0,0,0,0.132925408368636,0,0,0,0,0.00876944379664437,0,0,-0.0663891886101159,0,0.0579870678441801,0,0.375089955484054,0,0.3540124155573,0,-0.0528125255687449,0,0,0,0,0,0,0,0,0,-0.0163612992846185,-0.0293451814306455,0,0,0,0,0,0
X600019.SH,0,0,0.0250586662219422,0,0,0,-0.0237872162995042,0,0,0,0,0,0,0,0,0.0079542766208549,0,0.447354243453648,0,0,0,0,0,0,0.0523338901544559,0,0,0,0,0,0,0,0,0,0,0,0.169346533335726,0.0586070335657779,0,0,0,0,0,0,0,0.164220928116002,0,0,0,0,0.00329670306655485,-0.00456464003936274,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513742162668992,0,0,0.233509991661461,0,0,0,0,0,0,0,0,0.103715561309161,0.0941529346354851,0,0,0,0,0,0,0.103562936034297,0.256557346843213,0,0,0,0,0.00458140173776277,0,0,0,0,0,0.00807898635643062,-0.00332819105601288,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.117998449126365,0,-0.0207181045553401,0,0,0,0,0,0.0579852154827324,0.750606217952784,0,0,0,0,0,0,0,0,-0.00698905212998841,0,0,0.09565350212329,0,0,0,0.0111003284346618,0,0,0,0,0,0,0,0,0,0,-0.145447282301985,-0.0500053670797251,0,0.000682513753736709,0.0143167674908025,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.262818335747561,0,0,0,0,0,0,0,0,0.042798345013332,0,0.0717051532462541,0,0,0,0,-0.0136717726830971,0,0,0,0,0,0,0.0127898474048942,-0.0526963378107219,1.73472347597681e-18,0,0,0.0372500756204868,0,0,0,0.036689557278148,0,0,0,0.282546636273452,0,-0.00957164455600701,-0.00541020882519493,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.196652724873,0,0,-0.02323179065056,0.162613296175913,0.0992019285753565,0,0,0,0.0126063259990617,0,0,0,0.0324231308463757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900855599155253,0.0710148602389443,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.221359960123161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192365501550088,0,0.0445250170538575,0,0,0.0192438779536344,0,0,0.0556620063363815,0,0,0.0698027882859114,0,0.0847809316544407,0,0,0,0,0,0,0,0,0,0,0.00879019702239811,0,0,0,0,0,0,0
