,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600176.SH,X600362.SH,X000301.SZ,X600011.SH,X600426.SH,X600886.SH,X601600.SH,X601898.SH,X600111.SH,X600010.SH,X600352.SH,X600188.SH,X600486.SH,X002080.SZ,X601991.SH,X002353.SZ,X600801.SH,X600219.SH,X600795.SH,X600489.SH,X600688.SH,X600803.SH,X300037.SZ,X600299.SH,X600157.SH,X601168.SH,X002409.SZ,X600027.SH,X601992.SH,X000932.SZ,X002497.SZ,X600399.SH,X600516.SH,X000898.SZ,X000027.SZ,X300073.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,-0.0143423817671602,0,0,0.0218885619888332,0,0,0,0,0,0,0,0.0753823324972345,0,0.0111976350111955,0,0,0,0,0.0261861836382812,0,0,0.0558800096933281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386471198595578,0,0,0,0,0,0,0,0,0,0,0,0,-0.000837157464599668,0,0,0,0,0.000704271865603207,0,0
X600028.SH,0,0,0,0,0,-0.080621046554938,0,0,0.0172189997343028,0,0,-0.00262466439452137,0,0,0,0,0,0.073406075337421,0.142158783703346,0,0.0497690016664658,0,0,0,0,0,0.0308780883051897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256670399833014,0,0,0,0.0260908261539406,0,0.129224245862409,0,0,-0.0436243034136933,0,-0.00667228842100543,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.03653510403242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131460441683144,0,0,0,0.491287734664891,0,0,0,0,0,0,0,0,0,0,-0.0433598602993227,0,0,0.0555291384455347,0,0,0,0,-0.012211680755079,-0.0503977142468528,0,0,0,0,0,0,0.0175547692513829,0,0,0,0,-0.0111892742568849,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0881004674652689,0.0670639150122868,0,0,0,0,0,0,0,0,0,0.146637716108238,0.12525438700115,-0.305683881577612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100245179519721,0,0.204872798648868,0,0,0.22665471356906,0,-0.0199662264669036,0.0439651765696055,0,0,0,0.0274939838487752,0,0
X600585.SH,0,0,0,0,0,0.0330565083885991,0,0,0,0,0,0,0,0,0.0573550661879529,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,-0.0131442114471439,0,0,0,0,0,0,0,0,0,0.0986838729271687,0,0,0,0,0,0,0,0,0,-0.0671268428274186,-0.0360905012204265,0,0.00153760643802147,0,0,0,0,0.00150688777826394,0,0
X002460.SZ,0,0,0,0,0,0,0,0.118243372471226,0,0,0,0.419077946385009,0.0946964051452651,0,0,0,0,0,0,-0.185096724092865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179850154434621,0,-0.0356327119419209,0.0529293325630413,0,0,0,0,0.307338660022188,0,0,0,0,0.237751338034877,0,0,-0.0188111445508001,-0.0346481060889695,0,0,0,-0.00593260868553641,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.260339144378125,0.0144119561907997,0,-0.0463133528941658,0,0,0,0,0,0,0,0,0,0.259876837026353,0,0,0,0,0,0,0,0,0.103339762230682,0,0,0,0,0,0,0,0,0,0,0,0.212835182144256,0,0,0,0,0,0,-0.0434688977603682,0,0,-0.0300943219537674,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0486134439697493,0,0,-0.0237956093743496,0,0,-0.0158848567160979,0.122176249985369,0,0,0.0420139929223887,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055431504967124,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315807699775553,0,0.0953828462303384,0,0,0,0,0.0843625836972346,0,0.0273214811926131,-0.0682479465487407,0,0,0,0.016322679684588,0,0
X000708.SZ,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,-0.0130209823167212,0.156284637348337,-0.0169935820965603,0,0,0,0,0,0,0,0,0,0,-0.0955556936066375,0,0,0.097834985375537,0.181429933740879,0,0,0,0,0,0,0.0131887834287421,0,0,0,0,0,0,0.0826404382950639,0,0.178242114676354,0,0,0,0,-0.0440500240873839,0.0720030381821748,0,0,0,0.00586500529364945,0,0
X002271.SZ,0,0,0,0.0343737025065893,0,0,0,0.18952492148481,-0.0685194747699676,0,0,0.0736488330027538,0,0.217082408396266,-0.00661587005406259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0797960445680993,0,0,0,0,0.144458466503238,0,0,0,0.0133060793092525,0,0,-0.0152007369800104,0,0,0,0,0.0118460652177641,0,0
