,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600585.SH,X600188.SH,X600011.SH,X600547.SH,X601898.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002460.SZ,X002466.SZ,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600027.SH,X600803.SH,X600489.SH,X601991.SH,X000786.SZ,X000807.SZ,X601699.SH,X000983.SZ,X600160.SH,X000932.SZ,X000630.SZ,X600219.SH,X002080.SZ,X000629.SZ,X000408.SZ,X300037.SZ,X000933.SZ,X600688.SH,X000539.SZ,X600612.SH,X600157.SH,X000027.SZ,X000723.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.05927582444438,0,0,0,0,0,0,0,0,0,-0.188346160507579,0,0,0,0,0,0,0,0,0.0965139810607975,0,0.0927638002080208,0,0,0,0.0441770449149444,0,0.0886868709235658,0,-0.024398135921,-0.0405904973016329,0,0,0.101962125794966,0,0,0,0,0.0553566854869822,0,0,0,0,0,0,0,0,0.0426550505512328,0,0,0,-0.0313750553312366,0,0,0,0,0,0
X600028.SH,0.611683255259965,0,0,0,0.00793183547365258,0.184474217150423,0,0,0.00265651600922434,0.205915321609209,0,0,-0.0382243654902954,0,0,0,0,0,0,1.38777878078145e-17,-0.142477782017744,0,0,0,0,0,-0.0102667606337827,0,0,0,-0.00265772829488229,0,0,0,0,0,0,0,0,0.00181957492232701,0,0,0,0,0,0,0,0,0,-0.102046455776302,-0.163053641129696,0.00911483741559266,0.0199436933439033,0,0,0,0,0,0
X601088.SH,0.0237567775636307,0,0,0,0,0,0.256159517186056,0,0,0,0,0,0,0,0,0,0,0.0536377386689327,0,0,0.0720831883061582,0,0.136733470151113,0,0,0,0,0,0,0,0,0.0106312645575594,0,0,-0.174246381228975,0,0.099283857668293,0,0,0.00831225131669791,0,0,0.0529503515936356,0,0,0,0,0,0,-0.0331863023732436,0,0,0.0338963548271548,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.185222536100997,0,0.0258372321219662,0,0,0,0.0422531842874848,0,0.101775717874615,0,0.0441640972448646,0,0,0,0,0,0,0,0,0.0212568432005081,0,0,0.0252931758806552,0,0,0,0,-0.0470630991673081,0,0,0.0842242277322635,0,0.00151900624924007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,-0.00964368905137518,0,0.0768681307969485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666529791012452,0,0,0,0,0,0,0,0,0.0953939356751728,0.180335600496744,0.140066209347611,0,0,0.0341467749316342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135453205912605,0,0.119464972131156,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.118242457623568,0,0,0,0,0,0,0,0.188368238135725,0,0,0,0,0.0187102215382744,-3.46944695195361e-18,0,0,0,0.0160623280653202,-0.0316251779109504,0,0,0,0,0,0,0.098002397302505,0,0,0,0,0,0.00678810004685177,0.197793667606961,0,0.0877443567317058,0,0,-0.199275040015857,0,0,-0.0741140515603897,0,0,-0.0806652921417361,0,0,0,0,0,0,0
X600188.SH,0,0,0.690562532506174,0,0,0,0,0,0,0.236940845215023,0,0,0,-0.0600256513383101,0,0,0,0,0,0,0,0,0,0,0.0637184039520291,0,0,0,-0.486773178632316,0,0,0.0129730463566774,0.385714623608111,0,0.121543012575442,-0.198157405846423,0,0,0,0,0,0,0.0897151993644723,0,0.0880877589133502,-0.0854186644762931,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600011.SH,0,0.15440999754755,-0.216668146764855,0,0,0.324412232779012,0,0,0,0,0,0,0,0.365399636401985,0,0,0,0,0,0,-0.207934668742421,0,0,0,0,0,0.580508736616671,0,0,0,0,0,0,-0.0576549751546322,0,0,0,0,-0.114910857093408,0,0,0,0,0,0,0,0,0,0,0,0,0.00039772526208638,0.0480357872036128,0,0,0,0,0,0
X600547.SH,0,0.117174696347953,0,0,0.0906682841100882,0,0.137406101745895,0,0,0,0,0,0,0,0,-0.103776676067591,0,0,-0.00526597160988172,0,-0.0141087215351292,0,0,0,0,0,0,0.0648508016521052,0.766466299665737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.346473508671146,0,-0.117430201827318,0.0901757216793818,0,-0.0284866217597216,-0.0245688299123929,0,0,0,0,0,0
X601898.SH,0.0761895423688261,0,0,0,0,0,0.0968925573136702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107378638081119,0,0,0,0,0.118477835007632,0,0,0,0,0.334136316661501,0.024001467315152,-0.0708386676759997,0,0.194101532377428,0.0765667717140727,0,0.0740104535938288,0,-0.044232526036681,0,0,0,-0.0139183162577495,0,0,0.016304472732251,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,-0.00168397246523535,0,0,0,-0.139502411167247,0,0,0,0,0,0,0,-0.128552011401088,0,0.320401901949427,0,0,0,0,0,0,0,0,0,0,0.0935677523403752,0,0.0345482872106354,0.460662701546554,0,0,-0.0499006276221743,0,0,0,0,0,0,0,0.193025593606754,0,-3.46944695195361e-18,-0.0300134301806464,0,0,0.0411396563304804,-4.33680868994202e-19,0,0.0236358603146945,0,-0.0390263420541849,0,0,0,0,0
X600660.SH,0,0,0.0327038526529307,0,0,0,0,0,0,0,0.0191846199530916,0,0,0,0,0,0,0.0026607451804469,0,0,0,0,0,0,0,0,0.0505855262109804,0,-0.0826110195682609,0,0,0,0,0,-0.0354922871614468,0.0186682884114014,0,0,0.0322825139648377,0,0,0.04026836529323,0,0,0,0.132792430288441,0,0,0,0.0686706478293309,0,-0.0760820106943395,0.0370175348743586,0,0,0,0,0,0
