,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X601991.SH,X600111.SH,X600489.SH,X600157.SH,X600027.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600299.SH,X600309.SH,X600660.SH,X000792.SZ,X300072.SZ,X600549.SH,X600583.SH,X000723.SZ,X601158.SH,X600352.SH,X000709.SZ,X000883.SZ,X000898.SZ,X002075.SZ,X000983.SZ,X002460.SZ,X600176.SH,X000539.SZ,X002470.SZ,X000027.SZ,X000060.SZ,X000630.SZ,X002407.SZ,X000012.SZ,X600021.SH,X600612.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.167408914406756,0,0,0,0,0,0,0,0.0372911324402022,0,0,0,0,0,0.110486881270221,0,0,0,0,0,0,0,0,0.0372706745793444,0,0,0,-0.0340487257967275,0.00209766928027586,-0.0483245913779443,0,0,0,0.0759298175116359,0,0,-0.0224171153928392,0,0,0,0.0868810635825866,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.00256337378404363,0.0529371971408849,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.146896006001139,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.127188068119295,0,0,0,2.16840434497101e-19,0.0717839460049748,-0.113580222087332,0,0.0249614480946532,0,0,0,0.00172485162154303,0,0,0,0,-1.73472347597681e-18,0,0.0273781486115512,0,0,0,0,0,0,0,-0.0122021644444664,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0729582096564173,-0.00781531021780227,0,0.055562766002976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799888049201474,0,0,0,0,0,0.11168197840478,0,0,0,0.00214161048712105,0.00313753645640977,0,0,0,0,0,0,0,-0.0176862557926921,0,0,0,0.081329915133791,0,0,0.0121492180426424,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.00351245398566738,0.149967537845862,0,0.0803432282324269,0,0.0327136474438826,0.0892611723851373,0,0,0,0,0,-0.0368389823144999,0,0,0,0,0,0,0,0,0,0.0634989305488083,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.0407878465736749,0,0,0,0,0,0,0.0839911183485138,0,0.0921152921252372,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0157286695480335,0,0,1.73472347597681e-18,0,0,0.0864895467408557,0,0,0,0.340833353400893,0,0,0,0,0,0,0.0271314078226109,0,0,0,0,0,0,0,0.139705817650828,0,0,0,0,0,0,0,0,0,0,0.0448033312944236,0,0,0,0,0,0,0.0607877078227425,0,0,-0.00414934813636915,-0.00109334912811276,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.122262510421606,0,0,0,0,0.106956216188049,0,0.126001010503747,0,0,-0.133380768232619,0,0,0.0131409305825592,0.0596120726554359,0.422097880820797,0.011527699724294,0,0.116451035644707,0,0,0,0,0,0,0,0,0,0.0933525230402741,-0.03921884521164,0,0,0,0,0,0,0,0,0,-0.138410880803953,0,-0.0516960724903691,0,0,0,0,0.0302182000737493,0,0
X600019.SH,0,0,0,0,0.0291325564180069,0,0,0,-0.0385319110416557,0,0,0,0,-0.0143999918750559,0,0,0,-0.0157899074837855,0,0,0,0,0.123137383982341,0.0354848653601112,0,0,0,0.0789095564572722,0.0678279135290507,0,0,0.0259529322795186,0.0496764892391339,0,0,0.0783579151752935,0,0,0,0,0,0,0.103569845731559,0,0,-0.0665496417471387,0,0,0,0,0,0.00904577575159323,0.0382224365422838,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188624323231929,0,0,0,0.0162942671847767,0.0428384227274735,0,0,0,0.0432007360300455,0.0319025006371337,0.0417888737398616,0,0,0,0,0,0,0,0.0978537191478355,0.0442464992737004,0,0,0,0.049041343247128,0,0,0,0,0.0105397750130111,0,0,0.161741967458649,0,-0.00648437198631892,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.601989585813602,0,0,0,0.0128146321183696,0.305872778862992,0.128636991724043,-0.0166440351295303,1.73472347597681e-18,0,0,0,0.00286394194504067,0,0,0,0,0,0,-0.176005780334093,0,0,0,-0.0727760146175482,0,0,0,0.0604068243275072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.118780346505378,0,0,0,0,0,0,0,0,0,0.0723467754450733,0,0.0198475567055813,0.175431352779436,0,0,0,0.114753533508666,0.0317192924468287,0.0555454343935621,0,0,0,0,0,0,0.191104481319788,0,0,0.067645636933386,0,0.0335049553672621,0,0,0,0,0,0.0317009742555186,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990703493120312,0.0774248338986618,0.0280276491257773,0,0,0,0,0,-0.01263820190381,0,0,0,0,0,0.121847548859238,0.478106661174704,0,0,0,0,0,0.168812856442016,0,0.0310165048994844,0,0,0,0,0,0.0373785231046626,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0174282220426673,0,0,0,0.0162704808546094,0,0.0730358711176885,-3.46944695195361e-18,0,0,0,0,0,0.0659320586448464,0,0,0,0,0,0.0966503206416403,0,0.166641141988925,0,0,0,0,0,0.0510835564840022,0,0,0,0,0,0,0.31944557659179,0,0,0,0,0,-8.67361737988404e-19,0,-0.0272622184836386,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0720804071913005,0,0,0,0.00832846701481057,0.0666171063876312,0,0,0,0,0.0227297553696454,0,0.0303149389904364,0,0,0,0,0,0,0,0,0,0,0,0.0496650218193561,0,0,0,0,0,0,0,0,0,0.0583622023521891,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0129519216778984,0.0469173935275511,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.252886002741873,0,0,0,0,0,0.0379634159739055,-0.0501494374286184,0,0,0,0,0,0,0,0,0,0,0.0901558719609757,0,0,0,0,0,0,0,0,0,-0.00607205463318807,0,0,0,0,0,0.419833207321923,-0.0301229134445588,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,-0.0107342289339932,0.0498434349034653,0.0258109715500654,0,0,0,0,0,0,0,0,0,0,0,-0.00721304442226413,0.13431993395641,0,0,0,0.0605367517933236,0,0,0,0,0,0,0,0,0.0132388006196802,0.0417618834517143,0,0.0109018278420338,0,0,0.129170058048123,0,0,0,0,0,0,0,0,-0.00372075350238866,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.562944442577135,0,0,0,0.0767431534506911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460964778592357,0,0.264138226426599,0,0,0,0.180791807393544,0,0,0,0,0,0.00949431375141887,0,0,0,-0.13956542988623,0,0,0,0,0,0,0.0491842923759396,0,-0.0478369489430556,-0.107920903255522,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.630297159450941,0,0,0,0,0,0,0,0,0,0,0,-0.0881283099753873,0,0.00916022820816048,0,0,0,0,0,-0.0700648950891218,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0668665020753595,0,0,0,0.120995062556658,-0.22297144423219,0,0,0,0,0
