,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600660.SH,X600547.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600027.SH,X600160.SH,X600803.SH,X600010.SH,X600111.SH,X002460.SZ,X000983.SZ,X600426.SH,X601699.SH,X601991.SH,X000301.SZ,X000786.SZ,X002466.SZ,X002128.SZ,X000877.SZ,X000933.SZ,X000807.SZ,X000630.SZ,X600985.SH,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X000883.SZ,X002353.SZ,X600096.SH,X600348.SH,X000027.SZ,X002271.SZ,X600995.SH,X600612.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0756519372247427,0.483097642383559,0,0,0,0,0.0993633863848008,0,0.168677163285183,0,0,0,0,-0.189027784418561,0.00576084986263999,0,0,0,0,0,0,0,0,0,-0.0462115861330055,0,0,0,0,0,0.0268897248021156,0,0.0147852583411857,0,0,0,0,0,0,0,0,0,-0.00985302526913738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.241967306295996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267054942803494,0,0,0,0,0.288166118805382,0,0.0429891660651805,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392693295724279,0,0,0.0458581220401865,0.0221264927210766,0,0,-0.0172367574604395,0,0,0,0,0.0128894439143019,0,0,0,0,0.0792519266195738,0,0
X600028.SH,0.36805129315053,0.091800435819955,0,0,0,0,0.108819663521713,0,0,0,0,0.0748869284785713,0,0,0,0,0,0,0,0,0,0,0,-0.159001099577457,0,0,0.00409118049746851,0,0,0,0,0,0,0.0294612570194035,0,0,0,0,0.0984219932821249,0,0.0171735705218334,0,0,0.00371889796988206,0,0,-0.0172145370379846,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.00340188039180611,0,0.149846193282896,0,0,0,0.0226212010905111,0.0177406149074745,0,0,0,0.0273011215722259,0,0,0,0,0,0,0,0,0,0,0,0.0458779011230954,0,0,0,0,0.0228739476968758,0.00849589920528135,0.0728466758026919,0,0,-0.0955563163474683,0,0,0,0.0158997804719402,0,0,0,0,0,0,0,0,0,0.0393818033967262,0,0
X600188.SH,0.00957561794737206,0.0798124915108791,0,0,0,0.140070270730241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145553940036586,0,0.226570466941202,0,0,-0.133549165879994,0,0.115308528809177,-0.0386524980520459,0.0356328450625294,0,0,0.0758351980038096,0,0,-0.0341539817907461,0,-0.103418976424176,0,0,0.21850174187655,0,-0.132715368178441,0,0,-0.0376306127039589,0,-0.129261031569228,0,0,0,0,0,0,0
X601898.SH,0.0609533578313604,0,0,0,0.0260209388675866,0,0,0,0,0,0,0,0,0,0,0,0.0168232964613564,0,0,0.0731827453974261,0,0,0,0,-1.73472347597681e-18,0,0.211039659035884,0,0,0,0,0.046962472645409,0,0,0,0,0.297909437465769,0,0,0,0,0,0,0.064278373456727,0,0,0,0,0.0385421432273633,0.0114879659745118,0,0,0,0,0,0,-0.000677270579550454,0,0
X600019.SH,0,0,0,0,0,0.056696206895126,0,0,0,0,0,0,0,0,0,0,0.149258848565899,0,0.0215611537814534,0.0574571728533279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336647192416146,0,0,0,0,0,0,0,0,0.18449850638892,0.351515106931423,0,0,0,0,0,0,0,0,0
X600011.SH,0.0463644477360864,0,0,0,0,-0.00635268255580569,0,0,0,0,0,0,0,0.22748021161314,0,0,0,-0.0144706031624565,0.161979487612927,0,0.114015557031388,0,0,0,0,0,-0.161012156599777,0.290998085306206,0,-0.112065506129784,0,0.109396159248227,-0.0465542477096281,0,0,0,0,0,0,0,0,0.0675324876106934,0.0242397166317301,0,0,0,0,0,0.0822906762714159,0,0,0,0.0254211369817504,0,0,0,-0.0296074605418902,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171672853609645,0,0,0,0,0.132839394233584,-0.0359158121653923,0,0,0,0,0,0,0,0,0,-0.103068418498412,0,0,0,-0.033460579723051,0,0,0.0387444363723679,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.055520584414971,-0.229922821222166,0,-0.00529531292263244,0,0,0,0.0892376818870316,0,0
X601600.SH,0,0,0,0,0,0,0,0.017527003863377,0,0,0,0,0,0,0,0,0,0,0,0.0864731652384628,0.0774630972142597,0,0,-0.0646159976676196,0,0,0,0,0,0,0,0,0,0.286971549684789,0.0933816216356908,0,0.0164830273726121,0,0,0.32398160577456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0448230527569339,0,0,0,0,0.097927093789213,0,0,0,0,0,0,0,0.052990432657784,0.00403166844429405,0,0,0,0,0,0.104241074021634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1187665021167,0,0.0589761749186375,0.0600586421490286,0,0,0,0,0,0,0,0,0,0.0506568391486458,0,0
