,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600352.SH,X600660.SH,X600688.SH,X000723.SZ,X600188.SH,X600362.SH,X600886.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X002466.SZ,X002460.SZ,X000709.SZ,X002271.SZ,X600299.SH,X002110.SZ,X000629.SZ,X601158.SH,X600219.SH,X600489.SH,X000553.SZ,X600808.SH,X000883.SZ,X000630.SZ,X000990.SZ,X600583.SH,X000027.SZ,X600985.SH,X000825.SZ,X600426.SH,X600339.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0249534044123336,0,0,0.0379327935045593,0.0368635724446047,0,0,0,0,0,0,0,0.0218592490798922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034522939282701,0.115136908373084,0,0,0.0611914666979739,0,0,0,-0.0134489704741816,0,0,0,0,0,0
X600028.SH,0,0,0.124501604578323,0,0,0,0,0,0.11980995664397,0,0,0,0,0,0,-0.00638251277116245,0,0,0,0,0,0.0102005157089583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281245621158821,0.0045582662320514,0,0,0,0,0.111510700882737,0.0748925797218801,0,0,0,-0.0118430311369537,0,0,0,0.00806053934583258,0,0
X601088.SH,0,0,0,0.143316390575155,0,0,0,0,0,0,0,0,-0.126274389523342,0,0,0,0.182452996556712,0,0,0,0.0268978788964601,0.139035841779926,0,0,0,0,0.0397852426985458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0450871037956307,0,0.0231216034786861,-0.048333103529095,0,0,0,-0.00146496392671202,0,0
X600585.SH,0,0,0,0,0,0.0787561818857609,0,0,0,0,0,0,0,0,0,0.000870903215017436,0,0,0,0,-0.00549145848403903,0.467701382848095,0,0,0,0,0,0,0,0,0,0.053444727993653,-0.0524180778412139,0.0402564345613334,0,0,0,0,0,0,0,0,-0.00973394637352484,0,0,0,0,0,0,0,0,-0.00309079465522161,0.016845392777872,0,0,0,-0.00531198111509591,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0935203465998781,0,0,0,0,0,0,0.0311044014938528,0.0327239699674473,0,0,0,0,0.176594743510621,0,0,0,0,0.0609769744543971,0,0,0,0,0,0.0419289966352389,0,0,0,0,0,0,0,0,0,0,0,0,0.0590714691567547,0,0,0,0.100922800445323,0,0.00564807462509532,0,0,0,0,0.00097398086263946,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.122122835048495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022603175225722,0.0347130671292472,0,0,0,0,0,0.401936716496287,0,0,-0.0899950577349671,0,0,0,0,-0.0645869213437418,0.0614961627405411,0,0,0,0,0.173831917852292,0,0,0,0.0372525851913456,0,0,0,0,-0.0499157001789446,0,0
X600011.SH,0,0,0,0,0,0,0,0.0795346557107639,0,0,0,0,0.199107163139582,0,0,0,0,0,0,0,0,0,0,0.4780534836533,0,0,0,-0.0771435850752661,0,-0.0210511228658162,0,0,0,0,0,0,0,0,0,0,0,0.0763079040080865,-0.0365936007463049,0,0,0.00937372613664315,0,0,0,0.00311818669629764,0,0.0268055801767844,0,0,0,0,0.00102452236515006,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0621666670609695,0,0,0.0173243923669702,0,0.263554109814324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730606588792191,0,0.299082155564704,0,0,0,0,0,0,0,0,0.035081625507993,0,0,0,0.141129729011772,0,0.00587148218357482,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157189011033675,0,0.083587312367895,0,0,0.260263587086426,0.0221048706087305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242365493133776,0,0,0,0,0,0,0,0,0,0,0.12714403448812,0,0.0282097251795765,0,-0.0111650719115115,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.076199179392142,0,0,0,0,0,0,0,0,-0.0168525834725,0,0,0.10886598841471,0,0,0,0,0.471859398967823,0.105783570874264,0,0,0,0,0,0,-0.050442451720287,0,0,-0.0109400024272355,0.0882939082146252,0,0,0,0,0,0,0,0,0
